MMWRyear,MMWRweek,MMWRday,region,establishments,visits
2020,11,4,MI,11514,86414
2020,11,4,MN,5684,47931
2020,11,4,MO,6913,80827
2020,11,4,MS,3114,43483
2020,11,4,MT,1438,6206
2020,11,4,NC,12289,122630
2020,11,4,ND,872,6936
2020,11,4,NE,2300,22490
2020,11,4,NH,1913,9370
2020,11,4,NJ,15417,110549
2020,11,4,NM,2441,17949
2020,11,4,NV,3435,34367
2020,11,4,NY,34879,290715
2020,11,4,OH,13589,108753
2020,11,4,OK,4492,61765
2020,11,4,OR,7182,39537
2020,11,4,PA,18032,120002
2020,11,4,RI,1947,9611
2020,11,4,SC,6721,70992
2020,11,4,SD,1023,7394
2020,11,4,TN,8009,94718
2020,11,4,TX,35866,447737
2020,11,4,UT,3112,25299
2020,11,4,VA,9903,78930
2020,11,4,VT,977,3470
2020,11,4,WA,10158,55341
2020,11,4,WI,8448,52829
2020,11,4,WV,1879,15832
2020,11,4,WY,746,4331
2020,11,5,AK,934,4176
2020,11,5,AL,5373,98042
2020,11,5,AR,3257,46249
2020,11,5,AZ,7672,72836
2020,11,5,CA,57314,372872
2020,11,5,CO,7653,61425
2020,11,5,CT,5712,30820
2020,11,5,DC,1784,18108
2020,11,5,DE,1374,9067
2020,11,5,FL,28093,319700
2020,11,5,GA,13028,156499
2020,11,5,HI,2595,25505
2020,11,5,IA,4019,38196
2020,11,5,ID,2089,14048
2020,11,5,IL,17716,147920
2020,11,5,IN,7377,64149
2020,11,5,KS,3109,35036
2020,11,5,KY,4251,44023
2020,11,5,LA,5764,71839
2020,11,5,MA,10408,58734
2020,11,5,MD,7058,55965
2020,11,5,ME,2044,7877
2020,11,5,MI,11514,89274
2020,11,5,MN,5684,48702
2020,11,5,MO,6913,81906
2020,11,5,MS,3114,46810
2020,11,5,MT,1438,7174
2020,11,5,NC,12289,127993
2020,11,5,ND,872,7773
2020,11,5,NE,2300,24197
2020,11,5,NH,1913,9648
2020,11,5,NJ,15417,110506
2020,11,5,NM,2441,18396
2020,11,5,NV,3435,36399
2020,11,5,NY,34879,285917
2020,11,5,OH,13589,114215
2020,11,5,OK,4492,66325
2020,11,5,OR,7182,41076
2020,11,5,PA,18032,122953
2020,11,5,RI,1947,9707
2020,11,5,SC,6721,76803
2020,11,5,SD,1023,7711
2020,11,5,TN,8009,98957
2020,11,5,TX,35866,461080
2020,11,5,UT,3112,26667
2020,11,5,VA,9903,81744
2020,11,5,VT,977,3579
2020,11,5,WA,10158,57070
2020,11,5,WI,8448,56681
2020,11,5,WV,1879,16603
2020,11,5,WY,746,4379
2020,11,6,AK,934,4621
2020,11,6,AL,5373,123492
2020,11,6,AR,3257,57360
2020,11,6,AZ,7672,86565
2020,11,6,CA,57314,435638
2020,11,6,CO,7653,64594
2020,11,6,CT,5712,35770
2020,11,6,DC,1784,17255
2020,11,6,DE,1374,11423
2020,11,6,FL,28093,405705
2020,11,6,GA,13028,194210
2020,11,6,HI,2595,27860
2020,11,6,IA,4019,50824
2020,11,6,ID,2089,17101
2020,11,6,IL,17716,188474
2020,11,6,IN,7377,88064
2020,11,6,KS,3109,41873
2020,11,6,KY,4251,61330
2020,11,6,LA,5764,91978
2020,11,6,MA,10408,65214
2020,11,6,MD,7058,69420
2020,11,6,ME,2044,9512
2020,11,6,MI,11514,110962
2020,11,6,MN,5684,64220
2020,11,6,MO,6913,106541
2020,11,6,MS,3114,58250
2020,11,6,MT,1438,8236
2020,11,6,NC,12289,165992
2020,11,6,ND,872,9893
2020,11,6,NE,2300,28464
2020,11,6,NH,1913,12810
2020,11,6,NJ,15417,136089
2020,11,6,NM,2441,20426
2020,11,6,NV,3435,42423
2020,11,6,NY,34879,324734
2020,11,6,OH,13589,148846
2020,11,6,OK,4492,80427
2020,11,6,OR,7182,44233
2020,11,6,PA,18032,154833
2020,11,6,RI,1947,12131
2020,11,6,SC,6721,103719
2020,11,6,SD,1023,9811
2020,11,6,TN,8009,127709
2020,11,6,TX,35866,524995
2020,11,6,UT,3112,30008
2020,11,6,VA,9903,100600
2020,11,6,VT,977,4658
2020,11,6,WA,10158,62837
2020,11,6,WI,8448,75917
2020,11,6,WV,1879,20360
2020,11,6,WY,746,4874
2020,11,7,AK,934,3913
2020,11,7,AL,5373,107814
2020,11,7,AR,3257,45917
2020,11,7,AZ,7672,77872
2020,11,7,CA,57314,360441
2020,11,7,CO,7653,58350
2020,11,7,CT,5712,29506
2020,11,7,DC,1784,9930
2020,11,7,DE,1374,10102
2020,11,7,FL,28093,340864
2020,11,7,GA,13028,167202
2020,11,7,HI,2595,25689
2020,11,7,IA,4019,46069
2020,11,7,ID,2089,14091
2020,11,7,IL,17716,163611
2020,11,7,IN,7377,72373
2020,11,7,KS,3109,35824
2020,11,7,KY,4251,47281
2020,11,7,LA,5764,77108
2020,11,7,MA,10408,53213
2020,11,7,MD,7058,59622
2020,11,7,ME,2044,9521
2020,11,7,MI,11514,90809
2020,11,7,MN,5684,57471
2020,11,7,MO,6913,92998
2020,11,7,MS,3114,50336
2020,11,7,MT,1438,6192
2020,11,7,NC,12289,145144
2020,11,7,ND,872,9419
2020,11,7,NE,2300,22577
2020,11,7,NH,1913,11613
2020,11,7,NJ,15417,119744
2020,11,7,NM,2441,17609
2020,11,7,NV,3435,40025
2020,11,7,NY,34879,263729
2020,11,7,OH,13589,121265
2020,11,7,OK,4492,67811
2020,11,7,OR,7182,34837
2020,11,7,PA,18032,129528
2020,11,7,RI,1947,10668
2020,11,7,SC,6721,95340
2020,11,7,SD,1023,8350
2020,11,7,TN,8009,109363
2020,11,7,TX,35866,446683
2020,11,7,UT,3112,25792
2020,11,7,VA,9903,84090
2020,11,7,VT,977,4760
2020,11,7,WA,10158,52825
2020,11,7,WI,8448,66556
2020,11,7,WV,1879,16785
2020,11,7,WY,746,4106
2020,12,1,AK,934,2628
2020,12,1,AL,5373,70417
2020,12,1,AR,3257,30850
2020,12,1,AZ,7672,59271
2020,12,1,CA,57314,278829
2020,12,1,CO,7653,39881
2020,12,1,CT,5712,20632
2020,12,1,DC,1784,6437
2020,12,1,DE,1374,6557
2020,12,1,FL,28093,269387
2020,12,1,GA,13028,108351
2020,12,1,HI,2595,21362
2020,12,1,IA,4019,27910
2020,12,1,ID,2089,8530
2020,12,1,IL,17716,117617
2020,12,1,IN,7377,50871
2020,12,1,KS,3109,22018
2020,12,1,KY,4251,33470
2020,12,1,LA,5764,50981
2020,12,1,MA,10408,36931
2020,12,1,MD,7058,38361
2020,12,1,ME,2044,6173
2020,12,1,MI,11514,59976
2020,12,1,MN,5684,36006
2020,12,1,MO,6913,59146
2020,12,1,MS,3114,32986
2020,12,1,MT,1438,3896
2020,12,1,NC,12289,94693
2020,12,1,ND,872,4891
2020,12,1,NE,2300,15195
2020,12,1,NH,1913,7715
2020,12,1,NJ,15417,80343
2020,12,1,NM,2441,13663
2020,12,1,NV,3435,30183
2020,12,1,NY,34879,194457
2020,12,1,OH,13589,86339
2020,12,1,OK,4492,46902
2020,12,1,OR,7182,26826
2020,12,1,PA,18032,86941
2020,12,1,RI,1947,7743
2020,12,1,SC,6721,63450
2020,12,1,SD,1023,5051
2020,12,1,TN,8009,74308
2020,12,1,TX,35866,331610
2020,12,1,UT,3112,11631
2020,12,1,VA,9903,56081
2020,12,1,VT,977,2563
2020,12,1,WA,10158,38991
2020,12,1,WI,8448,42406
2020,12,1,WV,1879,11497
2020,12,1,WY,746,2890
2020,12,2,AK,877,2911
2020,12,2,AL,5319,65724
2020,12,2,AR,3217,28277
2020,12,2,AZ,7572,53154
2020,12,2,CA,55462,253995
2020,12,2,CO,7418,35689
2020,12,2,CT,5538,19872
2020,12,2,DC,1708,8584
2020,12,2,DE,1333,5893
2020,12,2,FL,27738,244381
2020,12,2,GA,12868,97081
2020,12,2,HI,2543,22279
2020,12,2,IA,3920,24120
2020,12,2,ID,2067,9479
2020,12,2,IL,17331,97841
2020,12,2,IN,7261,38873
2020,12,2,KS,3088,21052
2020,12,2,KY,4186,26386
2020,12,2,LA,5678,46435
2020,12,2,MA,10036,35971
2020,12,2,MD,6933,35519
2020,12,2,ME,1888,5127
2020,12,2,MI,11181,47462
2020,12,2,MN,5555,32618
2020,12,2,MO,6820,55647
2020,12,2,MS,3061,30590
2020,12,2,MT,1394,4576
2020,12,2,NC,12112,86597
2020,12,2,ND,864,4867
2020,12,2,NE,2284,14465
2020,12,2,NH,1842,6604
2020,12,2,NJ,15038,70107
2020,12,2,NM,2380,12737
2020,12,2,NV,3340,25245
2020,12,2,NY,33948,199522
2020,12,2,OH,13316,53712
2020,12,2,OK,4438,43839
2020,12,2,OR,6968,29608
2020,12,2,PA,17558,78717
2020,12,2,RI,1887,6477
2020,12,2,SC,6645,52838
2020,12,2,SD,1014,5212
2020,12,2,TN,7934,64596
2020,12,2,TX,35412,302558
2020,12,2,UT,3057,17010
2020,12,2,VA,9744,52254
2020,12,2,VT,894,2248
2020,12,2,WA,9904,37659
2020,12,2,WI,8072,33290
2020,12,2,WV,1840,11079
2020,12,2,WY,723,2906
2020,12,3,AK,877,2330
2020,12,3,AL,5319,58419
2020,12,3,AR,3217,27954
2020,12,3,AZ,7572,50092
2020,12,3,CA,55462,214126
2020,12,3,CO,7418,23484
2020,12,3,CT,5538,16006
2020,12,3,DC,1708,7547
2020,12,3,DE,1333,4386
2020,12,3,FL,27738,231873
2020,12,3,GA,12868,92294
2020,12,3,HI,2543,20405
2020,12,3,IA,3920,17937
2020,12,3,ID,2067,9147
2020,12,3,IL,17331,72978
2020,12,3,IN,7261,29416
2020,12,3,KS,3088,18744
2020,12,3,KY,4186,20684
2020,12,3,LA,5678,30442
2020,12,3,MA,10036,27776
2020,12,3,MD,6933,29555
2020,12,3,ME,1888,4552
2020,12,3,MI,11181,38753
2020,12,3,MN,5555,27135
2020,12,3,MO,6820,52310
2020,12,3,MS,3061,28005
2020,12,3,MT,1394,3679
2020,12,3,NC,12112,75472
2020,12,3,ND,864,5173
2020,12,3,NE,2284,13141
2020,12,3,NH,1842,4625
2020,12,3,NJ,15038,57451
2020,12,3,NM,2380,11616
2020,12,3,NV,3340,22351
2020,12,3,NY,33948,172760
2020,12,3,OH,13316,53181
2020,12,3,OK,4438,39128
2020,12,3,OR,6968,21587
2020,12,3,PA,17558,59317
2020,12,3,RI,1887,4704
2020,12,3,SC,6645,51675
2020,12,3,SD,1014,5652
2020,12,3,TN,7934,61420
2020,12,3,TX,35412,266253
2020,12,3,UT,3057,14435
2020,12,3,VA,9744,49002
2020,12,3,VT,894,1692
2020,12,3,WA,9904,31336
2020,12,3,WI,8072,29946
2020,12,3,WV,1840,10981
2020,12,3,WY,723,3040
2020,12,4,AK,877,2096
2020,12,4,AL,5319,53488
2020,12,4,AR,3217,25617
2020,12,4,AZ,7572,36869
2020,12,4,CA,55462,183998
2020,12,4,CO,7418,23018
2020,12,4,CT,5538,15817
2020,12,4,DC,1708,7122
2020,12,4,DE,1333,4186
2020,12,4,FL,27738,201144
2020,12,4,GA,12868,86122
2020,12,4,HI,2543,19075
2020,12,4,IA,3920,14679
2020,12,4,ID,2067,8467
2020,12,4,IL,17331,64572
2020,12,4,IN,7261,27049
2020,12,4,KS,3088,16682
2020,12,4,KY,4186,20033
2020,12,4,LA,5678,28962
2020,12,4,MA,10036,28433
2020,12,4,MD,6933,28705
2020,12,4,ME,1888,4359
2020,12,4,MI,11181,35858
2020,12,4,MN,5555,19626
2020,12,4,MO,6820,45181
2020,12,4,MS,3061,24991
2020,12,4,MT,1394,3219
2020,12,4,NC,12112,60816
2020,12,4,ND,864,4160
2020,12,4,NE,2284,11719
2020,12,4,NH,1842,4844
2020,12,4,NJ,15038,55116
2020,12,4,NM,2380,10407
2020,12,4,NV,3340,14044
2020,12,4,NY,33948,168924
2020,12,4,OH,13316,50147
2020,12,4,OK,4438,32028
2020,12,4,OR,6968,20734
2020,12,4,PA,17558,57183
2020,12,4,RI,1887,4992
2020,12,4,SC,6645,35024
2020,12,4,SD,1014,5158
2020,12,4,TN,7934,57271
2020,12,4,TX,35412,243237
2020,12,4,UT,3057,12357
2020,12,4,VA,9744,40979
2020,12,4,VT,894,1411
2020,12,4,WA,9904,30338
2020,12,4,WI,8072,22357
2020,12,4,WV,1840,7419
2020,12,4,WY,723,2719
2020,12,5,AK,877,1802
2020,12,5,AL,5319,47281
2020,12,5,AR,3217,23310
2020,12,5,AZ,7572,35931
2020,12,5,CA,55462,170595
2020,12,5,CO,7418,16633
2020,12,5,CT,5538,14902
2020,12,5,DC,1708,7105
2020,12,5,DE,1333,4275
2020,12,5,FL,27738,186083
2020,12,5,GA,12868,83775
2020,12,5,HI,2543,16617
2020,12,5,IA,3920,14446
2020,12,5,ID,2067,8388
2020,12,5,IL,17331,64945
2020,12,5,IN,7261,27534
2020,12,5,KS,3088,16094
2020,12,5,KY,4186,18547
2020,12,5,LA,5678,27930
2020,12,5,MA,10036,26274
2020,12,5,MD,6933,28346
2020,12,5,ME,1888,3444
2020,12,5,MI,11181,36287
2020,12,5,MN,5555,18198
2020,12,5,MO,6820,40205
2020,12,5,MS,3061,23624
2020,12,5,MT,1394,3270
2020,12,5,NC,12112,61949
2020,12,5,ND,864,3600
2020,12,5,NE,2284,10028
2020,12,5,NH,1842,4141
2020,12,5,NJ,15038,52047
2020,12,5,NM,2380,7650
2020,12,5,NV,3340,11304
2020,12,5,NY,33948,157072
2020,12,5,OH,13316,48024
2020,12,5,OK,4438,28926
2020,12,5,OR,6968,20021
2020,12,5,PA,17558,56745
2020,12,5,RI,1887,4431
2020,12,5,SC,6645,34619
2020,12,5,SD,1014,4456
2020,12,5,TN,7934,55255
2020,12,5,TX,35412,218477
2020,12,5,UT,3057,12005
2020,12,5,VA,9744,40353
2020,12,5,VT,894,1315
2020,12,5,WA,9904,29424
2020,12,5,WI,8072,21405
2020,12,5,WV,1840,7076
2020,12,5,WY,723,2278
2020,12,6,AK,877,1554
2020,12,6,AL,5319,33961
2020,12,6,AR,3217,15396
2020,12,6,AZ,7572,31138
2020,12,6,CA,55462,131070
2020,12,6,CO,7418,16911
2020,12,6,CT,5538,14391
2020,12,6,DC,1708,6378
2020,12,6,DE,1333,4062
2020,12,6,FL,27738,141593
2020,12,6,GA,12868,72229
2020,12,6,HI,2543,11877
2020,12,6,IA,3920,12747
2020,12,6,ID,2067,7134
2020,12,6,IL,17331,60321
2020,12,6,IN,7261,25279
2020,12,6,KS,3088,13256
2020,12,6,KY,4186,17142
2020,12,6,LA,5678,23586
2020,12,6,MA,10036,26201
2020,12,6,MD,6933,26449
2020,12,6,ME,1888,3221
2020,12,6,MI,11181,32285
2020,12,6,MN,5555,17670
2020,12,6,MO,6820,32987
2020,12,6,MS,3061,18839
2020,12,6,MT,1394,2632
2020,12,6,NC,12112,54102
2020,12,6,ND,864,2469
2020,12,6,NE,2284,9170
2020,12,6,NH,1842,4212
2020,12,6,NJ,15038,48598
2020,12,6,NM,2380,7015
2020,12,6,NV,3340,9856
2020,12,6,NY,33948,141444
2020,12,6,OH,13316,45164
2020,12,6,OK,4438,24051
2020,12,6,OR,6968,17391
2020,12,6,PA,17558,52953
2020,12,6,RI,1887,4577
2020,12,6,SC,6645,29425
2020,12,6,SD,1014,4274
2020,12,6,TN,7934,43389
2020,12,6,TX,35412,177687
2020,12,6,UT,3057,10706
2020,12,6,VA,9744,36058
2020,12,6,VT,894,1175
2020,12,6,WA,9904,26198
2020,12,6,WI,8072,21016
2020,12,6,WV,1840,5794
2020,12,6,WY,723,1637
2020,12,7,AK,877,926
2020,12,7,AL,5319,19376
2020,12,7,AR,3217,8344
2020,12,7,AZ,7572,19561
2020,12,7,CA,55462,87918
2020,12,7,CO,7418,12960
2020,12,7,CT,5538,9739
2020,12,7,DC,1708,3910
2020,12,7,DE,1333,2522
2020,12,7,FL,27738,80428
2020,12,7,GA,12868,47123
2020,12,7,HI,2543,7219
2020,12,7,IA,3920,8340
2020,12,7,ID,2067,4777
2020,12,7,IL,17331,38547
2020,12,7,IN,7261,16023
2020,12,7,KS,3088,8407
2020,12,7,KY,4186,9758
2020,12,7,LA,5678,13474
2020,12,7,MA,10036,18764
2020,12,7,MD,6933,17712
2020,12,7,ME,1888,2148
2020,12,7,MI,11181,20722
2020,12,7,MN,5555,10794
2020,12,7,MO,6820,21382
2020,12,7,MS,3061,9823
2020,12,7,MT,1394,1513
2020,12,7,NC,12112,34968
2020,12,7,ND,864,1308
2020,12,7,NE,2284,6346
2020,12,7,NH,1842,2755
2020,12,7,NJ,15038,35285
2020,12,7,NM,2380,4650
2020,12,7,NV,3340,6380
2020,12,7,NY,33948,102169
2020,12,7,OH,13316,28367
2020,12,7,OK,4438,14353
2020,12,7,OR,6968,11187
2020,12,7,PA,17558,35166
2020,12,7,RI,1887,3285
2020,12,7,SC,6645,18960
2020,12,7,SD,1014,2971
2020,12,7,TN,7934,26573
2020,12,7,TX,35412,105034
2020,12,7,UT,3057,7685
2020,12,7,VA,9744,22719
2020,12,7,VT,894,788
2020,12,7,WA,9904,16067
2020,12,7,WI,8072,13102
2020,12,7,WV,1840,3335
2020,12,7,WY,723,1139
2020,13,1,AK,877,1110
2020,13,1,AL,5319,22632
2020,13,1,AR,3217,8551
2020,13,1,AZ,7572,23279
2020,13,1,CA,55462,116098
2020,13,1,CO,7418,15842
2020,13,1,CT,5538,10147
2020,13,1,DC,1708,3712
2020,13,1,DE,1333,2761
2020,13,1,FL,27738,85594
2020,13,1,GA,12868,47071
2020,13,1,HI,2543,9754
2020,13,1,IA,3920,9034
2020,13,1,ID,2067,4613
2020,13,1,IL,17331,34717
2020,13,1,IN,7261,16415
2020,13,1,KS,3088,8624
2020,13,1,KY,4186,11722
2020,13,1,LA,5678,15924
2020,13,1,MA,10036,18784
2020,13,1,MD,6933,18550
2020,13,1,ME,1888,2519
2020,13,1,MI,11181,21198
2020,13,1,MN,5555,12017
2020,13,1,MO,6820,20843
2020,13,1,MS,3061,10191
2020,13,1,MT,1394,1626
2020,13,1,NC,12112,38312
2020,13,1,ND,864,1520
2020,13,1,NE,2284,6475
2020,13,1,NH,1842,3146
2020,13,1,NJ,15038,32319
2020,13,1,NM,2380,5150
2020,13,1,NV,3340,7922
2020,13,1,NY,33948,98653
2020,13,1,OH,13316,34073
2020,13,1,OK,4438,15250
2020,13,1,OR,6968,13241
2020,13,1,PA,17558,37876
2020,13,1,RI,1887,3662
2020,13,1,SC,6645,19319
2020,13,1,SD,1014,3084
2020,13,1,TN,7934,28107
2020,13,1,TX,35412,122802
2020,13,1,UT,3057,6157
2020,13,1,VA,9744,25549
2020,13,1,VT,894,880
2020,13,1,WA,9904,19316
2020,13,1,WI,8072,15003
2020,13,1,WV,1840,3853
2020,13,1,WY,723,1294
2020,13,2,AK,859,1547
2020,13,2,AL,5296,31421
2020,13,2,AR,3185,15247
2020,13,2,AZ,7441,28770
2020,13,2,CA,54258,144041
2020,13,2,CO,7183,20605
2020,13,2,CT,5415,11722
2020,13,2,DC,1680,5765
2020,13,2,DE,1289,3461
2020,13,2,FL,27054,116864
2020,13,2,GA,12691,56889
2020,13,2,HI,2426,11889
2020,13,2,IA,3899,13279
2020,13,2,ID,1987,6017
2020,13,2,IL,17119,49556
2020,13,2,IN,7150,24632
2020,13,2,KS,3064,13033
2020,13,2,KY,4152,17260
2020,13,2,LA,5567,22195
2020,13,2,MA,9788,23983
2020,13,2,MD,6799,23506
2020,13,2,ME,1870,3194
2020,13,2,MI,10862,33173
2020,13,2,MN,5463,18250
2020,13,2,MO,6756,29094
2020,13,2,MS,3026,15323
2020,13,2,MT,1347,2655
2020,13,2,NC,11932,50081
2020,13,2,ND,847,2669
2020,13,2,NE,2274,9451
2020,13,2,NH,1792,3760
2020,13,2,NJ,14673,37066
2020,13,2,NM,2303,7165
2020,13,2,NV,3173,9935
2020,13,2,NY,33183,105110
2020,13,2,OH,13157,44880
2020,13,2,OK,4394,23762
2020,13,2,OR,6682,16463
2020,13,2,PA,17086,42356
2020,13,2,RI,1827,4048
2020,13,2,SC,6550,25995
2020,13,2,SD,991,3825
2020,13,2,TN,7842,33288
2020,13,2,TX,34999,170723
2020,13,2,UT,3009,11529
2020,13,2,VA,9601,32881
2020,13,2,VT,842,1103
2020,13,2,WA,9611,26768
2020,13,2,WI,7834,20609
2020,13,2,WV,1781,5560
2020,13,2,WY,686,1804
2020,13,3,AK,859,1647
2020,13,3,AL,5296,33389
2020,13,3,AR,3185,15501
2020,13,3,AZ,7441,29803
2020,13,3,CA,54258,151751
2020,13,3,CO,7183,20419
2020,13,3,CT,5415,12462
2020,13,3,DC,1680,5995
2020,13,3,DE,1289,3048
2020,13,3,FL,27054,109975
2020,13,3,GA,12691,54288
2020,13,3,HI,2426,10698
2020,13,3,IA,3899,13939
2020,13,3,ID,1987,6188
2020,13,3,IL,17119,53299
2020,13,3,IN,7150,23957
2020,13,3,KS,3064,11671
2020,13,3,KY,4152,15585
2020,13,3,LA,5567,19964
2020,13,3,MA,9788,22174
2020,13,3,MD,6799,22123
2020,13,3,ME,1870,3126
2020,13,3,MI,10862,22666
2020,13,3,MN,5463,17748
2020,13,3,MO,6756,26226
2020,13,3,MS,3026,15165
2020,13,3,MT,1347,2618
2020,13,3,NC,11932,51306
2020,13,3,ND,847,2725
2020,13,3,NE,2274,10002
2020,13,3,NH,1792,3720
2020,13,3,NJ,14673,42531
2020,13,3,NM,2303,6188
2020,13,3,NV,3173,10344
2020,13,3,NY,33183,120146
2020,13,3,OH,13157,35348
2020,13,3,OK,4394,25058
2020,13,3,OR,6682,15308
2020,13,3,PA,17086,45449
2020,13,3,RI,1827,4161
2020,13,3,SC,6550,25444
2020,13,3,SD,991,3904
2020,13,3,TN,7842,30703
2020,13,3,TX,34999,170906
2020,13,3,UT,3009,12348
2020,13,3,VA,9601,33517
2020,13,3,VT,842,1092
2020,13,3,WA,9611,25051
2020,13,3,WI,7834,19266
2020,13,3,WV,1781,5393
2020,13,3,WY,686,1830
2020,13,4,AK,859,1743
2020,13,4,AL,5296,37905
2020,13,4,AR,3185,17485
2020,13,4,AZ,7441,32008
2020,13,4,CA,54258,163089
2020,13,4,CO,7183,22838
2020,13,4,CT,5415,13938
2020,13,4,DC,1680,6576
2020,13,4,DE,1289,3334
2020,13,4,FL,27054,132249
2020,13,4,GA,12691,63124
2020,13,4,HI,2426,9891
2020,13,4,IA,3899,15390
2020,13,4,ID,1987,6275
2020,13,4,IL,17119,64594
2020,13,4,IN,7150,24510
2020,13,4,KS,3064,12857
2020,13,4,KY,4152,19473
2020,13,4,LA,5567,23630
2020,13,4,MA,9788,24732
2020,13,4,MD,6799,24150
2020,13,4,ME,1870,3707
2020,13,4,MI,10862,29194
2020,13,4,MN,5463,21011
2020,13,4,MO,6756,32092
2020,13,4,MS,3026,16975
2020,13,4,MT,1347,2877
2020,13,4,NC,11932,61613
2020,13,4,ND,847,2940
2020,13,4,NE,2274,11257
2020,13,4,NH,1792,4566
2020,13,4,NJ,14673,44722
2020,13,4,NM,2303,6948
2020,13,4,NV,3173,11082
2020,13,4,NY,33183,128181
2020,13,4,OH,13157,47520
2020,13,4,OK,4394,27440
2020,13,4,OR,6682,17195
2020,13,4,PA,17086,51674
2020,13,4,RI,1827,4609
2020,13,4,SC,6550,31817
2020,13,4,SD,991,3664
2020,13,4,TN,7842,37820
2020,13,4,TX,34999,171789
2020,13,4,UT,3009,12893
2020,13,4,VA,9601,33161
2020,13,4,VT,842,1370
2020,13,4,WA,9611,26581
2020,13,4,WI,7834,20657
2020,13,4,WV,1781,5454
2020,13,4,WY,686,2080
2020,13,5,AK,859,1560
2020,13,5,AL,5296,36511
2020,13,5,AR,3185,16278
2020,13,5,AZ,7441,27369
2020,13,5,CA,54258,140457
2020,13,5,CO,7183,15279
2020,13,5,CT,5415,12843
2020,13,5,DC,1680,5465
2020,13,5,DE,1289,3287
2020,13,5,FL,27054,106511
2020,13,5,GA,12691,55868
2020,13,5,HI,2426,8107
2020,13,5,IA,3899,14184
2020,13,5,ID,1987,4413
2020,13,5,IL,17119,52657
2020,13,5,IN,7150,21209
2020,13,5,KS,3064,11278
2020,13,5,KY,4152,17368
2020,13,5,LA,5567,21569
2020,13,5,MA,9788,22381
2020,13,5,MD,6799,23046
2020,13,5,ME,1870,3251
2020,13,5,MI,10862,23456
2020,13,5,MN,5463,18375
2020,13,5,MO,6756,27959
2020,13,5,MS,3026,16570
2020,13,5,MT,1347,2621
2020,13,5,NC,11932,49280
2020,13,5,ND,847,2634
2020,13,5,NE,2274,9675
2020,13,5,NH,1792,3958
2020,13,5,NJ,14673,42756
2020,13,5,NM,2303,5769
2020,13,5,NV,3173,9595
2020,13,5,NY,33183,117359
2020,13,5,OH,13157,41095
2020,13,5,OK,4394,21786
2020,13,5,OR,6682,14764
2020,13,5,PA,17086,47563
2020,13,5,RI,1827,4367
2020,13,5,SC,6550,28526
2020,13,5,SD,991,3156
2020,13,5,TN,7842,35027
2020,13,5,TX,34999,152158
2020,13,5,UT,3009,11432
2020,13,5,VA,9601,31075
2020,13,5,VT,842,961
2020,13,5,WA,9611,21120
2020,13,5,WI,7834,18027
2020,13,5,WV,1781,5315
2020,13,5,WY,686,1736
2020,13,6,AK,859,1676
2020,13,6,AL,5296,42536
2020,13,6,AR,3185,18455
2020,13,6,AZ,7441,29645
2020,13,6,CA,54258,149238
2020,13,6,CO,7183,16774
2020,13,6,CT,5415,14733
2020,13,6,DC,1680,5886
2020,13,6,DE,1289,3655
2020,13,6,FL,27054,108504
2020,13,6,GA,12691,65044
2020,13,6,HI,2426,8648
2020,13,6,IA,3899,16173
2020,13,6,ID,1987,4936
2020,13,6,IL,17119,59159
2020,13,6,IN,7150,24670
2020,13,6,KS,3064,12795
2020,13,6,KY,4152,19708
2020,13,6,LA,5567,25542
2020,13,6,MA,9788,25050
2020,13,6,MD,6799,26048
2020,13,6,ME,1870,3644
2020,13,6,MI,10862,27099
2020,13,6,MN,5463,19485
2020,13,6,MO,6756,31481
2020,13,6,MS,3026,19837
2020,13,6,MT,1347,2764
2020,13,6,NC,11932,56329
2020,13,6,ND,847,3018
2020,13,6,NE,2274,11157
2020,13,6,NH,1792,4764
2020,13,6,NJ,14673,47862
2020,13,6,NM,2303,6040
2020,13,6,NV,3173,10600
2020,13,6,NY,33183,123024
2020,13,6,OH,13157,44793
2020,13,6,OK,4394,24242
2020,13,6,OR,6682,15227
2020,13,6,PA,17086,54115
2020,13,6,RI,1827,5130
2020,13,6,SC,6550,33573
2020,13,6,SD,991,3627
2020,13,6,TN,7842,40319
2020,13,6,TX,34999,171545
2020,13,6,UT,3009,13058
2020,13,6,VA,9601,34865
2020,13,6,VT,842,1050
2020,13,6,WA,9611,22818
2020,13,6,WI,7834,22868
2020,13,6,WV,1781,5795
2020,13,6,WY,686,1680
2020,13,7,AK,859,1132
2020,13,7,AL,5296,33775
2020,13,7,AR,3185,13173
2020,13,7,AZ,7441,27210
2020,13,7,CA,54258,131840
2020,13,7,CO,7183,14969
2020,13,7,CT,5415,11590
2020,13,7,DC,1680,3531
2020,13,7,DE,1289,2899
2020,13,7,FL,27054,92183
2020,13,7,GA,12691,54998
2020,13,7,HI,2426,6954
2020,13,7,IA,3899,13005
2020,13,7,ID,1987,4069
2020,13,7,IL,17119,50734
2020,13,7,IN,7150,20943
2020,13,7,KS,3064,10402
2020,13,7,KY,4152,16442
2020,13,7,LA,5567,20018
2020,13,7,MA,9788,20379
2020,13,7,MD,6799,19802
2020,13,7,ME,1870,3122
2020,13,7,MI,10862,20755
2020,13,7,MN,5463,11585
2020,13,7,MO,6756,26880
2020,13,7,MS,3026,15539
2020,13,7,MT,1347,1633
2020,13,7,NC,11932,47801
2020,13,7,ND,847,2212
2020,13,7,NE,2274,8703
