MMWRyear,MMWRweek,MMWRday,region,establishments,visits
2020,20,2,OR,6893,16780
2020,20,2,PA,17518,43898
2020,20,2,RI,1875,3782
2020,20,2,SC,6672,41859
2020,20,2,SD,1033,4080
2020,20,2,TN,7915,54960
2020,20,2,TX,35436,221850
2020,20,2,UT,3076,13263
2020,20,2,VA,9644,30311
2020,20,2,VT,875,1060
2020,20,2,WA,9785,24775
2020,20,2,WI,8280,20373
2020,20,2,WV,1835,6556
2020,20,2,WY,733,2221
2020,20,3,AK,917,2281
2020,20,3,AL,5340,61954
2020,20,3,AR,3230,23165
2020,20,3,AZ,7516,35641
2020,20,3,CA,54798,153624
2020,20,3,CO,7361,22318
2020,20,3,CT,5518,13313
2020,20,3,DC,1666,4697
2020,20,3,DE,1327,3596
2020,20,3,FL,27426,149872
2020,20,3,GA,12835,86910
2020,20,3,HI,2391,9126
2020,20,3,IA,3952,17312
2020,20,3,ID,2077,6386
2020,20,3,IL,17224,60475
2020,20,3,IN,7263,36206
2020,20,3,KS,3080,16522
2020,20,3,KY,4163,20012
2020,20,3,LA,5640,31739
2020,20,3,MA,9951,21664
2020,20,3,MD,6859,22846
2020,20,3,ME,1977,3828
2020,20,3,MI,11100,32674
2020,20,3,MN,5548,19194
2020,20,3,MO,6837,42049
2020,20,3,MS,3078,27250
2020,20,3,MT,1435,4290
2020,20,3,NC,12023,60115
2020,20,3,ND,881,4624
2020,20,3,NE,2282,12070
2020,20,3,NH,1825,4265
2020,20,3,NJ,15031,45575
2020,20,3,NM,2329,6532
2020,20,3,NV,3230,13080
2020,20,3,NY,33742,119044
2020,20,3,OH,13414,52658
2020,20,3,OK,4464,38117
2020,20,3,OR,6893,17201
2020,20,3,PA,17518,49350
2020,20,3,RI,1875,4257
2020,20,3,SC,6672,45571
2020,20,3,SD,1033,4538
2020,20,3,TN,7915,58444
2020,20,3,TX,35436,235321
2020,20,3,UT,3076,14383
2020,20,3,VA,9644,33032
2020,20,3,VT,875,1297
2020,20,3,WA,9785,26366
2020,20,3,WI,8280,23462
2020,20,3,WV,1835,7626
2020,20,3,WY,733,2457
2020,20,4,AK,917,2318
2020,20,4,AL,5340,64457
2020,20,4,AR,3230,25212
2020,20,4,AZ,7516,36130
2020,20,4,CA,54798,154663
2020,20,4,CO,7361,22681
2020,20,4,CT,5518,13684
2020,20,4,DC,1666,4819
2020,20,4,DE,1327,3705
2020,20,4,FL,27426,155138
2020,20,4,GA,12835,90087
2020,20,4,HI,2391,9208
2020,20,4,IA,3952,17378
2020,20,4,ID,2077,6419
2020,20,4,IL,17224,61742
2020,20,4,IN,7263,37423
2020,20,4,KS,3080,17180
2020,20,4,KY,4163,19581
2020,20,4,LA,5640,32809
2020,20,4,MA,9951,22663
2020,20,4,MD,6859,23838
2020,20,4,ME,1977,4025
2020,20,4,MI,11100,35046
2020,20,4,MN,5548,18373
2020,20,4,MO,6837,43882
2020,20,4,MS,3078,27981
2020,20,4,MT,1435,4523
2020,20,4,NC,12023,61404
2020,20,4,ND,881,4665
2020,20,4,NE,2282,11840
2020,20,4,NH,1825,4452
2020,20,4,NJ,15031,46942
2020,20,4,NM,2329,6750
2020,20,4,NV,3230,13416
2020,20,4,NY,33742,120554
2020,20,4,OH,13414,54786
2020,20,4,OK,4464,40232
2020,20,4,OR,6893,17717
2020,20,4,PA,17518,52549
2020,20,4,RI,1875,4342
2020,20,4,SC,6672,47788
2020,20,4,SD,1033,4904
2020,20,4,TN,7915,60789
2020,20,4,TX,35436,247373
2020,20,4,UT,3076,14416
2020,20,4,VA,9644,33833
2020,20,4,VT,875,1297
2020,20,4,WA,9785,26846
2020,20,4,WI,8280,24086
2020,20,4,WV,1835,8059
2020,20,4,WY,733,2697
2020,20,5,AK,917,2429
2020,20,5,AL,5340,69554
2020,20,5,AR,3230,26655
2020,20,5,AZ,7516,38303
2020,20,5,CA,54798,158341
2020,20,5,CO,7361,23349
2020,20,5,CT,5518,14314
2020,20,5,DC,1666,4832
2020,20,5,DE,1327,3869
2020,20,5,FL,27426,160884
2020,20,5,GA,12835,95126
2020,20,5,HI,2391,9074
2020,20,5,IA,3952,18404
2020,20,5,ID,2077,6670
2020,20,5,IL,17224,59917
2020,20,5,IN,7263,39403
2020,20,5,KS,3080,18961
2020,20,5,KY,4163,22386
2020,20,5,LA,5640,31831
2020,20,5,MA,9951,23994
2020,20,5,MD,6859,24859
2020,20,5,ME,1977,4426
2020,20,5,MI,11100,31620
2020,20,5,MN,5548,20355
2020,20,5,MO,6837,48535
2020,20,5,MS,3078,30249
2020,20,5,MT,1435,4738
2020,20,5,NC,12023,64945
2020,20,5,ND,881,5006
2020,20,5,NE,2282,12863
2020,20,5,NH,1825,5028
2020,20,5,NJ,15031,48912
2020,20,5,NM,2329,6741
2020,20,5,NV,3230,13344
2020,20,5,NY,33742,123026
2020,20,5,OH,13414,53968
2020,20,5,OK,4464,43213
2020,20,5,OR,6893,17991
2020,20,5,PA,17518,53317
2020,20,5,RI,1875,4855
2020,20,5,SC,6672,52114
2020,20,5,SD,1033,5139
2020,20,5,TN,7915,66108
2020,20,5,TX,35436,260608
2020,20,5,UT,3076,15538
2020,20,5,VA,9644,35168
2020,20,5,VT,875,1412
2020,20,5,WA,9785,26947
2020,20,5,WI,8280,26670
2020,20,5,WV,1835,8343
2020,20,5,WY,733,2710
2020,20,6,AK,917,2886
2020,20,6,AL,5340,84753
2020,20,6,AR,3230,30861
2020,20,6,AZ,7516,48228
2020,20,6,CA,54798,186099
2020,20,6,CO,7361,26744
2020,20,6,CT,5518,16757
2020,20,6,DC,1666,5241
2020,20,6,DE,1327,4783
2020,20,6,FL,27426,189349
2020,20,6,GA,12835,118375
2020,20,6,HI,2391,10642
2020,20,6,IA,3952,26038
2020,20,6,ID,2077,8125
2020,20,6,IL,17224,74759
2020,20,6,IN,7263,49324
2020,20,6,KS,3080,23377
2020,20,6,KY,4163,25726
2020,20,6,LA,5640,46549
2020,20,6,MA,9951,26524
2020,20,6,MD,6859,30873
2020,20,6,ME,1977,4528
2020,20,6,MI,11100,39014
2020,20,6,MN,5548,22874
2020,20,6,MO,6837,61626
2020,20,6,MS,3078,37961
2020,20,6,MT,1435,5526
2020,20,6,NC,12023,76595
2020,20,6,ND,881,5867
2020,20,6,NE,2282,15638
2020,20,6,NH,1825,5439
2020,20,6,NJ,15031,58975
2020,20,6,NM,2329,7870
2020,20,6,NV,3230,16071
2020,20,6,NY,33742,137393
2020,20,6,OH,13414,72266
2020,20,6,OK,4464,51384
2020,20,6,OR,6893,23389
2020,20,6,PA,17518,62348
2020,20,6,RI,1875,5511
2020,20,6,SC,6672,66357
2020,20,6,SD,1033,6503
2020,20,6,TN,7915,81097
2020,20,6,TX,35436,311747
2020,20,6,UT,3076,19139
2020,20,6,VA,9644,45733
2020,20,6,VT,875,1488
2020,20,6,WA,9785,32505
2020,20,6,WI,8280,36439
2020,20,6,WV,1835,9469
2020,20,6,WY,733,3361
2020,20,7,AK,917,2513
2020,20,7,AL,5340,77466
2020,20,7,AR,3230,27347
2020,20,7,AZ,7516,47103
2020,20,7,CA,54798,178763
2020,20,7,CO,7361,25316
2020,20,7,CT,5518,15699
2020,20,7,DC,1666,3948
2020,20,7,DE,1327,4612
2020,20,7,FL,27426,199315
2020,20,7,GA,12835,109730
2020,20,7,HI,2391,9743
2020,20,7,IA,3952,25444
2020,20,7,ID,2077,10435
2020,20,7,IL,17224,69659
2020,20,7,IN,7263,48787
2020,20,7,KS,3080,21685
2020,20,7,KY,4163,21813
2020,20,7,LA,5640,42537
2020,20,7,MA,9951,24238
2020,20,7,MD,6859,29170
2020,20,7,ME,1977,4491
2020,20,7,MI,11100,36244
2020,20,7,MN,5548,19446
2020,20,7,MO,6837,59557
2020,20,7,MS,3078,34080
2020,20,7,MT,1435,4962
2020,20,7,NC,12023,70814
2020,20,7,ND,881,5061
2020,20,7,NE,2282,14382
2020,20,7,NH,1825,5526
2020,20,7,NJ,15031,58089
2020,20,7,NM,2329,7378
2020,20,7,NV,3230,15211
2020,20,7,NY,33742,126137
2020,20,7,OH,13414,72884
2020,20,7,OK,4464,51829
2020,20,7,OR,6893,19924
2020,20,7,PA,17518,56051
2020,20,7,RI,1875,5708
2020,20,7,SC,6672,67550
2020,20,7,SD,1033,6482
2020,20,7,TN,7915,76784
2020,20,7,TX,35436,291044
2020,20,7,UT,3076,18237
2020,20,7,VA,9644,42378
2020,20,7,VT,875,1374
2020,20,7,WA,9785,25689
2020,20,7,WI,8280,34500
2020,20,7,WV,1835,8699
2020,20,7,WY,733,3108
2020,21,1,AK,917,1834
2020,21,1,AL,5340,56085
2020,21,1,AR,3230,19261
2020,21,1,AZ,7516,36420
2020,21,1,CA,54798,143833
2020,21,1,CO,7361,20574
2020,21,1,CT,5518,12115
2020,21,1,DC,1666,3040
2020,21,1,DE,1327,3095
2020,21,1,FL,27426,155068
2020,21,1,GA,12835,80745
2020,21,1,HI,2391,7709
2020,21,1,IA,3952,17099
2020,21,1,ID,2077,6463
2020,21,1,IL,17224,45859
2020,21,1,IN,7263,33287
2020,21,1,KS,3080,15671
2020,21,1,KY,4163,16922
2020,21,1,LA,5640,31259
2020,21,1,MA,9951,19280
2020,21,1,MD,6859,20841
2020,21,1,ME,1977,3568
2020,21,1,MI,11100,23967
2020,21,1,MN,5548,13831
2020,21,1,MO,6837,40813
2020,21,1,MS,3078,22216
2020,21,1,MT,1435,3615
2020,21,1,NC,12023,55045
2020,21,1,ND,881,3815
2020,21,1,NE,2282,10277
2020,21,1,NH,1825,4360
2020,21,1,NJ,15031,43996
2020,21,1,NM,2329,5726
2020,21,1,NV,3230,11871
2020,21,1,NY,33742,102131
2020,21,1,OH,13414,52196
2020,21,1,OK,4464,38679
2020,21,1,OR,6893,15815
2020,21,1,PA,17518,43057
2020,21,1,RI,1875,4388
2020,21,1,SC,6672,50843
2020,21,1,SD,1033,4398
2020,21,1,TN,7915,56800
2020,21,1,TX,35436,240503
2020,21,1,UT,3076,9019
2020,21,1,VA,9644,32768
2020,21,1,VT,875,1195
2020,21,1,WA,9785,21009
2020,21,1,WI,8280,21107
2020,21,1,WV,1835,6527
2020,21,1,WY,733,2401
2020,21,2,AK,936,2478
2020,21,2,AL,5362,63890
2020,21,2,AR,3240,25610
2020,21,2,AZ,7576,38654
2020,21,2,CA,55333,153950
2020,21,2,CO,7431,23462
2020,21,2,CT,5587,13400
2020,21,2,DC,1670,4743
2020,21,2,DE,1337,3553
2020,21,2,FL,27612,152736
2020,21,2,GA,12898,85386
2020,21,2,HI,2420,9616
2020,21,2,IA,3991,20224
2020,21,2,ID,2090,8360
2020,21,2,IL,17345,59749
2020,21,2,IN,7308,37713
2020,21,2,KS,3098,18896
2020,21,2,KY,4188,19326
2020,21,2,LA,5697,39646
2020,21,2,MA,10053,22223
2020,21,2,MD,6913,23397
2020,21,2,ME,2015,4099
2020,21,2,MI,11265,29847
2020,21,2,MN,5603,19750
2020,21,2,MO,6870,46922
2020,21,2,MS,3105,28086
2020,21,2,MT,1452,4165
2020,21,2,NC,12114,58407
2020,21,2,ND,879,4632
2020,21,2,NE,2309,12203
2020,21,2,NH,1887,4714
2020,21,2,NJ,15124,47268
2020,21,2,NM,2340,6817
2020,21,2,NV,3262,13805
2020,21,2,NY,33947,123380
2020,21,2,OH,13528,53756
2020,21,2,OK,4481,41806
2020,21,2,OR,6959,19478
2020,21,2,PA,17582,51572
2020,21,2,RI,1906,4284
2020,21,2,SC,6694,50007
2020,21,2,SD,1036,4964
2020,21,2,TN,7981,59751
2020,21,2,TX,35559,248986
2020,21,2,UT,3084,14768
2020,21,2,VA,9689,33488
2020,21,2,VT,912,1343
2020,21,2,WA,9841,26968
2020,21,2,WI,8442,25086
2020,21,2,WV,1849,8033
2020,21,2,WY,741,2838
2020,21,3,AK,936,2518
2020,21,3,AL,5362,69816
2020,21,3,AR,3240,27355
2020,21,3,AZ,7576,41917
2020,21,3,CA,55333,167057
2020,21,3,CO,7431,23937
2020,21,3,CT,5587,14583
2020,21,3,DC,1670,4924
2020,21,3,DE,1337,3911
2020,21,3,FL,27612,169575
2020,21,3,GA,12898,96395
2020,21,3,HI,2420,9844
2020,21,3,IA,3991,21843
2020,21,3,ID,2090,9143
2020,21,3,IL,17345,61672
2020,21,3,IN,7308,40389
2020,21,3,KS,3098,20903
2020,21,3,KY,4188,20614
2020,21,3,LA,5697,43059
2020,21,3,MA,10053,23724
2020,21,3,MD,6913,25501
2020,21,3,ME,2015,4410
2020,21,3,MI,11265,34268
2020,21,3,MN,5603,21276
2020,21,3,MO,6870,51083
2020,21,3,MS,3105,30461
2020,21,3,MT,1452,4811
2020,21,3,NC,12114,58538
2020,21,3,ND,879,5056
2020,21,3,NE,2309,13303
2020,21,3,NH,1887,5127
2020,21,3,NJ,15124,48861
2020,21,3,NM,2340,7005
2020,21,3,NV,3262,14794
2020,21,3,NY,33947,130215
2020,21,3,OH,13528,57840
2020,21,3,OK,4481,44402
2020,21,3,OR,6959,20771
2020,21,3,PA,17582,54513
2020,21,3,RI,1906,4733
2020,21,3,SC,6694,52929
2020,21,3,SD,1036,5534
2020,21,3,TN,7981,64824
2020,21,3,TX,35559,268169
2020,21,3,UT,3084,16008
2020,21,3,VA,9689,35821
2020,21,3,VT,912,1402
2020,21,3,WA,9841,28071
2020,21,3,WI,8442,27690
2020,21,3,WV,1849,8056
2020,21,3,WY,741,3107
2020,21,4,AK,936,2667
2020,21,4,AL,5362,74079
2020,21,4,AR,3240,28543
2020,21,4,AZ,7576,43673
2020,21,4,CA,55333,167798
2020,21,4,CO,7431,24667
2020,21,4,CT,5587,16371
2020,21,4,DC,1670,5023
2020,21,4,DE,1337,3939
2020,21,4,FL,27612,175892
2020,21,4,GA,12898,97823
2020,21,4,HI,2420,10267
2020,21,4,IA,3991,23135
2020,21,4,ID,2090,9185
2020,21,4,IL,17345,67081
2020,21,4,IN,7308,42444
2020,21,4,KS,3098,21805
2020,21,4,KY,4188,23122
2020,21,4,LA,5697,44111
2020,21,4,MA,10053,24374
2020,21,4,MD,6913,25384
2020,21,4,ME,2015,4663
2020,21,4,MI,11265,38569
2020,21,4,MN,5603,21839
2020,21,4,MO,6870,54298
2020,21,4,MS,3105,30790
2020,21,4,MT,1452,4985
2020,21,4,NC,12114,59270
2020,21,4,ND,879,5346
2020,21,4,NE,2309,13770
2020,21,4,NH,1887,5672
2020,21,4,NJ,15124,50017
2020,21,4,NM,2340,7305
2020,21,4,NV,3262,15535
2020,21,4,NY,33947,130794
2020,21,4,OH,13528,63286
2020,21,4,OK,4481,46340
2020,21,4,OR,6959,20965
2020,21,4,PA,17582,55428
2020,21,4,RI,1906,5124
2020,21,4,SC,6694,53027
2020,21,4,SD,1036,5851
2020,21,4,TN,7981,67270
2020,21,4,TX,35559,277179
2020,21,4,UT,3084,16047
2020,21,4,VA,9689,35842
2020,21,4,VT,912,1576
2020,21,4,WA,9841,28121
2020,21,4,WI,8442,32669
2020,21,4,WV,1849,8437
2020,21,4,WY,741,3140
2020,21,5,AK,936,2662
2020,21,5,AL,5362,79634
2020,21,5,AR,3240,29755
2020,21,5,AZ,7576,45587
2020,21,5,CA,55333,173670
2020,21,5,CO,7431,25806
2020,21,5,CT,5587,16308
2020,21,5,DC,1670,4760
2020,21,5,DE,1337,4331
2020,21,5,FL,27612,185150
2020,21,5,GA,12898,105627
2020,21,5,HI,2420,10070
2020,21,5,IA,3991,24393
2020,21,5,ID,2090,9821
2020,21,5,IL,17345,67300
2020,21,5,IN,7308,45551
2020,21,5,KS,3098,22922
2020,21,5,KY,4188,23372
2020,21,5,LA,5697,47438
2020,21,5,MA,10053,24992
2020,21,5,MD,6913,26637
2020,21,5,ME,2015,5075
2020,21,5,MI,11265,39406
2020,21,5,MN,5603,21993
2020,21,5,MO,6870,58124
2020,21,5,MS,3105,35813
2020,21,5,MT,1452,5198
2020,21,5,NC,12114,63743
2020,21,5,ND,879,5433
2020,21,5,NE,2309,14569
2020,21,5,NH,1887,6187
2020,21,5,NJ,15124,53415
2020,21,5,NM,2340,7558
2020,21,5,NV,3262,15664
2020,21,5,NY,33947,134331
2020,21,5,OH,13528,76650
2020,21,5,OK,4481,48211
2020,21,5,OR,6959,21638
2020,21,5,PA,17582,57812
2020,21,5,RI,1906,5206
2020,21,5,SC,6694,60691
2020,21,5,SD,1036,6231
2020,21,5,TN,7981,72602
2020,21,5,TX,35559,294008
2020,21,5,UT,3084,17301
2020,21,5,VA,9689,37518
2020,21,5,VT,912,1577
2020,21,5,WA,9841,28346
2020,21,5,WI,8442,35007
2020,21,5,WV,1849,10248
2020,21,5,WY,741,3221
2020,21,6,AK,936,3105
2020,21,6,AL,5362,94658
2020,21,6,AR,3240,35423
2020,21,6,AZ,7576,54993
2020,21,6,CA,55333,204584
2020,21,6,CO,7431,30104
2020,21,6,CT,5587,20229
2020,21,6,DC,1670,4804
2020,21,6,DE,1337,4889
2020,21,6,FL,27612,236900
2020,21,6,GA,12898,130735
2020,21,6,HI,2420,11809
2020,21,6,IA,3991,30177
2020,21,6,ID,2090,11972
2020,21,6,IL,17345,79199
2020,21,6,IN,7308,56929
2020,21,6,KS,3098,27655
2020,21,6,KY,4188,35394
2020,21,6,LA,5697,56318
2020,21,6,MA,10053,29992
2020,21,6,MD,6913,30272
2020,21,6,ME,2015,5889
2020,21,6,MI,11265,45020
2020,21,6,MN,5603,24822
2020,21,6,MO,6870,71134
2020,21,6,MS,3105,44280
2020,21,6,MT,1452,6067
2020,21,6,NC,12114,90753
2020,21,6,ND,879,6094
2020,21,6,NE,2309,17239
2020,21,6,NH,1887,7917
2020,21,6,NJ,15124,62002
2020,21,6,NM,2340,8788
2020,21,6,NV,3262,17947
2020,21,6,NY,33947,148788
2020,21,6,OH,13528,94541
2020,21,6,OK,4481,59203
2020,21,6,OR,6959,26028
2020,21,6,PA,17582,63301
2020,21,6,RI,1906,6798
2020,21,6,SC,6694,78025
2020,21,6,SD,1036,7422
2020,21,6,TN,7981,90546
2020,21,6,TX,35559,362761
2020,21,6,UT,3084,20477
2020,21,6,VA,9689,47339
2020,21,6,VT,912,1962
2020,21,6,WA,9841,33482
2020,21,6,WI,8442,44909
2020,21,6,WV,1849,12540
2020,21,6,WY,741,3806
2020,21,7,AK,936,2697
2020,21,7,AL,5362,81355
2020,21,7,AR,3240,29727
2020,21,7,AZ,7576,51604
2020,21,7,CA,55333,191860
2020,21,7,CO,7431,26490
2020,21,7,CT,5587,15316
2020,21,7,DC,1670,4133
2020,21,7,DE,1337,5197
2020,21,7,FL,27612,238865
2020,21,7,GA,12898,115707
2020,21,7,HI,2420,10453
2020,21,7,IA,3991,28220
2020,21,7,ID,2090,11494
2020,21,7,IL,17345,68535
2020,21,7,IN,7308,51420
2020,21,7,KS,3098,23820
2020,21,7,KY,4188,30339
2020,21,7,LA,5697,47103
2020,21,7,MA,10053,23871
2020,21,7,MD,6913,31293
2020,21,7,ME,2015,4975
2020,21,7,MI,11265,40096
2020,21,7,MN,5603,20279
2020,21,7,MO,6870,66163
2020,21,7,MS,3105,38089
2020,21,7,MT,1452,5203
2020,21,7,NC,12114,92696
2020,21,7,ND,879,5208
2020,21,7,NE,2309,14879
2020,21,7,NH,1887,6898
2020,21,7,NJ,15124,54996
2020,21,7,NM,2340,7326
2020,21,7,NV,3262,16686
2020,21,7,NY,33947,118957
2020,21,7,OH,13528,87552
2020,21,7,OK,4481,51488
2020,21,7,OR,6959,23145
2020,21,7,PA,17582,55954
2020,21,7,RI,1906,5064
2020,21,7,SC,6694,78231
2020,21,7,SD,1036,7257
2020,21,7,TN,7981,83415
2020,21,7,TX,35559,329065
2020,21,7,UT,3084,19394
2020,21,7,VA,9689,44596
2020,21,7,VT,912,1824
2020,21,7,WA,9841,29153
2020,21,7,WI,8442,41580
2020,21,7,WV,1849,11415
2020,21,7,WY,741,3364
2020,22,1,AK,936,2075
2020,22,1,AL,5362,62553
2020,22,1,AR,3240,21933
2020,22,1,AZ,7576,42311
2020,22,1,CA,55333,166552
2020,22,1,CO,7431,20191
2020,22,1,CT,5587,14939
2020,22,1,DC,1670,3290
2020,22,1,DE,1337,3868
2020,22,1,FL,27612,193221
2020,22,1,GA,12898,87099
2020,22,1,HI,2420,8661
2020,22,1,IA,3991,21636
2020,22,1,ID,2090,8214
2020,22,1,IL,17345,57296
2020,22,1,IN,7308,39679
2020,22,1,KS,3098,17730
2020,22,1,KY,4188,24998
2020,22,1,LA,5697,36665
2020,22,1,MA,10053,21417
2020,22,1,MD,6913,24004
2020,22,1,ME,2015,4297
2020,22,1,MI,11265,33951
2020,22,1,MN,5603,17049
2020,22,1,MO,6870,50352
2020,22,1,MS,3105,28090
2020,22,1,MT,1452,4281
2020,22,1,NC,12114,74249
2020,22,1,ND,879,4300
2020,22,1,NE,2309,11492
2020,22,1,NH,1887,6124
2020,22,1,NJ,15124,53140
2020,22,1,NM,2340,5919
2020,22,1,NV,3262,13831
2020,22,1,NY,33947,117156
2020,22,1,OH,13528,68225
2020,22,1,OK,4481,41304
2020,22,1,OR,6959,19699
2020,22,1,PA,17582,45422
2020,22,1,RI,1906,5636
2020,22,1,SC,6694,63284
2020,22,1,SD,1036,5860
2020,22,1,TN,7981,65921
2020,22,1,TX,35559,259321
2020,22,1,UT,3084,10520
2020,22,1,VA,9689,33964
2020,22,1,VT,912,1586
2020,22,1,WA,9841,24112
2020,22,1,WI,8442,39465
2020,22,1,WV,1849,8911
2020,22,1,WY,741,2655
2020,22,2,AK,941,1858
2020,22,2,AL,5347,51094
2020,22,2,AR,3237,19075
2020,22,2,AZ,7600,37131
2020,22,2,CA,55645,151562
2020,22,2,CO,7503,20742
2020,22,2,CT,5603,11894
2020,22,2,DC,1708,3513
2020,22,2,DE,1356,3498
2020,22,2,FL,27701,154260
2020,22,2,GA,12901,74273
2020,22,2,HI,2463,8641
2020,22,2,IA,4000,18111
2020,22,2,ID,2115,8209
2020,22,2,IL,17449,49332
2020,22,2,IN,7355,34226
2020,22,2,KS,3118,15710
2020,22,2,KY,4210,23054
2020,22,2,LA,5702,29534
2020,22,2,MA,10131,19969
2020,22,2,MD,6951,22258
2020,22,2,ME,2047,3402
2020,22,2,MI,11294,28161
2020,22,2,MN,5599,16212
2020,22,2,MO,6883,41200
2020,22,2,MS,3111,22457
2020,22,2,MT,1455,3701
2020,22,2,NC,12159,69588
2020,22,2,ND,876,4082
2020,22,2,NE,2307,9042
2020,22,2,NH,1869,4656
2020,22,2,NJ,15154,45471
2020,22,2,NM,2346,5371
2020,22,2,NV,3300,12614
2020,22,2,NY,34035,109462
2020,22,2,OH,13512,52867
2020,22,2,OK,4474,32997
2020,22,2,OR,7031,17992
2020,22,2,PA,17650,39991
2020,22,2,RI,1908,4482
2020,22,2,SC,6702,52597
2020,22,2,SD,1041,4940
2020,22,2,TN,7989,52564
2020,22,2,TX,35661,225342
2020,22,2,UT,3102,15067
2020,22,2,VA,9778,30913
2020,22,2,VT,918,1254
2020,22,2,WA,9931,20928
2020,22,2,WI,8498,30551
2020,22,2,WV,1858,7454
2020,22,2,WY,756,2686
2020,22,3,AK,941,2736
2020,22,3,AL,5347,68260
2020,22,3,AR,3237,27611
2020,22,3,AZ,7600,42218
2020,22,3,CA,55645,178259
2020,22,3,CO,7503,26782
2020,22,3,CT,5603,15830
2020,22,3,DC,1708,5095
2020,22,3,DE,1356,4225
2020,22,3,FL,27701,182348
2020,22,3,GA,12901,93499
2020,22,3,HI,2463,10487
2020,22,3,IA,4000,22864
2020,22,3,ID,2115,9431
2020,22,3,IL,17449,66617
2020,22,3,IN,7355,43522
2020,22,3,KS,3118,21109
2020,22,3,KY,4210,28856
2020,22,3,LA,5702,42460
2020,22,3,MA,10131,26076
2020,22,3,MD,6951,26384
2020,22,3,ME,2047,4503
2020,22,3,MI,11294,38874
2020,22,3,MN,5599,20952
2020,22,3,MO,6883,52873
2020,22,3,MS,3111,30750
2020,22,3,MT,1455,5118
2020,22,3,NC,12159,81545
2020,22,3,ND,876,5219
2020,22,3,NE,2307,13249
2020,22,3,NH,1869,5666
2020,22,3,NJ,15154,52968
2020,22,3,NM,2346,7304
2020,22,3,NV,3300,15143
2020,22,3,NY,34035,135216
2020,22,3,OH,13512,76645
2020,22,3,OK,4474,44574
2020,22,3,OR,7031,23017
2020,22,3,PA,17650,55029
2020,22,3,RI,1908,5179
2020,22,3,SC,6702,58731
2020,22,3,SD,1041,5672
2020,22,3,TN,7989,66179
2020,22,3,TX,35661,279880
2020,22,3,UT,3102,16111
2020,22,3,VA,9778,38278
2020,22,3,VT,918,1637
2020,22,3,WA,9931,29886
2020,22,3,WI,8498,34032
2020,22,3,WV,1858,10660
2020,22,3,WY,756,3184
2020,22,4,AK,941,2848
2020,22,4,AL,5347,73116
2020,22,4,AR,3237,29355
2020,22,4,AZ,7600,43971
2020,22,4,CA,55645,186206
2020,22,4,CO,7503,29105
2020,22,4,CT,5603,17140
2020,22,4,DC,1708,5147
2020,22,4,DE,1356,4338
2020,22,4,FL,27701,197303
2020,22,4,GA,12901,98673
2020,22,4,HI,2463,10818
2020,22,4,IA,4000,24918
2020,22,4,ID,2115,10031
2020,22,4,IL,17449,68521
2020,22,4,IN,7355,46079
2020,22,4,KS,3118,22766
2020,22,4,KY,4210,31132
2020,22,4,LA,5702,47597
2020,22,4,MA,10131,27476
2020,22,4,MD,6951,27563
2020,22,4,ME,2047,4813
2020,22,4,MI,11294,39996
2020,22,4,MN,5599,23071
2020,22,4,MO,6883,55464
2020,22,4,MS,3111,33208
2020,22,4,MT,1455,5386
2020,22,4,NC,12159,80806
2020,22,4,ND,876,5541
2020,22,4,NE,2307,14267
2020,22,4,NH,1869,6204
2020,22,4,NJ,15154,53824
2020,22,4,NM,2346,7934
2020,22,4,NV,3300,15998
2020,22,4,NY,34035,138253
2020,22,4,OH,13512,81153
2020,22,4,OK,4474,48450
2020,22,4,OR,7031,23835
2020,22,4,PA,17650,58338
2020,22,4,RI,1908,5915
2020,22,4,SC,6702,58155
2020,22,4,SD,1041,6240
2020,22,4,TN,7989,69637
2020,22,4,TX,35661,294905
2020,22,4,UT,3102,17428
2020,22,4,VA,9778,39127
2020,22,4,VT,918,1769
2020,22,4,WA,9931,31597
2020,22,4,WI,8498,36629
2020,22,4,WV,1858,11441
2020,22,4,WY,756,3294
2020,22,5,AK,941,3042
2020,22,5,AL,5347,82125
2020,22,5,AR,3237,31457
2020,22,5,AZ,7600,46747
2020,22,5,CA,55645,194735
2020,22,5,CO,7503,31106
2020,22,5,CT,5603,15985
2020,22,5,DC,1708,5032
2020,22,5,DE,1356,4329
2020,22,5,FL,27701,208006
2020,22,5,GA,12901,111328
2020,22,5,HI,2463,10863
2020,22,5,IA,4000,27197
2020,22,5,ID,2115,10832
2020,22,5,IL,17449,71609
2020,22,5,IN,7355,49548
2020,22,5,KS,3118,24142
2020,22,5,KY,4210,34183
2020,22,5,LA,5702,50770
2020,22,5,MA,10131,27554
2020,22,5,MD,6951,27616
2020,22,5,ME,2047,4976
2020,22,5,MI,11294,40288
2020,22,5,MN,5599,23852
2020,22,5,MO,6883,60090
2020,22,5,MS,3111,37792
2020,22,5,MT,1455,5669
2020,22,5,NC,12159,89896
2020,22,5,ND,876,5941
2020,22,5,NE,2307,15114
2020,22,5,NH,1869,6321
2020,22,5,NJ,15154,52295
2020,22,5,NM,2346,8444
2020,22,5,NV,3300,16415
2020,22,5,NY,34035,135430
2020,22,5,OH,13512,86401
2020,22,5,OK,4474,52353
2020,22,5,OR,7031,24857
2020,22,5,PA,17650,58077
2020,22,5,RI,1908,5485
2020,22,5,SC,6702,66761
2020,22,5,SD,1041,6487
2020,22,5,TN,7989,76594
2020,22,5,TX,35661,322221
2020,22,5,UT,3102,18460
