MMWRyear,MMWRweek,MMWRday,region,establishments,visits
2020,5,2,AK,6,34
2020,5,2,AL,53,630
2020,5,2,AR,25,207
2020,5,2,AZ,150,1400
2020,5,2,CA,847,5201
2020,5,2,CO,168,807
2020,5,2,CT,50,295
2020,5,2,DC,41,408
2020,5,2,DE,17,97
2020,5,2,FL,569,5555
2020,5,2,GA,151,1581
2020,5,2,HI,37,525
2020,5,2,IA,66,640
2020,5,2,ID,38,198
2020,5,2,IL,333,2880
2020,5,2,IN,128,1278
2020,5,2,KS,35,307
2020,5,2,KY,77,804
2020,5,2,LA,113,1273
2020,5,2,MA,116,753
2020,5,2,MD,79,637
2020,5,2,ME,38,140
2020,5,2,MI,181,1353
2020,5,2,MN,86,1000
2020,5,2,MO,117,1360
2020,5,2,MS,35,255
2020,5,2,MT,33,198
2020,5,2,NC,243,1835
2020,5,2,ND,12,121
2020,5,2,NE,48,372
2020,5,2,NH,30,218
2020,5,2,NJ,136,1253
2020,5,2,NM,20,78
2020,5,2,NV,71,1873
2020,5,2,NY,535,4880
2020,5,2,OH,254,1946
2020,5,2,OK,61,440
2020,5,2,OR,189,1017
2020,5,2,PA,240,2124
2020,5,2,RI,17,118
2020,5,2,SC,86,575
2020,5,2,SD,13,81
2020,5,2,TN,143,1496
2020,5,2,TX,648,5876
2020,5,2,UT,26,183
2020,5,2,VA,99,974
2020,5,2,VT,23,71
2020,5,2,WA,225,1582
2020,5,2,WI,174,909
2020,5,2,WV,20,177
2020,5,2,WY,19,95
2020,5,3,AK,6,49
2020,5,3,AL,53,672
2020,5,3,AR,25,273
2020,5,3,AZ,150,1349
2020,5,3,CA,847,4970
2020,5,3,CO,168,981
2020,5,3,CT,50,332
2020,5,3,DC,41,392
2020,5,3,DE,17,117
2020,5,3,FL,569,5195
2020,5,3,GA,151,1683
2020,5,3,HI,37,524
2020,5,3,IA,66,512
2020,5,3,ID,38,188
2020,5,3,IL,333,2256
2020,5,3,IN,128,1327
2020,5,3,KS,35,272
2020,5,3,KY,77,493
2020,5,3,LA,113,1128
2020,5,3,MA,116,674
2020,5,3,MD,79,622
2020,5,3,ME,38,145
2020,5,3,MI,181,1510
2020,5,3,MN,86,896
2020,5,3,MO,117,1289
2020,5,3,MS,35,278
2020,5,3,MT,33,171
2020,5,3,NC,243,1779
2020,5,3,ND,12,125
2020,5,3,NE,48,386
2020,5,3,NH,30,168
2020,5,3,NJ,136,1299
2020,5,3,NM,20,83
2020,5,3,NV,71,1706
2020,5,3,NY,535,4729
2020,5,3,OH,254,1973
2020,5,3,OK,61,357
2020,5,3,OR,189,950
2020,5,3,PA,240,2009
2020,5,3,RI,17,106
2020,5,3,SC,86,565
2020,5,3,SD,13,67
2020,5,3,TN,143,1315
2020,5,3,TX,648,5711
2020,5,3,UT,26,149
2020,5,3,VA,99,967
2020,5,3,VT,23,73
2020,5,3,WA,225,1584
2020,5,3,WI,174,913
2020,5,3,WV,20,157
2020,5,3,WY,19,111
2020,5,4,AK,6,44
2020,5,4,AL,53,676
2020,5,4,AR,25,269
2020,5,4,AZ,150,1631
2020,5,4,CA,847,5182
2020,5,4,CO,168,1016
2020,5,4,CT,50,342
2020,5,4,DC,41,451
2020,5,4,DE,17,96
2020,5,4,FL,569,5719
2020,5,4,GA,151,1811
2020,5,4,HI,37,484
2020,5,4,IA,66,561
2020,5,4,ID,38,205
2020,5,4,IL,333,2496
2020,5,4,IN,128,1451
2020,5,4,KS,35,295
2020,5,4,KY,77,587
2020,5,4,LA,113,1272
2020,5,4,MA,116,787
2020,5,4,MD,79,677
2020,5,4,ME,38,123
2020,5,4,MI,181,1673
2020,5,4,MN,86,969
2020,5,4,MO,117,1242
2020,5,4,MS,35,380
2020,5,4,MT,33,185
2020,5,4,NC,243,2003
2020,5,4,ND,12,143
2020,5,4,NE,48,380
2020,5,4,NH,30,232
2020,5,4,NJ,136,1365
2020,5,4,NM,20,75
2020,5,4,NV,71,1721
2020,5,4,NY,535,5133
2020,5,4,OH,254,2170
2020,5,4,OK,61,456
2020,5,4,OR,189,1210
2020,5,4,PA,240,2320
2020,5,4,RI,17,117
2020,5,4,SC,86,600
2020,5,4,SD,13,77
2020,5,4,TN,143,1554
2020,5,4,TX,648,6331
2020,5,4,UT,26,198
2020,5,4,VA,99,890
2020,5,4,VT,23,101
2020,5,4,WA,225,1650
2020,5,4,WI,174,1040
2020,5,4,WV,20,187
2020,5,4,WY,19,105
2020,5,5,AK,6,56
2020,5,5,AL,53,695
2020,5,5,AR,25,271
2020,5,5,AZ,150,2022
2020,5,5,CA,847,6331
2020,5,5,CO,168,1165
2020,5,5,CT,50,406
2020,5,5,DC,41,438
2020,5,5,DE,17,146
2020,5,5,FL,569,6529
2020,5,5,GA,151,1939
2020,5,5,HI,37,575
2020,5,5,IA,66,590
2020,5,5,ID,38,289
2020,5,5,IL,333,2899
2020,5,5,IN,128,1600
2020,5,5,KS,35,309
2020,5,5,KY,77,698
2020,5,5,LA,113,1611
2020,5,5,MA,116,842
2020,5,5,MD,79,762
2020,5,5,ME,38,171
2020,5,5,MI,181,1970
2020,5,5,MN,86,1085
2020,5,5,MO,117,1580
2020,5,5,MS,35,347
2020,5,5,MT,33,201
2020,5,5,NC,243,2131
2020,5,5,ND,12,187
2020,5,5,NE,48,492
2020,5,5,NH,30,212
2020,5,5,NJ,136,1463
2020,5,5,NM,20,98
2020,5,5,NV,71,2010
2020,5,5,NY,535,5612
2020,5,5,OH,254,2277
2020,5,5,OK,61,493
2020,5,5,OR,189,1205
2020,5,5,PA,240,2596
2020,5,5,RI,17,100
2020,5,5,SC,86,626
2020,5,5,SD,13,84
2020,5,5,TN,143,1836
2020,5,5,TX,648,7284
2020,5,5,UT,26,290
2020,5,5,VA,99,984
2020,5,5,VT,23,92
2020,5,5,WA,225,1888
2020,5,5,WI,174,1130
2020,5,5,WV,20,212
2020,5,5,WY,19,143
2020,5,6,AK,6,56
2020,5,6,AL,53,1178
2020,5,6,AR,25,501
2020,5,6,AZ,150,2978
2020,5,6,CA,847,8311
2020,5,6,CO,168,1796
2020,5,6,CT,50,607
2020,5,6,DC,41,543
2020,5,6,DE,17,166
2020,5,6,FL,569,9586
2020,5,6,GA,151,3212
2020,5,6,HI,37,677
2020,5,6,IA,66,951
2020,5,6,ID,38,356
2020,5,6,IL,333,4118
2020,5,6,IN,128,2410
2020,5,6,KS,35,474
2020,5,6,KY,77,1071
2020,5,6,LA,113,2744
2020,5,6,MA,116,1217
2020,5,6,MD,79,1169
2020,5,6,ME,38,217
2020,5,6,MI,181,2998
2020,5,6,MN,86,1603
2020,5,6,MO,117,3242
2020,5,6,MS,35,792
2020,5,6,MT,33,233
2020,5,6,NC,243,3032
2020,5,6,ND,12,267
2020,5,6,NE,48,686
2020,5,6,NH,30,268
2020,5,6,NJ,136,1965
2020,5,6,NM,20,127
2020,5,6,NV,71,2873
2020,5,6,NY,535,6972
2020,5,6,OH,254,3790
2020,5,6,OK,61,888
2020,5,6,OR,189,1530
2020,5,6,PA,240,3442
2020,5,6,RI,17,143
2020,5,6,SC,86,985
2020,5,6,SD,13,108
2020,5,6,TN,143,2812
2020,5,6,TX,648,10795
2020,5,6,UT,26,321
2020,5,6,VA,99,1532
2020,5,6,VT,23,149
2020,5,6,WA,225,2319
2020,5,6,WI,174,1738
2020,5,6,WV,20,274
2020,5,6,WY,19,199
2020,5,7,AK,6,51
2020,5,7,AL,53,1797
2020,5,7,AR,25,691
2020,5,7,AZ,150,2873
2020,5,7,CA,847,8297
2020,5,7,CO,168,1889
2020,5,7,CT,50,681
2020,5,7,DC,41,445
2020,5,7,DE,17,145
2020,5,7,FL,569,10112
2020,5,7,GA,151,4372
2020,5,7,HI,37,657
2020,5,7,IA,66,905
2020,5,7,ID,38,316
2020,5,7,IL,333,4187
2020,5,7,IN,128,2282
2020,5,7,KS,35,671
2020,5,7,KY,77,1218
2020,5,7,LA,113,3129
2020,5,7,MA,116,1432
2020,5,7,MD,79,1335
2020,5,7,ME,38,202
2020,5,7,MI,181,3299
2020,5,7,MN,86,1637
2020,5,7,MO,117,3043
2020,5,7,MS,35,775
2020,5,7,MT,33,255
2020,5,7,NC,243,3748
2020,5,7,ND,12,155
2020,5,7,NE,48,701
2020,5,7,NH,30,214
2020,5,7,NJ,136,1972
2020,5,7,NM,20,127
2020,5,7,NV,71,3256
2020,5,7,NY,535,6471
2020,5,7,OH,254,4256
2020,5,7,OK,61,1034
2020,5,7,OR,189,1539
2020,5,7,PA,240,3844
2020,5,7,RI,17,143
2020,5,7,SC,86,1168
2020,5,7,SD,13,195
2020,5,7,TN,143,3361
2020,5,7,TX,648,12053
2020,5,7,UT,26,309
2020,5,7,VA,99,1813
2020,5,7,VT,23,143
2020,5,7,WA,225,2009
2020,5,7,WI,174,1708
2020,5,7,WV,20,224
2020,5,7,WY,19,178
2020,6,1,AK,6,27
2020,6,1,AL,53,691
2020,6,1,AR,25,290
2020,6,1,AZ,150,1576
2020,6,1,CA,847,4859
2020,6,1,CO,168,1000
2020,6,1,CT,50,333
2020,6,1,DC,41,259
2020,6,1,DE,17,117
2020,6,1,FL,569,6141
2020,6,1,GA,151,2010
2020,6,1,HI,37,469
2020,6,1,IA,66,354
2020,6,1,ID,38,200
2020,6,1,IL,333,2405
2020,6,1,IN,128,1117
2020,6,1,KS,35,486
2020,6,1,KY,77,593
2020,6,1,LA,113,1848
2020,6,1,MA,116,763
2020,6,1,MD,79,671
2020,6,1,ME,38,114
2020,6,1,MI,181,1543
2020,6,1,MN,86,698
2020,6,1,MO,117,2955
2020,6,1,MS,35,382
2020,6,1,MT,33,133
2020,6,1,NC,243,1763
2020,6,1,ND,12,76
2020,6,1,NE,48,273
2020,6,1,NH,30,120
2020,6,1,NJ,136,1108
2020,6,1,NM,20,75
2020,6,1,NV,71,2801
2020,6,1,NY,535,4254
2020,6,1,OH,254,1888
2020,6,1,OK,61,461
2020,6,1,OR,189,786
2020,6,1,PA,240,1701
2020,6,1,RI,17,75
2020,6,1,SC,86,596
2020,6,1,SD,13,65
2020,6,1,TN,143,1603
2020,6,1,TX,648,6202
2020,6,1,UT,26,232
2020,6,1,VA,99,842
2020,6,1,VT,23,53
2020,6,1,WA,225,1129
2020,6,1,WI,174,880
2020,6,1,WV,20,181
2020,6,1,WY,19,113
2020,6,2,AK,6,32
2020,6,2,AL,54,599
2020,6,2,AR,26,187
2020,6,2,AZ,152,1155
2020,6,2,CA,855,4667
2020,6,2,CO,169,714
2020,6,2,CT,50,284
2020,6,2,DC,41,373
2020,6,2,DE,17,120
2020,6,2,FL,568,4985
2020,6,2,GA,150,1580
2020,6,2,HI,38,454
2020,6,2,IA,65,411
2020,6,2,ID,38,193
2020,6,2,IL,327,2063
2020,6,2,IN,128,1352
2020,6,2,KS,35,245
2020,6,2,KY,76,497
2020,6,2,LA,113,1172
2020,6,2,MA,118,669
2020,6,2,MD,77,563
2020,6,2,ME,37,122
2020,6,2,MI,182,1199
2020,6,2,MN,86,799
2020,6,2,MO,116,1052
2020,6,2,MS,35,258
2020,6,2,MT,33,158
2020,6,2,NC,238,1782
2020,6,2,ND,11,97
2020,6,2,NE,48,282
2020,6,2,NH,31,174
2020,6,2,NJ,135,1137
2020,6,2,NM,21,59
2020,6,2,NV,70,1863
2020,6,2,NY,535,4466
2020,6,2,OH,257,1656
2020,6,2,OK,61,457
2020,6,2,OR,186,806
2020,6,2,PA,239,1881
2020,6,2,RI,15,82
2020,6,2,SC,87,476
2020,6,2,SD,14,73
2020,6,2,TN,142,1240
2020,6,2,TX,648,5193
2020,6,2,UT,26,218
2020,6,2,VA,96,772
2020,6,2,VT,24,74
2020,6,2,WA,228,1316
2020,6,2,WI,172,825
2020,6,2,WV,19,228
2020,6,2,WY,20,85
2020,6,3,AK,6,43
2020,6,3,AL,54,539
2020,6,3,AR,26,217
2020,6,3,AZ,152,1013
2020,6,3,CA,855,4923
2020,6,3,CO,169,886
2020,6,3,CT,50,339
2020,6,3,DC,41,393
2020,6,3,DE,17,90
2020,6,3,FL,568,4900
2020,6,3,GA,150,1673
2020,6,3,HI,38,429
2020,6,3,IA,65,447
2020,6,3,ID,38,239
2020,6,3,IL,327,2138
2020,6,3,IN,128,1290
2020,6,3,KS,35,233
2020,6,3,KY,76,506
2020,6,3,LA,113,1157
2020,6,3,MA,118,650
2020,6,3,MD,77,605
2020,6,3,ME,37,120
2020,6,3,MI,182,1313
2020,6,3,MN,86,796
2020,6,3,MO,116,1185
2020,6,3,MS,35,246
2020,6,3,MT,33,125
2020,6,3,NC,238,1622
2020,6,3,ND,11,111
2020,6,3,NE,48,342
2020,6,3,NH,31,175
2020,6,3,NJ,135,1096
2020,6,3,NM,21,65
2020,6,3,NV,70,1599
2020,6,3,NY,535,4512
2020,6,3,OH,257,1646
2020,6,3,OK,61,469
2020,6,3,OR,186,761
2020,6,3,PA,239,1859
2020,6,3,RI,15,83
2020,6,3,SC,87,518
2020,6,3,SD,14,70
2020,6,3,TN,142,1128
2020,6,3,TX,648,5374
2020,6,3,UT,26,213
2020,6,3,VA,96,854
2020,6,3,VT,24,79
2020,6,3,WA,228,1291
2020,6,3,WI,172,826
2020,6,3,WV,19,230
2020,6,3,WY,20,80
2020,6,4,AK,6,41
2020,6,4,AL,54,562
2020,6,4,AR,26,231
2020,6,4,AZ,152,1267
2020,6,4,CA,855,5257
2020,6,4,CO,169,947
2020,6,4,CT,50,302
2020,6,4,DC,41,358
2020,6,4,DE,17,105
2020,6,4,FL,568,5085
2020,6,4,GA,150,1852
2020,6,4,HI,38,443
2020,6,4,IA,65,477
2020,6,4,ID,38,301
2020,6,4,IL,327,2215
2020,6,4,IN,128,1179
2020,6,4,KS,35,497
2020,6,4,KY,76,558
2020,6,4,LA,113,1181
2020,6,4,MA,118,774
2020,6,4,MD,77,546
2020,6,4,ME,37,123
2020,6,4,MI,182,1483
2020,6,4,MN,86,969
2020,6,4,MO,116,2102
2020,6,4,MS,35,353
2020,6,4,MT,33,160
2020,6,4,NC,238,1823
2020,6,4,ND,11,159
2020,6,4,NE,48,367
2020,6,4,NH,31,170
2020,6,4,NJ,135,1129
2020,6,4,NM,21,81
2020,6,4,NV,70,1648
2020,6,4,NY,535,4557
2020,6,4,OH,257,1832
2020,6,4,OK,61,310
2020,6,4,OR,186,787
2020,6,4,PA,239,1968
2020,6,4,RI,15,99
2020,6,4,SC,87,572
2020,6,4,SD,14,86
2020,6,4,TN,142,1277
2020,6,4,TX,648,5402
2020,6,4,UT,26,238
2020,6,4,VA,96,835
2020,6,4,VT,24,88
2020,6,4,WA,228,1472
2020,6,4,WI,172,947
2020,6,4,WV,19,228
2020,6,4,WY,20,90
2020,6,5,AK,6,35
2020,6,5,AL,54,596
2020,6,5,AR,26,225
2020,6,5,AZ,152,1260
2020,6,5,CA,855,5500
2020,6,5,CO,169,985
2020,6,5,CT,50,333
2020,6,5,DC,41,392
2020,6,5,DE,17,101
2020,6,5,FL,568,5438
2020,6,5,GA,150,1748
2020,6,5,HI,38,449
2020,6,5,IA,65,507
2020,6,5,ID,38,294
2020,6,5,IL,327,2232
2020,6,5,IN,128,1403
2020,6,5,KS,35,280
2020,6,5,KY,76,602
2020,6,5,LA,113,1412
2020,6,5,MA,118,687
2020,6,5,MD,77,571
2020,6,5,ME,37,128
2020,6,5,MI,182,1460
2020,6,5,MN,86,933
2020,6,5,MO,116,1303
2020,6,5,MS,35,363
2020,6,5,MT,33,164
2020,6,5,NC,238,1498
2020,6,5,ND,11,111
2020,6,5,NE,48,424
2020,6,5,NH,31,126
2020,6,5,NJ,135,1133
2020,6,5,NM,21,99
2020,6,5,NV,70,1800
2020,6,5,NY,535,4803
2020,6,5,OH,257,1921
2020,6,5,OK,61,507
2020,6,5,OR,186,1021
2020,6,5,PA,239,1841
2020,6,5,RI,15,89
2020,6,5,SC,87,502
2020,6,5,SD,14,81
2020,6,5,TN,142,1386
2020,6,5,TX,648,5965
2020,6,5,UT,26,287
2020,6,5,VA,96,801
2020,6,5,VT,24,73
2020,6,5,WA,228,1303
2020,6,5,WI,172,963
2020,6,5,WV,19,214
2020,6,5,WY,20,110
2020,6,6,AK,6,62
2020,6,6,AL,54,1167
2020,6,6,AR,26,471
2020,6,6,AZ,152,2176
2020,6,6,CA,855,8172
2020,6,6,CO,169,1344
2020,6,6,CT,50,533
2020,6,6,DC,41,489
2020,6,6,DE,17,145
2020,6,6,FL,568,8522
2020,6,6,GA,150,2934
2020,6,6,HI,38,610
2020,6,6,IA,65,824
2020,6,6,ID,38,371
2020,6,6,IL,327,3485
2020,6,6,IN,128,2311
2020,6,6,KS,35,486
2020,6,6,KY,76,993
2020,6,6,LA,113,2574
2020,6,6,MA,118,990
2020,6,6,MD,77,1053
2020,6,6,ME,37,142
2020,6,6,MI,182,2476
2020,6,6,MN,86,1392
2020,6,6,MO,116,1944
2020,6,6,MS,35,662
2020,6,6,MT,33,220
2020,6,6,NC,238,3029
2020,6,6,ND,11,209
2020,6,6,NE,48,724
2020,6,6,NH,31,190
2020,6,6,NJ,135,1649
2020,6,6,NM,21,124
2020,6,6,NV,70,2663
2020,6,6,NY,535,5556
2020,6,6,OH,257,3221
2020,6,6,OK,61,842
2020,6,6,OR,186,1175
2020,6,6,PA,239,2672
2020,6,6,RI,15,137
2020,6,6,SC,87,1032
2020,6,6,SD,14,249
2020,6,6,TN,142,2649
2020,6,6,TX,648,9415
2020,6,6,UT,26,344
2020,6,6,VA,96,1384
2020,6,6,VT,24,102
2020,6,6,WA,228,1921
2020,6,6,WI,172,1414
2020,6,6,WV,19,218
2020,6,6,WY,20,186
2020,6,7,AK,6,35
2020,6,7,AL,54,1217
2020,6,7,AR,26,745
2020,6,7,AZ,152,2761
2020,6,7,CA,855,9348
2020,6,7,CO,169,1983
2020,6,7,CT,50,761
2020,6,7,DC,41,512
2020,6,7,DE,17,138
2020,6,7,FL,568,11076
2020,6,7,GA,150,3485
2020,6,7,HI,38,636
2020,6,7,IA,65,946
2020,6,7,ID,38,345
2020,6,7,IL,327,4557
2020,6,7,IN,128,2427
2020,6,7,KS,35,765
2020,6,7,KY,76,1349
2020,6,7,LA,113,3607
2020,6,7,MA,118,1451
2020,6,7,MD,77,1376
2020,6,7,ME,37,222
2020,6,7,MI,182,3403
2020,6,7,MN,86,1760
2020,6,7,MO,116,2780
2020,6,7,MS,35,949
2020,6,7,MT,33,256
2020,6,7,NC,238,3728
2020,6,7,ND,11,216
2020,6,7,NE,48,721
2020,6,7,NH,31,196
2020,6,7,NJ,135,2049
2020,6,7,NM,21,119
2020,6,7,NV,70,3120
2020,6,7,NY,535,6356
2020,6,7,OH,257,4123
2020,6,7,OK,61,1135
2020,6,7,OR,186,1225
2020,6,7,PA,239,3804
2020,6,7,RI,15,136
2020,6,7,SC,87,1118
2020,6,7,SD,14,196
2020,6,7,TN,142,3442
2020,6,7,TX,648,12218
2020,6,7,UT,26,353
2020,6,7,VA,96,1804
2020,6,7,VT,24,161
2020,6,7,WA,228,1900
2020,6,7,WI,172,1795
2020,6,7,WV,19,196
2020,6,7,WY,20,175
2020,7,1,AK,6,20
2020,7,1,AL,54,677
2020,7,1,AR,26,272
2020,7,1,AZ,152,1439
2020,7,1,CA,855,5486
2020,7,1,CO,169,993
2020,7,1,CT,50,402
2020,7,1,DC,41,285
2020,7,1,DE,17,92
2020,7,1,FL,568,6845
2020,7,1,GA,150,2364
2020,7,1,HI,38,562
2020,7,1,IA,65,335
2020,7,1,ID,38,220
2020,7,1,IL,327,2360
2020,7,1,IN,128,1150
2020,7,1,KS,35,328
2020,7,1,KY,76,621
2020,7,1,LA,113,2072
2020,7,1,MA,118,825
2020,7,1,MD,77,697
2020,7,1,ME,37,96
2020,7,1,MI,182,1606
2020,7,1,MN,86,764
2020,7,1,MO,116,1562
2020,7,1,MS,35,369
2020,7,1,MT,33,174
2020,7,1,NC,238,1913
2020,7,1,ND,11,107
2020,7,1,NE,48,383
2020,7,1,NH,31,104
2020,7,1,NJ,135,1184
2020,7,1,NM,21,72
2020,7,1,NV,70,2210
2020,7,1,NY,535,4415
2020,7,1,OH,257,1915
2020,7,1,OK,61,486
2020,7,1,OR,186,1047
2020,7,1,PA,239,2068
2020,7,1,RI,15,78
2020,7,1,SC,87,588
2020,7,1,SD,14,99
2020,7,1,TN,142,1944
2020,7,1,TX,648,6003
2020,7,1,UT,26,240
2020,7,1,VA,96,864
2020,7,1,VT,24,56
2020,7,1,WA,228,1140
2020,7,1,WI,172,742
2020,7,1,WV,19,145
2020,7,1,WY,20,92
2020,7,2,AK,7,27
2020,7,2,AL,54,496
2020,7,2,AR,26,190
2020,7,2,AZ,151,1134
2020,7,2,CA,845,4776
2020,7,2,CO,169,778
2020,7,2,CT,50,281
2020,7,2,DC,41,334
2020,7,2,DE,17,92
2020,7,2,FL,570,4935
2020,7,2,GA,147,1764
2020,7,2,HI,37,430
2020,7,2,IA,64,390
2020,7,2,ID,38,230
2020,7,2,IL,329,1994
2020,7,2,IN,125,1223
2020,7,2,KS,35,218
2020,7,2,KY,77,462
2020,7,2,LA,113,1361
2020,7,2,MA,115,623
2020,7,2,MD,78,470
2020,7,2,ME,37,136
2020,7,2,MI,183,1242
2020,7,2,MN,87,797
2020,7,2,MO,116,950
2020,7,2,MS,34,256
2020,7,2,MT,34,160
2020,7,2,NC,237,1637
2020,7,2,ND,12,103
2020,7,2,NE,48,345
2020,7,2,NH,31,156
2020,7,2,NJ,135,1064
2020,7,2,NM,20,57
2020,7,2,NV,71,1603
2020,7,2,NY,537,4488
2020,7,2,OH,255,1591
2020,7,2,OK,60,371
2020,7,2,OR,185,821
2020,7,2,PA,238,1743
2020,7,2,RI,16,89
2020,7,2,SC,88,553
2020,7,2,SD,13,96
2020,7,2,TN,146,1348
2020,7,2,TX,650,5078
2020,7,2,UT,26,257
2020,7,2,VA,98,776
2020,7,2,VT,23,96
2020,7,2,WA,225,1235
2020,7,2,WI,174,786
2020,7,2,WV,18,217
2020,7,2,WY,18,129
2020,7,3,AK,7,40
2020,7,3,AL,54,658
2020,7,3,AR,26,284
2020,7,3,AZ,151,1104
2020,7,3,CA,845,4988
2020,7,3,CO,169,803
2020,7,3,CT,50,302
2020,7,3,DC,41,402
2020,7,3,DE,17,106
2020,7,3,FL,570,5038
2020,7,3,GA,147,1876
2020,7,3,HI,37,471
2020,7,3,IA,64,558
2020,7,3,ID,38,259
2020,7,3,IL,329,2277
2020,7,3,IN,125,1330
2020,7,3,KS,35,261
2020,7,3,KY,77,498
2020,7,3,LA,113,1216
2020,7,3,MA,115,633
2020,7,3,MD,78,543
2020,7,3,ME,37,116
2020,7,3,MI,183,1444
2020,7,3,MN,87,883
2020,7,3,MO,116,1162
2020,7,3,MS,34,286
2020,7,3,MT,34,154
2020,7,3,NC,237,1747
2020,7,3,ND,12,125
2020,7,3,NE,48,428
2020,7,3,NH,31,164
2020,7,3,NJ,135,1219
2020,7,3,NM,20,56
2020,7,3,NV,71,1568
2020,7,3,NY,537,4537
2020,7,3,OH,255,1861
2020,7,3,OK,60,410
2020,7,3,OR,185,773
2020,7,3,PA,238,1855
2020,7,3,RI,16,98
2020,7,3,SC,88,563
2020,7,3,SD,13,57
2020,7,3,TN,146,1329
2020,7,3,TX,650,5016
2020,7,3,UT,26,255
2020,7,3,VA,98,822
2020,7,3,VT,23,64
2020,7,3,WA,225,1338
2020,7,3,WI,174,787
2020,7,3,WV,18,220
2020,7,3,WY,18,111
2020,7,4,AK,7,47
2020,7,4,AL,54,680
2020,7,4,AR,26,290
2020,7,4,AZ,151,1340
2020,7,4,CA,845,5351
2020,7,4,CO,169,875
2020,7,4,CT,50,347
2020,7,4,DC,41,378
2020,7,4,DE,17,87
2020,7,4,FL,570,5391
2020,7,4,GA,147,2086
2020,7,4,HI,37,478
2020,7,4,IA,64,536
2020,7,4,ID,38,288
2020,7,4,IL,329,2352
2020,7,4,IN,125,1324
2020,7,4,KS,35,334
2020,7,4,KY,77,587
2020,7,4,LA,113,1353
2020,7,4,MA,115,720
2020,7,4,MD,78,622
2020,7,4,ME,37,114
2020,7,4,MI,183,1596
2020,7,4,MN,87,928
2020,7,4,MO,116,1094
2020,7,4,MS,34,304
2020,7,4,MT,34,165
2020,7,4,NC,237,1904
2020,7,4,ND,12,124
2020,7,4,NE,48,424
2020,7,4,NH,31,196
2020,7,4,NJ,135,1258
2020,7,4,NM,20,76
2020,7,4,NV,71,1628
2020,7,4,NY,537,5110
2020,7,4,OH,255,2018
2020,7,4,OK,60,446
2020,7,4,OR,185,906
2020,7,4,PA,238,2096
2020,7,4,RI,16,114
2020,7,4,SC,88,630
2020,7,4,SD,13,56
2020,7,4,TN,146,1280
2020,7,4,TX,650,5759
2020,7,4,UT,26,232
2020,7,4,VA,98,962
2020,7,4,VT,23,107
2020,7,4,WA,225,1406
2020,7,4,WI,174,908
2020,7,4,WV,18,236
2020,7,4,WY,18,154
2020,7,5,AK,7,46
2020,7,5,AL,54,748
2020,7,5,AR,26,294
2020,7,5,AZ,151,1459
2020,7,5,CA,845,5928
2020,7,5,CO,169,1036
2020,7,5,CT,50,349
2020,7,5,DC,41,344
2020,7,5,DE,17,102
2020,7,5,FL,570,6027
2020,7,5,GA,147,2128
2020,7,5,HI,37,524
2020,7,5,IA,64,498
2020,7,5,ID,38,311
2020,7,5,IL,329,2289
2020,7,5,IN,125,1379
2020,7,5,KS,35,278
2020,7,5,KY,77,594
2020,7,5,LA,113,1536
2020,7,5,MA,115,720
2020,7,5,MD,78,623
2020,7,5,ME,37,108
2020,7,5,MI,183,1621
2020,7,5,MN,87,921
2020,7,5,MO,116,1254
2020,7,5,MS,34,376
2020,7,5,MT,34,163
2020,7,5,NC,237,2000
2020,7,5,ND,12,134
2020,7,5,NE,48,413
2020,7,5,NH,31,165
2020,7,5,NJ,135,1208
2020,7,5,NM,20,92
2020,7,5,NV,71,2114
2020,7,5,NY,537,4760
2020,7,5,OH,255,2146
2020,7,5,OK,60,466
2020,7,5,OR,185,1278
2020,7,5,PA,238,2043
2020,7,5,RI,16,99
2020,7,5,SC,88,629
2020,7,5,SD,13,86
2020,7,5,TN,146,1696
2020,7,5,TX,650,6519
2020,7,5,UT,26,277
2020,7,5,VA,98,983
2020,7,5,VT,23,92
2020,7,5,WA,225,1495
2020,7,5,WI,174,879
2020,7,5,WV,18,222
2020,7,5,WY,18,167
2020,7,6,AK,7,61
2020,7,6,AL,54,1417
2020,7,6,AR,26,662
2020,7,6,AZ,151,2265
2020,7,6,CA,845,8490
2020,7,6,CO,169,1690
2020,7,6,CT,50,558
2020,7,6,DC,41,514
2020,7,6,DE,17,145
2020,7,6,FL,570,9267
2020,7,6,GA,147,3872
2020,7,6,HI,37,657
2020,7,6,IA,64,932
2020,7,6,ID,38,361
2020,7,6,IL,329,3584
2020,7,6,IN,125,2299
2020,7,6,KS,35,535
2020,7,6,KY,77,1166
2020,7,6,LA,113,2860
2020,7,6,MA,115,1095
2020,7,6,MD,78,996
2020,7,6,ME,37,175
2020,7,6,MI,183,2816
2020,7,6,MN,87,1627
2020,7,6,MO,116,2378
2020,7,6,MS,34,740
2020,7,6,MT,34,268
2020,7,6,NC,237,3193
2020,7,6,ND,12,194
2020,7,6,NE,48,763
2020,7,6,NH,31,222
2020,7,6,NJ,135,1721
2020,7,6,NM,20,145
2020,7,6,NV,71,3482
2020,7,6,NY,537,6112
2020,7,6,OH,255,3826
2020,7,6,OK,60,816
2020,7,6,OR,185,1291
2020,7,6,PA,238,3010
2020,7,6,RI,16,136
2020,7,6,SC,88,1180
2020,7,6,SD,13,201
2020,7,6,TN,146,2930
2020,7,6,TX,650,10218
2020,7,6,UT,26,318
2020,7,6,VA,98,1603
2020,7,6,VT,23,153
2020,7,6,WA,225,1993
