STATE,REPORTDATE,cases,deaths,MMWRyear,MMWRweek,MMWRday
Louisiana,4/14/20,502,129,2020,16,3
Massachusetts,4/14/20,2882,260,2020,16,3
Maryland,4/14/20,537,40,2020,16,3
Maine,4/14/20,36,1,2020,16,3
Michigan,4/14/20,1366,166,2020,16,3
Minnesota,4/14/20,45,9,2020,16,3
Missouri,4/14/20,298,19,2020,16,3
Northern Mariana Islands,4/14/20,,,2020,16,3
Mississippi,4/14/20,145,13,2020,16,3
Montana,4/14/20,5,0,2020,16,3
North Carolina,4/14/20,208,22,2020,16,3
North Dakota,4/14/20,10,1,2020,16,3
Nebraska,4/14/20,30,2,2020,16,3
New Hampshire,4/14/20,71,4,2020,16,3
New Jersey,4/14/20,4240,362,2020,16,3
New Mexico,4/14/20,62,5,2020,16,3
Nevada,4/14/20,117,10,2020,16,3
New York,4/14/20,7177,1250,2020,16,3
Ohio,4/14/20,305,50,2020,16,3
Oklahoma,4/14/20,115,9,2020,16,3
Oregon,4/14/20,49,2,2020,16,3
Pennsylvania,4/14/20,1146,60,2020,16,3
Puerto Rico,4/14/20,20,0,2020,16,3
Rhode Island,4/14/20,275,7,2020,16,3
South Carolina,4/14/20,114,10,2020,16,3
South Dakota,4/14/20,120,0,2020,16,3
Tennessee,4/14/20,213,15,2020,16,3
Texas,4/14/20,718,31,2020,16,3
Utah,4/14/20,49,1,2020,16,3
Virginia,4/14/20,434,6,2020,16,3
Virgin Islands,4/14/20,6,0,2020,16,3
Vermont,4/14/20,4,1,2020,16,3
Washington,4/14/20,217,3,2020,16,3
Wisconsin,4/14/20,127,16,2020,16,3
West Virginia,4/14/20,68,1,2020,16,3
Wyoming,4/14/20,13,0,2020,16,3
Alaska,4/15/20,8,0,2020,16,4
Alabama,4/15/20,237,11,2020,16,4
Arkansas,4/15/20,71,1,2020,16,4
American Samoa,4/15/20,,,2020,16,4
Arizona,4/15/20,156,11,2020,16,4
California,4/15/20,1086,63,2020,16,4
Colorado,4/15/20,339,28,2020,16,4
Connecticut,4/15/20,766,197,2020,16,4
District of Columbia,4/15/20,139,4,2020,16,4
Delaware,4/15/20,88,3,2020,16,4
Florida,4/15/20,891,43,2020,16,4
Georgia,4/15/20,682,52,2020,16,4
Guam,4/15/20,0,0,2020,16,4
Hawaii,4/15/20,13,0,2020,16,4
Iowa,4/15/20,96,4,2020,16,4
Idaho,4/15/20,123,2,2020,16,4
Illinois,4/15/20,1346,80,2020,16,4
Indiana,4/15/20,428,49,2020,16,4
Kansas,4/15/20,68,7,2020,16,4
Kentucky,4/15/20,81,7,2020,16,4
Louisiana,4/15/20,433,90,2020,16,4
Massachusetts,4/15/20,2616,131,2020,16,4
Maryland,4/15/20,562,69,2020,16,4
Maine,4/15/20,36,4,2020,16,4
Michigan,4/15/20,1058,153,2020,16,4
Minnesota,4/15/20,114,8,2020,16,4
Missouri,4/15/20,209,14,2020,16,4
Northern Mariana Islands,4/15/20,,,2020,16,4
Mississippi,4/15/20,273,11,2020,16,4
Montana,4/15/20,5,0,2020,16,4
North Carolina,4/15/20,99,9,2020,16,4
North Dakota,4/15/20,24,0,2020,16,4
Nebraska,4/15/20,51,1,2020,16,4
New Hampshire,4/15/20,48,5,2020,16,4
New Jersey,4/15/20,2206,351,2020,16,4
New Mexico,4/15/20,77,0,2020,16,4
Nevada,4/15/20,123,6,2020,16,4
New York,4/15/20,11571,1033,2020,16,4
Ohio,4/15/20,511,37,2020,16,4
Oklahoma,4/15/20,79,15,2020,16,4
Oregon,4/15/20,30,3,2020,16,4
Pennsylvania,4/15/20,1145,63,2020,16,4
Puerto Rico,4/15/20,0,0,2020,16,4
Rhode Island,4/15/20,278,7,2020,16,4
South Carolina,4/15/20,103,10,2020,16,4
South Dakota,4/15/20,180,0,2020,16,4
Tennessee,4/15/20,256,11,2020,16,4
Texas,4/15/20,868,46,2020,16,4
Utah,4/15/20,130,1,2020,16,4
Virginia,4/15/20,329,42,2020,16,4
Virgin Islands,4/15/20,0,0,2020,16,4
Vermont,4/15/20,7,1,2020,16,4
Washington,4/15/20,164,4,2020,16,4
Wisconsin,4/15/20,166,12,2020,16,4
West Virginia,4/15/20,24,2,2020,16,4
Wyoming,4/15/20,5,1,2020,16,4
Alaska,4/16/20,7,0,2020,16,5
Alabama,4/16/20,266,15,2020,16,5
Arkansas,4/16/20,30,1,2020,16,5
American Samoa,4/16/20,,,2020,16,5
Arizona,4/16/20,272,8,2020,16,5
California,4/16/20,1758,69,2020,16,5
Colorado,4/16/20,395,17,2020,16,5
Connecticut,4/16/20,1129,103,2020,16,5
District of Columbia,4/16/20,153,9,2020,16,5
Delaware,4/16/20,61,6,2020,16,5
Florida,4/16/20,821,54,2020,16,5
Georgia,4/16/20,1108,37,2020,16,5
Guam,4/16/20,0,0,2020,16,5
Hawaii,4/16/20,11,0,2020,16,5
Iowa,4/16/20,146,7,2020,16,5
Idaho,4/16/20,22,0,2020,16,5
Illinois,4/16/20,1140,124,2020,16,5
Indiana,4/16/20,587,41,2020,16,5
Kansas,4/16/20,94,4,2020,16,5
Kentucky,4/16/20,138,7,2020,16,5
Louisiana,4/16/20,581,53,2020,16,5
Massachusetts,4/16/20,2398,182,2020,16,5
Maryland,4/16/20,753,46,2020,16,5
Maine,4/16/20,26,3,2020,16,5
Michigan,4/16/20,1204,172,2020,16,5
Minnesota,4/16/20,103,7,2020,16,5
Missouri,4/16/20,216,5,2020,16,5
Northern Mariana Islands,4/16/20,,,2020,16,5
Mississippi,4/16/20,264,7,2020,16,5
Montana,4/16/20,11,0,2020,16,5
North Carolina,4/16/20,342,14,2020,16,5
North Dakota,4/16/20,28,0,2020,16,5
Nebraska,4/16/20,114,3,2020,16,5
New Hampshire,4/16/20,72,2,2020,16,5
New Jersey,4/16/20,4287,362,2020,16,5
New Mexico,4/16/20,113,8,2020,16,5
Nevada,4/16/20,110,6,2020,16,5
New York,4/16/20,8505,461,2020,16,5
Ohio,4/16/20,623,28,2020,16,5
Oklahoma,4/16/20,94,8,2020,16,5
Oregon,4/16/20,73,6,2020,16,5
Pennsylvania,4/16/20,1245,60,2020,16,5
Puerto Rico,4/16/20,0,0,2020,16,5
Rhode Island,4/16/20,309,18,2020,16,5
South Carolina,4/16/20,275,2,2020,16,5
South Dakota,4/16/20,143,1,2020,16,5
Tennessee,4/16/20,183,6,2020,16,5
Texas,4/16/20,963,29,2020,16,5
Utah,4/16/20,141,1,2020,16,5
Virginia,4/16/20,393,13,2020,16,5
Virgin Islands,4/16/20,0,0,2020,16,5
Vermont,4/16/20,9,5,2020,16,5
Washington,4/16/20,224,6,2020,16,5
Wisconsin,4/16/20,154,15,2020,16,5
West Virginia,4/16/20,21,1,2020,16,5
Wyoming,4/16/20,9,0,2020,16,5
Alaska,4/17/20,9,0,2020,16,6
Alabama,4/17/20,193,15,2020,16,6
Arkansas,4/17/20,96,3,2020,16,6
American Samoa,4/17/20,,,2020,16,6
Arizona,4/17/20,273,19,2020,16,6
California,4/17/20,1346,95,2020,16,6
Colorado,4/17/20,372,17,2020,16,6
Connecticut,4/17/20,925,65,2020,16,6
District of Columbia,4/17/20,126,5,2020,16,6
Delaware,4/17/20,248,9,2020,16,6
Florida,4/17/20,1413,58,2020,16,6
Georgia,4/17/20,1064,55,2020,16,6
Guam,4/17/20,1,0,2020,16,6
Hawaii,4/17/20,12,0,2020,16,6
Iowa,4/17/20,191,4,2020,16,6
Idaho,4/17/20,46,2,2020,16,6
Illinois,4/17/20,1842,62,2020,16,6
Indiana,4/17/20,612,42,2020,16,6
Kansas,4/17/20,117,4,2020,16,6
Kentucky,4/17/20,93,8,2020,16,6
Louisiana,4/17/20,586,57,2020,16,6
Massachusetts,4/17/20,3024,180,2020,16,6
Maryland,4/17/20,787,40,2020,16,6
Maine,4/17/20,31,2,2020,16,6
Michigan,4/17/20,760,134,2020,16,6
Minnesota,4/17/20,159,17,2020,16,6
Missouri,4/17/20,172,13,2020,16,6
Northern Mariana Islands,4/17/20,0,0,2020,16,6
Mississippi,4/17/20,169,11,2020,16,6
Montana,4/17/20,7,1,2020,16,6
North Carolina,4/17/20,394,21,2020,16,6
North Dakota,4/17/20,46,0,2020,16,6
Nebraska,4/17/20,72,0,2020,16,6
New Hampshire,4/17/20,76,3,2020,16,6
New Jersey,4/17/20,3150,322,2020,16,6
New Mexico,4/17/20,114,7,2020,16,6
Nevada,4/17/20,203,9,2020,16,6
New York,4/17/20,7358,1025,2020,16,6
Ohio,4/17/20,693,29,2020,16,6
Oklahoma,4/17/20,108,5,2020,16,6
Oregon,4/17/20,49,6,2020,16,6
Pennsylvania,4/17/20,1706,49,2020,16,6
Puerto Rico,4/17/20,145,13,2020,16,6
Rhode Island,4/17/20,339,13,2020,16,6
South Carolina,4/17/20,155,7,2020,16,6
South Dakota,4/17/20,100,0,2020,16,6
Tennessee,4/17/20,327,1,2020,16,6
Texas,4/17/20,916,35,2020,16,6
Utah,4/17/20,122,2,2020,16,6
Virginia,4/17/20,602,23,2020,16,6
Virgin Islands,4/17/20,0,1,2020,16,6
Vermont,4/17/20,11,0,2020,16,6
Washington,4/17/20,170,4,2020,16,6
Wisconsin,4/17/20,170,8,2020,16,6
West Virginia,4/17/20,36,3,2020,16,6
Wyoming,4/17/20,9,0,2020,16,6
Alaska,4/18/20,5,0,2020,16,7
Alabama,4/18/20,151,-4,2020,16,7
Arkansas,4/18/20,82,1,2020,16,7
American Samoa,4/18/20,,,2020,16,7
Arizona,4/18/20,212,8,2020,16,7
California,4/18/20,1435,87,2020,16,7
Colorado,4/18/20,386,20,2020,16,7
Connecticut,4/18/20,741,50,2020,16,7
District of Columbia,4/18/20,190,5,2020,16,7
Delaware,4/18/20,215,6,2020,16,7
Florida,4/18/20,739,22,2020,16,7
Georgia,4/18/20,409,9,2020,16,7
Guam,4/18/20,1,0,2020,16,7
Hawaii,4/18/20,21,0,2020,16,7
Iowa,4/18/20,181,10,2020,16,7
Idaho,4/18/20,13,1,2020,16,7
Illinois,4/18/20,1585,125,2020,16,7
Indiana,4/18/20,487,26,2020,16,7
Kansas,4/18/20,4,1,2020,16,7
Kentucky,4/18/20,185,7,2020,16,7
Louisiana,4/18/20,462,54,2020,16,7
Massachusetts,4/18/20,1489,177,2020,16,7
Maryland,4/18/20,736,40,2020,16,7
Maine,4/18/20,20,3,2020,16,7
Michigan,4/18/20,768,81,2020,16,7
Minnesota,4/18/20,142,10,2020,16,7
Missouri,4/18/20,234,10,2020,16,7
Northern Mariana Islands,4/18/20,1,0,2020,16,7
Mississippi,4/18/20,181,12,2020,16,7
Montana,4/18/20,4,2,2020,16,7
North Carolina,4/18/20,281,12,2020,16,7
North Dakota,4/18/20,89,0,2020,16,7
Nebraska,4/18/20,149,4,2020,16,7
New Hampshire,4/18/20,55,1,2020,16,7
New Jersey,4/18/20,2953,230,2020,16,7
New Mexico,4/18/20,87,0,2020,16,7
Nevada,4/18/20,102,4,2020,16,7
New York,4/18/20,7090,485,2020,16,7
Ohio,4/18/20,1115,33,2020,16,7
Oklahoma,4/18/20,105,3,2020,16,7
Oregon,4/18/20,59,2,2020,16,7
Pennsylvania,4/18/20,1628,80,2020,16,7
Puerto Rico,4/18/20,50,2,2020,16,7
Rhode Island,4/18/20,314,19,2020,16,7
South Carolina,4/18/20,160,3,2020,16,7
South Dakota,4/18/20,131,0,2020,16,7
Tennessee,4/18/20,173,3,2020,16,7
Texas,4/18/20,889,25,2020,16,7
Utah,4/18/20,126,2,2020,16,7
Virginia,4/18/20,562,28,2020,16,7
Virgin Islands,4/18/20,2,1,2020,16,7
Vermont,4/18/20,24,3,2020,16,7
Washington,4/18/20,191,1,2020,16,7
Wisconsin,4/18/20,154,6,2020,16,7
West Virginia,4/18/20,50,2,2020,16,7
Wyoming,4/18/20,4,0,2020,16,7
Alaska,4/19/20,5,0,2020,17,1
Alabama,4/19/20,180,13,2020,17,1
Arkansas,4/19/20,4,1,2020,17,1
American Samoa,4/19/20,,,2020,17,1
Arizona,4/19/20,210,7,2020,17,1
California,4/19/20,1370,94,2020,17,1
Colorado,4/19/20,297,11,2020,17,1
Connecticut,4/19/20,412,41,2020,17,1
District of Columbia,4/19/20,127,5,2020,17,1
Delaware,4/19/20,0,0,2020,17,1
Florida,4/19/20,822,26,2020,17,1
Georgia,4/19/20,316,4,2020,17,1
Guam,4/19/20,0,0,2020,17,1
Hawaii,4/19/20,6,1,2020,17,1
Iowa,4/19/20,382,1,2020,17,1
Idaho,4/19/20,4,1,2020,17,1
Illinois,4/19/20,1197,31,2020,17,1
Indiana,4/19/20,569,17,2020,17,1
Kansas,4/19/20,51,8,2020,17,1
Kentucky,4/19/20,253,4,2020,17,1
Louisiana,4/19/20,348,29,2020,17,1
Massachusetts,4/19/20,1092,175,2020,17,1
Maryland,4/19/20,522,44,2020,17,1
Maine,4/19/20,20,2,2020,17,1
Michigan,4/19/20,633,83,2020,17,1
Minnesota,4/19/20,143,13,2020,17,1
Missouri,4/19/20,150,1,2020,17,1
Northern Mariana Islands,4/19/20,0,0,2020,17,1
Mississippi,4/19/20,300,7,2020,17,1
Montana,4/19/20,7,0,2020,17,1
North Carolina,4/19/20,353,8,2020,17,1
North Dakota,4/19/20,57,1,2020,17,1
Nebraska,4/19/20,187,0,2020,17,1
New Hampshire,4/19/20,50,3,2020,17,1
New Jersey,4/19/20,3881,132,2020,17,1
New Mexico,4/19/20,47,0,2020,17,1
Nevada,4/19/20,102,2,2020,17,1
New York,4/19/20,6054,682,2020,17,1
Ohio,4/19/20,1380,20,2020,17,1
Oklahoma,4/19/20,29,1,2020,17,1
Oregon,4/19/20,66,2,2020,17,1
Pennsylvania,4/19/20,1215,276,2020,17,1
Puerto Rico,4/19/20,95,2,2020,17,1
Rhode Island,4/19/20,215,13,2020,17,1
South Carolina,4/19/20,131,1,2020,17,1
South Dakota,4/19/20,93,0,2020,17,1
Tennessee,4/19/20,308,3,2020,17,1
Texas,4/19/20,663,24,2020,17,1
Utah,4/19/20,138,2,2020,17,1
Virginia,4/19/20,484,19,2020,17,1
Virgin Islands,4/19/20,0,0,2020,17,1
Vermont,4/19/20,9,0,2020,17,1
Washington,4/19/20,121,1,2020,17,1
Wisconsin,4/19/20,147,9,2020,17,1
West Virginia,4/19/20,65,2,2020,17,1
Wyoming,4/19/20,4,0,2020,17,1
Alaska,4/20/20,2,0,2020,17,2
Alabama,4/20/20,152,2,2020,17,2
Arkansas,4/20/20,142,2,2020,17,2
American Samoa,4/20/20,,,2020,17,2
Arizona,4/20/20,135,3,2020,17,2
California,4/20/20,645,42,2020,17,2
Colorado,4/20/20,376,27,2020,17,2
Connecticut,4/20/20,1853,204,2020,17,2
District of Columbia,4/20/20,134,9,2020,17,2
Delaware,4/20/20,207,5,2020,17,2
Florida,4/20/20,744,49,2020,17,2
Georgia,4/20/20,1242,94,2020,17,2
Guam,4/20/20,0,0,2020,17,2
Hawaii,4/20/20,4,0,2020,17,2
Iowa,4/20/20,262,4,2020,17,2
Idaho,4/20/20,64,3,2020,17,2
Illinois,4/20/20,1151,59,2020,17,2
Indiana,4/20/20,476,7,2020,17,2
Kansas,4/20/20,143,9,2020,17,2
Kentucky,4/20/20,90,6,2020,17,2
Louisiana,4/20/20,595,32,2020,17,2
Massachusetts,4/20/20,2711,180,2020,17,2
Maryland,4/20/20,855,34,2020,17,2
Maine,4/20/20,8,1,2020,17,2
Michigan,4/20/20,576,77,2020,17,2
Minnesota,4/20/20,114,9,2020,17,2
Missouri,4/20/20,140,1,2020,17,2
Northern Mariana Islands,4/20/20,0,0,2020,17,2
Mississippi,4/20/20,238,10,2020,17,2
Montana,4/20/20,0,0,2020,17,2
North Carolina,4/20/20,271,7,2020,17,2
North Dakota,4/20/20,42,3,2020,17,2
Nebraska,4/20/20,174,5,2020,17,2
New Hampshire,4/20/20,55,1,2020,17,2
New Jersey,4/20/20,3505,175,2020,17,2
New Mexico,4/20/20,126,7,2020,17,2
Nevada,4/20/20,102,6,2020,17,2
New York,4/20/20,4726,631,2020,17,2
Ohio,4/20/20,1317,38,2020,17,2
Oklahoma,4/20/20,81,3,2020,17,2
Oregon,4/20/20,46,1,2020,17,2
Pennsylvania,4/20/20,948,92,2020,17,2
Puerto Rico,4/20/20,39,1,2020,17,2
Rhode Island,4/20/20,384,5,2020,17,2
South Carolina,4/20/20,62,4,2020,17,2
South Dakota,4/20/20,50,0,2020,17,2
Tennessee,4/20/20,168,4,2020,17,2
Texas,4/20/20,535,18,2020,17,2
Utah,4/20/20,144,1,2020,17,2
Virginia,4/20/20,453,23,2020,17,2
Virgin Islands,4/20/20,0,0,2020,17,2
Vermont,4/20/20,4,0,2020,17,2
Washington,4/20/20,58,2,2020,17,2
Wisconsin,4/20/20,153,10,2020,17,2
West Virginia,4/20/20,18,6,2020,17,2
Wyoming,4/20/20,4,0,2020,17,2
Alaska,4/21/20,8,0,2020,17,3
Alabama,4/21/20,241,19,2020,17,3
Arkansas,4/21/20,67,1,2020,17,3
American Samoa,4/21/20,,,2020,17,3
Arizona,4/21/20,187,21,2020,17,3
California,4/21/20,2283,60,2020,17,3
Colorado,4/21/20,341,37,2020,17,3
Connecticut,4/21/20,545,92,2020,17,3
District of Columbia,4/21/20,171,7,2020,17,3
Delaware,4/21/20,186,10,2020,17,3
Florida,4/21/20,811,44,2020,17,3
Georgia,4/21/20,767,43,2020,17,3
Guam,4/21/20,0,0,2020,17,3
Hawaii,4/21/20,2,2,2020,17,3
Iowa,4/21/20,463,4,2020,17,3
Idaho,4/21/20,30,3,2020,17,3
Illinois,4/21/20,1551,119,2020,17,3
Indiana,4/21/20,411,61,2020,17,3
Kansas,4/21/20,116,7,2020,17,3
Kentucky,4/21/20,142,17,2020,17,3
Louisiana,4/21/20,331,77,2020,17,3
Massachusetts,4/21/20,2221,178,2020,17,3
Maryland,4/21/20,515,71,2020,17,3
Maine,4/21/20,13,1,2020,17,3
Michigan,4/21/20,967,232,2020,17,3
Minnesota,4/21/20,97,17,2020,17,3
Missouri,4/21/20,134,12,2020,17,3
Northern Mariana Islands,4/21/20,0,0,2020,17,3
Mississippi,4/21/20,204,14,2020,17,3
Montana,4/21/20,4,2,2020,17,3
North Carolina,4/21/20,187,34,2020,17,3
North Dakota,4/21/20,17,0,2020,17,3
Nebraska,4/21/20,74,5,2020,17,3
New Hampshire,4/21/20,44,0,2020,17,3
New Jersey,4/21/20,3581,376,2020,17,3
New Mexico,4/21/20,101,7,2020,17,3
Nevada,4/21/20,107,0,2020,17,3
New York,4/21/20,4178,764,2020,17,3
Ohio,4/21/20,806,48,2020,17,3
Oklahoma,4/21/20,127,21,2020,17,3
Oregon,4/21/20,46,3,2020,17,3
Pennsylvania,4/21/20,1296,360,2020,17,3
Puerto Rico,4/21/20,46,1,2020,17,3
Rhode Island,4/21/20,410,16,2020,17,3
South Carolina,4/21/20,169,11,2020,17,3
South Dakota,4/21/20,70,1,2020,17,3
Tennessee,4/21/20,156,5,2020,17,3
Texas,4/21/20,738,22,2020,17,3
Utah,4/21/20,83,4,2020,17,3
Virginia,4/21/20,641,24,2020,17,3
Virgin Islands,4/21/20,1,0,2020,17,3
Vermont,4/21/20,2,2,2020,17,3
Washington,4/21/20,86,0,2020,17,3
Wisconsin,4/21/20,121,12,2020,17,3
West Virginia,4/21/20,21,0,2020,17,3
Wyoming,4/21/20,124,4,2020,17,3
Alaska,4/22/20,6,0,2020,17,4
Alabama,4/22/20,314,16,2020,17,4
Arkansas,4/22/20,402,2,2020,17,4
American Samoa,4/22/20,,,2020,17,4
Arizona,4/22/20,208,21,2020,17,4
California,4/22/20,2135,86,2020,17,4
Colorado,4/22/20,431,22,2020,17,4
Connecticut,4/22/20,2109,121,2020,17,4
District of Columbia,4/22/20,108,15,2020,17,4
Delaware,4/22/20,269,7,2020,17,4
Florida,4/22/20,707,60,2020,17,4
Georgia,4/22/20,936,28,2020,17,4
Guam,4/22/20,0,0,2020,17,4
Hawaii,4/22/20,6,0,2020,17,4
Iowa,4/22/20,124,7,2020,17,4
Idaho,4/22/20,36,3,2020,17,4
Illinois,4/22/20,2049,97,2020,17,4
Indiana,4/22/20,341,31,2020,17,4
Kansas,4/22/20,192,3,2020,17,4
Kentucky,4/22/20,181,14,2020,17,4
Louisiana,4/22/20,404,127,2020,17,4
Massachusetts,4/22/20,2750,162,2020,17,4
Maryland,4/22/20,582,58,2020,17,4
Maine,4/22/20,19,3,2020,17,4
Michigan,4/22/20,999,113,2020,17,4
Minnesota,4/22/20,150,19,2020,17,4
Missouri,4/22/20,196,19,2020,17,4
Northern Mariana Islands,4/22/20,0,0,2020,17,4
Mississippi,4/22/20,178,10,2020,17,4
Montana,4/22/20,2,2,2020,17,4
North Carolina,4/22/20,269,29,2020,17,4
North Dakota,4/22/20,35,1,2020,17,4
Nebraska,4/22/20,91,7,2020,17,4
New Hampshire,4/22/20,97,6,2020,17,4
New Jersey,4/22/20,3478,310,2020,17,4
New Mexico,4/22/20,138,6,2020,17,4
Nevada,4/22/20,144,9,2020,17,4
New York,4/22/20,5526,661,2020,17,4
Ohio,4/22/20,392,53,2020,17,4
Oklahoma,4/22/20,87,6,2020,17,4
Oregon,4/22/20,57,0,2020,17,4
Pennsylvania,4/22/20,1156,58,2020,17,4
Puerto Rico,4/22/20,80,3,2020,17,4
Rhode Island,4/22/20,341,10,2020,17,4
South Carolina,4/22/20,153,5,2020,17,4
South Dakota,4/22/20,103,1,2020,17,4
Tennessee,4/22/20,448,9,2020,17,4
Texas,4/22/20,873,26,2020,17,4
Utah,4/22/20,149,2,2020,17,4
Virginia,4/22/20,636,26,2020,17,4
Virgin Islands,4/22/20,0,0,2020,17,4
Vermont,4/22/20,5,0,2020,17,4
Washington,4/22/20,29,0,2020,17,4
Wisconsin,4/22/20,225,4,2020,17,4
West Virginia,4/22/20,34,3,2020,17,4
Wyoming,4/22/20,6,1,2020,17,4
Alaska,4/23/20,2,0,2020,17,5
Alabama,4/23/20,222,7,2020,17,5
Arkansas,4/23/20,207,1,2020,17,5
American Samoa,4/23/20,,,2020,17,5
Arizona,4/23/20,310,20,2020,17,5
California,4/23/20,1973,115,2020,17,5
Colorado,4/23/20,384,44,2020,17,5
Connecticut,4/23/20,631,95,2020,17,5
District of Columbia,4/23/20,155,12,2020,17,5
Delaware,4/23/20,108,3,2020,17,5
Florida,4/23/20,1072,60,2020,17,5
Georgia,4/23/20,781,35,2020,17,5
Guam,4/23/20,2,0,2020,17,5
Hawaii,4/23/20,4,0,2020,17,5
Iowa,4/23/20,177,6,2020,17,5
Idaho,4/23/20,34,0,2020,17,5
Illinois,4/23/20,1826,123,2020,17,5
Indiana,4/23/20,601,45,2020,17,5
Kansas,4/23/20,365,1,2020,17,5
Kentucky,4/23/20,108,6,2020,17,5
Louisiana,4/23/20,481,67,2020,17,5
Massachusetts,4/23/20,2442,152,2020,17,5
Maryland,4/23/20,962,51,2020,17,5
Maine,4/23/20,30,5,2020,17,5
Michigan,4/23/20,1325,164,2020,17,5
Minnesota,4/23/20,225,21,2020,17,5
Missouri,4/23/20,184,10,2020,17,5
Northern Mariana Islands,4/23/20,0,0,2020,17,5
Mississippi,4/23/20,259,8,2020,17,5
Montana,4/23/20,3,0,2020,17,5
North Carolina,4/23/20,388,11,2020,17,5
North Dakota,4/23/20,30,1,2020,17,5
Nebraska,4/23/20,311,2,2020,17,5
New Hampshire,4/23/20,82,3,2020,17,5
New Jersey,4/23/20,4124,305,2020,17,5
New Mexico,4/23/20,169,7,2020,17,5
Nevada,4/23/20,127,17,2020,17,5
New York,4/23/20,6244,507,2020,17,5
Ohio,4/23/20,577,46,2020,17,5
Oklahoma,4/23/20,123,9,2020,17,5
Oregon,4/23/20,68,5,2020,17,5
Pennsylvania,4/23/20,1369,-201,2020,17,5
Puerto Rico,4/23/20,38,2,2020,17,5
Rhode Island,4/23/20,415,8,2020,17,5
South Carolina,4/23/20,156,10,2020,17,5
South Dakota,4/23/20,98,0,2020,17,5
Tennessee,4/23/20,424,4,2020,17,5
Texas,4/23/20,875,18,2020,17,5
Utah,4/23/20,167,1,2020,17,5
Virginia,4/23/20,726,24,2020,17,5
Virgin Islands,4/23/20,0,0,2020,17,5
Vermont,4/23/20,2,3,2020,17,5
Washington,4/23/20,406,20,2020,17,5
Wisconsin,4/23/20,207,11,2020,17,5
West Virginia,4/23/20,18,2,2020,17,5
Wyoming,4/23/20,6,0,2020,17,5
Alaska,4/24/20,2,0,2020,17,6
Alabama,4/24/20,194,5,2020,17,6
Arkansas,4/24/20,211,2,2020,17,6
American Samoa,4/24/20,,,2020,17,6
Arizona,4/24/20,276,17,2020,17,6
California,4/24/20,1885,93,2020,17,6
Colorado,4/24/20,994,122,2020,17,6
Connecticut,4/24/20,821,125,2020,17,6
District of Columbia,4/24/20,167,14,2020,17,6
Delaware,4/24/20,134,8,2020,17,6
Florida,4/24/20,885,59,2020,17,6
Georgia,4/24/20,608,18,2020,17,6
Guam,4/24/20,2,0,2020,17,6
Hawaii,4/24/20,5,1,2020,17,6
Iowa,4/24/20,520,11,2020,17,6
Idaho,4/24/20,34,0,2020,17,6
Illinois,4/24/20,2724,107,2020,17,6
Indiana,4/24/20,641,35,2020,17,6
Kansas,4/24/20,238,5,2020,17,6
Kentucky,4/24/20,298,9,2020,17,6
Louisiana,4/24/20,401,61,2020,17,6
Massachusetts,4/24/20,2345,195,2020,17,6
Maryland,4/24/20,881,45,2020,17,6
Maine,4/24/20,28,3,2020,17,6
Michigan,4/24/20,1350,108,2020,17,6
Minnesota,4/24/20,243,21,2020,17,6
Missouri,4/24/20,304,44,2020,17,6
Northern Mariana Islands,4/24/20,0,0,2020,17,6
Mississippi,4/24/20,281,8,2020,17,6
Montana,4/24/20,2,0,2020,17,6
North Carolina,4/24/20,444,16,2020,17,6
North Dakota,4/24/20,39,0,2020,17,6
Nebraska,4/24/20,297,3,2020,17,6
New Hampshire,4/24/20,50,2,2020,17,6
New Jersey,4/24/20,2207,249,2020,17,6
New Mexico,4/24/20,142,6,2020,17,6
Nevada,4/24/20,190,8,2020,17,6
New York,4/24/20,8130,403,2020,17,6
Ohio,4/24/20,475,34,2020,17,6
Oklahoma,4/24/20,104,9,2020,17,6
Oregon,4/24/20,50,3,2020,17,6
Pennsylvania,4/24/20,1599,71,2020,17,6
Puerto Rico,4/24/20,0,0,2020,17,6
Rhode Island,4/24/20,443,13,2020,17,6
South Carolina,4/24/20,153,7,2020,17,6
South Dakota,4/24/20,84,1,2020,17,6
Tennessee,4/24/20,460,-2,2020,17,6
Texas,4/24/20,862,32,2020,17,6
Utah,4/24/20,170,4,2020,17,6
Virginia,4/24/20,596,38,2020,17,6
Virgin Islands,4/24/20,0,0,2020,17,6
Vermont,4/24/20,2,1,2020,17,6
Washington,4/24/20,224,12,2020,17,6
Wisconsin,4/24/20,304,5,2020,17,6
West Virginia,4/24/20,29,1,2020,17,6
Wyoming,4/24/20,20,0,2020,17,6
Alaska,4/25/20,0,0,2020,17,7
Alabama,4/25/20,187,4,2020,17,7
Arkansas,4/25/20,99,1,2020,17,7
American Samoa,4/25/20,,,2020,17,7
Arizona,4/25/20,235,7,2020,17,7
California,4/25/20,1883,89,2020,17,7
Colorado,4/25/20,712,-2,2020,17,7
Connecticut,4/25/20,661,98,2020,17,7
District of Columbia,4/25/20,167,12,2020,17,7
Delaware,4/25/20,134,12,2020,17,7
Florida,4/25/20,306,9,2020,17,7
Georgia,4/25/20,725,8,2020,17,7
Guam,4/25/20,1,0,2020,17,7
Hawaii,4/25/20,3,1,2020,17,7
Iowa,4/25/20,646,5,2020,17,7
Idaho,4/25/20,17,2,2020,17,7
Illinois,4/25/20,2119,79,2020,17,7
Indiana,4/25/20,715,122,2020,17,7
Kansas,4/25/20,176,2,2020,17,7
