STATE,REPORTDATE,cases,deaths,MMWRyear,MMWRweek,MMWRday
Tennessee,6/12/20,786,27,2020,24,6
Texas,6/12/20,2097,19,2020,24,6
Utah,6/12/20,325,8,2020,24,6
Virginia,6/12/20,564,14,2020,24,6
Virgin Islands,6/12/20,0,0,2020,24,6
Vermont,6/12/20,9,0,2020,24,6
Washington,6/12/20,392,10,2020,24,6
Wisconsin,6/12/20,354,7,2020,24,6
West Virginia,6/12/20,32,2,2020,24,6
Wyoming,6/12/20,18,0,2020,24,6
Alaska,6/13/20,29,0,2020,24,7
Alabama,6/13/20,891,4,2020,24,7
Arkansas,6/13/20,548,1,2020,24,7
American Samoa,6/13/20,,,2020,24,7
Arizona,6/13/20,1540,39,2020,24,7
California,6/13/20,3660,46,2020,24,7
Colorado,6/13/20,195,3,2020,24,7
Connecticut,6/13/20,305,27,2020,24,7
District of Columbia,6/13/20,55,5,2020,24,7
Delaware,6/13/20,56,5,2020,24,7
Florida,6/13/20,2581,49,2020,24,7
Georgia,6/13/20,1018,28,2020,24,7
Guam,6/13/20,0,0,2020,24,7
Hawaii,6/13/20,17,0,2020,24,7
Iowa,6/13/20,389,8,2020,24,7
Idaho,6/13/20,46,0,2020,24,7
Illinois,6/13/20,673,29,2020,24,7
Indiana,6/13/20,397,17,2020,24,7
Kansas,6/13/20,47,2,2020,24,7
Kentucky,6/13/20,279,2,2020,24,7
Louisiana,6/13/20,1288,8,2020,24,7
Massachusetts,6/13/20,336,38,2020,24,7
Maryland,6/13/20,692,26,2020,24,7
Maine,6/13/20,36,0,2020,24,7
Michigan,6/13/20,164,23,2020,24,7
Minnesota,6/13/20,377,9,2020,24,7
Missouri,6/13/20,225,7,2020,24,7
Northern Mariana Islands,6/13/20,0,0,2020,24,7
Mississippi,6/13/20,257,8,2020,24,7
Montana,6/13/20,15,0,2020,24,7
North Carolina,6/13/20,1427,12,2020,24,7
North Dakota,6/13/20,42,0,2020,24,7
Nebraska,6/13/20,120,0,2020,24,7
New Hampshire,6/13/20,48,3,2020,24,7
New Jersey,6/13/20,441,100,2020,24,7
New Mexico,6/13/20,95,5,2020,24,7
Nevada,6/13/20,268,1,2020,24,7
New York,6/13/20,916,28,2020,24,7
Ohio,6/13/20,424,46,2020,24,7
Oklahoma,6/13/20,225,0,2020,24,7
Oregon,6/13/20,158,1,2020,24,7
Pennsylvania,6/13/20,463,49,2020,24,7
Puerto Rico,6/13/20,154,0,2020,24,7
Rhode Island,6/13/20,0,0,2020,24,7
South Carolina,6/13/20,785,6,2020,24,7
South Dakota,6/13/20,91,1,2020,24,7
Tennessee,6/13/20,415,4,2020,24,7
Texas,6/13/20,2331,18,2020,24,7
Utah,6/13/20,404,0,2020,24,7
Virginia,6/13/20,658,7,2020,24,7
Virgin Islands,6/13/20,0,0,2020,24,7
Vermont,6/13/20,6,0,2020,24,7
Washington,6/13/20,367,9,2020,24,7
Wisconsin,6/13/20,294,2,2020,24,7
West Virginia,6/13/20,25,0,2020,24,7
Wyoming,6/13/20,23,0,2020,24,7
Alaska,6/14/20,7,0,2020,25,1
Alabama,6/14/20,1014,0,2020,25,1
Arkansas,6/14/20,406,2,2020,25,1
American Samoa,6/14/20,,,2020,25,1
Arizona,6/14/20,1233,3,2020,25,1
California,6/14/20,3212,74,2020,25,1
Colorado,6/14/20,113,1,2020,25,1
Connecticut,6/14/20,94,15,2020,25,1
District of Columbia,6/14/20,58,4,2020,25,1
Delaware,6/14/20,35,3,2020,25,1
Florida,6/14/20,2016,97,2020,25,1
Georgia,6/14/20,880,5,2020,25,1
Guam,6/14/20,0,0,2020,25,1
Hawaii,6/14/20,5,0,2020,25,1
Iowa,6/14/20,349,1,2020,25,1
Idaho,6/14/20,0,0,2020,25,1
Illinois,6/14/20,672,19,2020,25,1
Indiana,6/14/20,366,9,2020,25,1
Kansas,6/14/20,81,0,2020,25,1
Kentucky,6/14/20,84,1,2020,25,1
Louisiana,6/14/20,336,10,2020,25,1
Massachusetts,6/14/20,208,48,2020,25,1
Maryland,6/14/20,396,13,2020,25,1
Maine,6/14/20,36,0,2020,25,1
Michigan,6/14/20,218,3,2020,25,1
Minnesota,6/14/20,299,15,2020,25,1
Missouri,6/14/20,173,0,2020,25,1
Northern Mariana Islands,6/14/20,0,0,2020,25,1
Mississippi,6/14/20,168,2,2020,25,1
Montana,6/14/20,13,1,2020,25,1
North Carolina,6/14/20,1443,5,2020,25,1
North Dakota,6/14/20,22,0,2020,25,1
Nebraska,6/14/20,52,0,2020,25,1
New Hampshire,6/14/20,19,2,2020,25,1
New Jersey,6/14/20,276,36,2020,25,1
New Mexico,6/14/20,102,4,2020,25,1
Nevada,6/14/20,227,1,2020,25,1
New York,6/14/20,694,24,2020,25,1
Ohio,6/14/20,300,0,2020,25,1
Oklahoma,6/14/20,158,0,2020,25,1
Oregon,6/14/20,101,2,2020,25,1
Pennsylvania,6/14/20,336,4,2020,25,1
Puerto Rico,6/14/20,121,1,2020,25,1
Rhode Island,6/14/20,0,0,2020,25,1
South Carolina,6/14/20,840,1,2020,25,1
South Dakota,6/14/20,65,0,2020,25,1
Tennessee,6/14/20,891,3,2020,25,1
Texas,6/14/20,1843,19,2020,25,1
Utah,6/14/20,332,0,2020,25,1
Virginia,6/14/20,637,5,2020,25,1
Virgin Islands,6/14/20,0,0,2020,25,1
Vermont,6/14/20,2,0,2020,25,1
Washington,6/14/20,296,4,2020,25,1
Wisconsin,6/14/20,251,1,2020,25,1
West Virginia,6/14/20,16,0,2020,25,1
Wyoming,6/14/20,10,0,2020,25,1
Alaska,6/15/20,3,0,2020,25,2
Alabama,6/15/20,657,1,2020,25,2
Arkansas,6/15/20,416,3,2020,25,2
American Samoa,6/15/20,,,2020,25,2
Arizona,6/15/20,1014,8,2020,25,2
California,6/15/20,2597,26,2020,25,2
Colorado,6/15/20,169,6,2020,25,2
Connecticut,6/15/20,147,3,2020,25,2
District of Columbia,6/15/20,32,0,2020,25,2
Delaware,6/15/20,76,1,2020,25,2
Florida,6/15/20,1758,8,2020,25,2
Georgia,6/15/20,733,43,2020,25,2
Guam,6/15/20,2,0,2020,25,2
Hawaii,6/15/20,8,0,2020,25,2
Iowa,6/15/20,142,2,2020,25,2
Idaho,6/15/20,63,1,2020,25,2
Illinois,6/15/20,473,18,2020,25,2
Indiana,6/15/20,521,11,2020,25,2
Kansas,6/15/20,218,1,2020,25,2
Kentucky,6/15/20,118,5,2020,25,2
Louisiana,6/15/20,553,5,2020,25,2
Massachusetts,6/15/20,87,23,2020,25,2
Maryland,6/15/20,331,8,2020,25,2
Maine,6/15/20,17,1,2020,25,2
Michigan,6/15/20,31,2,2020,25,2
Minnesota,6/15/20,222,6,2020,25,2
Missouri,6/15/20,206,1,2020,25,2
Northern Mariana Islands,6/15/20,0,0,2020,25,2
Mississippi,6/15/20,283,4,2020,25,2
Montana,6/15/20,8,0,2020,25,2
North Carolina,6/15/20,983,9,2020,25,2
North Dakota,6/15/20,21,0,2020,25,2
Nebraska,6/15/20,166,4,2020,25,2
New Hampshire,6/15/20,27,0,2020,25,2
New Jersey,6/15/20,222,51,2020,25,2
New Mexico,6/15/20,122,5,2020,25,2
Nevada,6/15/20,106,1,2020,25,2
New York,6/15/20,620,31,2020,25,2
Ohio,6/15/20,428,19,2020,25,2
Oklahoma,6/15/20,186,0,2020,25,2
Oregon,6/15/20,184,4,2020,25,2
Pennsylvania,6/15/20,323,28,2020,25,2
Puerto Rico,6/15/20,79,0,2020,25,2
Rhode Island,6/15/20,146,18,2020,25,2
South Carolina,6/15/20,583,2,2020,25,2
South Dakota,6/15/20,30,0,2020,25,2
Tennessee,6/15/20,728,8,2020,25,2
Texas,6/15/20,1254,7,2020,25,2
Utah,6/15/20,295,4,2020,25,2
Virginia,6/15/20,380,6,2020,25,2
Virgin Islands,6/15/20,0,0,2020,25,2
Vermont,6/15/20,1,0,2020,25,2
Washington,6/15/20,324,4,2020,25,2
Wisconsin,6/15/20,206,2,2020,25,2
West Virginia,6/15/20,32,0,2020,25,2
Wyoming,6/15/20,19,0,2020,25,2
Alaska,6/16/20,12,0,2020,25,3
Alabama,6/16/20,640,11,2020,25,3
Arkansas,6/16/20,274,6,2020,25,3
American Samoa,6/16/20,,,2020,25,3
Arizona,6/16/20,2392,25,2020,25,3
California,6/16/20,2108,32,2020,25,3
Colorado,6/16/20,143,12,2020,25,3
Connecticut,6/16/20,114,6,2020,25,3
District of Columbia,6/16/20,19,5,2020,25,3
Delaware,6/16/20,63,1,2020,25,3
Florida,6/16/20,2783,55,2020,25,3
Georgia,6/16/20,664,35,2020,25,3
Guam,6/16/20,1,0,2020,25,3
Hawaii,6/16/20,4,0,2020,25,3
Iowa,6/16/20,122,8,2020,25,3
Idaho,6/16/20,78,0,2020,25,3
Illinois,6/16/20,623,72,2020,25,3
Indiana,6/16/20,356,14,2020,25,3
Kansas,6/16/20,46,0,2020,25,3
Kentucky,6/16/20,182,7,2020,25,3
Louisiana,6/16/20,534,23,2020,25,3
Massachusetts,6/16/20,195,18,2020,25,3
Maryland,6/16/20,377,35,2020,25,3
Maine,6/16/20,9,0,2020,25,3
Michigan,6/16/20,184,16,2020,25,3
Minnesota,6/16/20,189,9,2020,25,3
Missouri,6/16/20,225,2,2020,25,3
Northern Mariana Islands,6/16/20,0,0,2020,25,3
Mississippi,6/16/20,353,20,2020,25,3
Montana,6/16/20,5,0,2020,25,3
North Carolina,6/16/20,751,36,2020,25,3
North Dakota,6/16/20,23,0,2020,25,3
Nebraska,6/16/20,180,11,2020,25,3
New Hampshire,6/16/20,19,6,2020,25,3
New Jersey,6/16/20,323,51,2020,25,3
New Mexico,6/16/20,88,7,2020,25,3
Nevada,6/16/20,379,2,2020,25,3
New York,6/16/20,631,28,2020,25,3
Ohio,6/16/20,434,24,2020,25,3
Oklahoma,6/16/20,228,4,2020,25,3
Oregon,6/16/20,278,2,2020,25,3
Pennsylvania,6/16/20,350,34,2020,25,3
Puerto Rico,6/16/20,61,0,2020,25,3
Rhode Island,6/16/20,71,14,2020,25,3
South Carolina,6/16/20,612,5,2020,25,3
South Dakota,6/16/20,38,2,2020,25,3
Tennessee,6/16/20,670,10,2020,25,3
Texas,6/16/20,4098,46,2020,25,3
Utah,6/16/20,329,2,2020,25,3
Virginia,6/16/20,445,18,2020,25,3
Virgin Islands,6/16/20,0,0,2020,25,3
Vermont,6/16/20,3,0,2020,25,3
Washington,6/16/20,373,10,2020,25,3
Wisconsin,6/16/20,298,9,2020,25,3
West Virginia,6/16/20,19,0,2020,25,3
Wyoming,6/16/20,10,0,2020,25,3
Alaska,6/17/20,20,0,2020,25,4
Alabama,6/17/20,400,5,2020,25,4
Arkansas,6/17/20,415,9,2020,25,4
American Samoa,6/17/20,,,2020,25,4
Arizona,6/17/20,1827,20,2020,25,4
California,6/17/20,3455,87,2020,25,4
Colorado,6/17/20,231,14,2020,25,4
Connecticut,6/17/20,80,9,2020,25,4
District of Columbia,6/17/20,29,3,2020,25,4
Delaware,6/17/20,41,2,2020,25,4
Florida,6/17/20,2610,25,2020,25,4
Georgia,6/17/20,952,46,2020,25,4
Guam,6/17/20,2,0,2020,25,4
Hawaii,6/17/20,4,0,2020,25,4
Iowa,6/17/20,211,10,2020,25,4
Idaho,6/17/20,92,0,2020,25,4
Illinois,6/17/20,546,87,2020,25,4
Indiana,6/17/20,227,28,2020,25,4
Kansas,6/17/20,221,1,2020,25,4
Kentucky,6/17/20,166,6,2020,25,4
Louisiana,6/17/20,928,20,2020,25,4
Massachusetts,6/17/20,266,69,2020,25,4
Maryland,6/17/20,560,14,2020,25,4
Maine,6/17/20,17,1,2020,25,4
Michigan,6/17/20,228,2,2020,25,4
Minnesota,6/17/20,414,12,2020,25,4
Missouri,6/17/20,211,27,2020,25,4
Northern Mariana Islands,6/17/20,0,0,2020,25,4
Mississippi,6/17/20,489,23,2020,25,4
Montana,6/17/20,16,1,2020,25,4
North Carolina,6/17/20,1002,14,2020,25,4
North Dakota,6/17/20,42,0,2020,25,4
Nebraska,6/17/20,195,3,2020,25,4
New Hampshire,6/17/20,72,4,2020,25,4
New Jersey,6/17/20,277,42,2020,25,4
New Mexico,6/17/20,132,5,2020,25,4
Nevada,6/17/20,184,6,2020,25,4
New York,6/17/20,567,15,2020,25,4
Ohio,6/17/20,412,14,2020,25,4
Oklahoma,6/17/20,259,1,2020,25,4
Oregon,6/17/20,120,1,2020,25,4
Pennsylvania,6/17/20,347,42,2020,25,4
Puerto Rico,6/17/20,52,0,2020,25,4
Rhode Island,6/17/20,49,11,2020,25,4
South Carolina,6/17/20,561,10,2020,25,4
South Dakota,6/17/20,84,1,2020,25,4
Tennessee,6/17/20,313,4,2020,25,4
Texas,6/17/20,3129,33,2020,25,4
Utah,6/17/20,407,4,2020,25,4
Virginia,6/17/20,444,13,2020,25,4
Virgin Islands,6/17/20,1,0,2020,25,4
Vermont,6/17/20,-1,0,2020,25,4
Washington,6/17/20,253,-5,2020,25,4
Wisconsin,6/17/20,285,9,2020,25,4
West Virginia,6/17/20,35,0,2020,25,4
Wyoming,6/17/20,25,0,2020,25,4
Alaska,6/18/20,12,0,2020,25,5
Alabama,6/18/20,894,20,2020,25,5
Arkansas,6/18/20,322,11,2020,25,5
American Samoa,6/18/20,,,2020,25,5
Arizona,6/18/20,2519,32,2020,25,5
California,6/18/20,4084,82,2020,25,5
Colorado,6/18/20,228,7,2020,25,5
Connecticut,6/18/20,11,7,2020,25,5
District of Columbia,6/18/20,56,4,2020,25,5
Delaware,6/18/20,55,5,2020,25,5
Florida,6/18/20,3207,44,2020,25,5
Georgia,6/18/20,882,30,2020,25,5
Guam,6/18/20,4,0,2020,25,5
Hawaii,6/18/20,18,0,2020,25,5
Iowa,6/18/20,358,6,2020,25,5
Idaho,6/18/20,111,1,2020,25,5
Illinois,6/18/20,593,52,2020,25,5
Indiana,6/18/20,425,16,2020,25,5
Kansas,6/18/20,111,4,2020,25,5
Kentucky,6/18/20,202,2,2020,25,5
Louisiana,6/18/20,0,0,2020,25,5
Massachusetts,6/18/20,271,36,2020,25,5
Maryland,6/18/20,260,20,2020,25,5
Maine,6/18/20,42,0,2020,25,5
Michigan,6/18/20,301,25,2020,25,5
Minnesota,6/18/20,379,19,2020,25,5
Missouri,6/18/20,283,37,2020,25,5
Northern Mariana Islands,6/18/20,0,0,2020,25,5
Mississippi,6/18/20,381,5,2020,25,5
Montana,6/18/20,25,0,2020,25,5
North Carolina,6/18/20,1333,7,2020,25,5
North Dakota,6/18/20,27,4,2020,25,5
Nebraska,6/18/20,189,6,2020,25,5
New Hampshire,6/18/20,14,1,2020,25,5
New Jersey,6/18/20,404,31,2020,25,5
New Mexico,6/18/20,56,0,2020,25,5
Nevada,6/18/20,234,2,2020,25,5
New York,6/18/20,618,40,2020,25,5
Ohio,6/18/20,700,22,2020,25,5
Oklahoma,6/18/20,450,2,2020,25,5
Oregon,6/18/20,148,4,2020,25,5
Pennsylvania,6/18/20,418,42,2020,25,5
Puerto Rico,6/18/20,108,0,2020,25,5
Rhode Island,6/18/20,56,9,2020,25,5
South Carolina,6/18/20,992,4,2020,25,5
South Dakota,6/18/20,59,0,2020,25,5
Tennessee,6/18/20,686,12,2020,25,5
Texas,6/18/20,3516,43,2020,25,5
Utah,6/18/20,495,3,2020,25,5
Virginia,6/18/20,463,3,2020,25,5
Virgin Islands,6/18/20,0,0,2020,25,5
Vermont,6/18/20,5,1,2020,25,5
Washington,6/18/20,408,19,2020,25,5
Wisconsin,6/18/20,461,7,2020,25,5
West Virginia,6/18/20,42,0,2020,25,5
Wyoming,6/18/20,30,0,2020,25,5
Alaska,6/19/20,14,0,2020,25,6
Alabama,6/19/20,796,12,2020,25,6
Arkansas,6/19/20,703,6,2020,25,6
American Samoa,6/19/20,,,2020,25,6
Arizona,6/19/20,3246,41,2020,25,6
California,6/19/20,4317,70,2020,25,6
Colorado,6/19/20,286,5,2020,25,6
Connecticut,6/19/20,117,12,2020,25,6
District of Columbia,6/19/20,49,3,2020,25,6
Delaware,6/19/20,112,2,2020,25,6
Florida,6/19/20,3822,43,2020,25,6
Georgia,6/19/20,1097,31,2020,25,6
Guam,6/19/20,8,0,2020,25,6
Hawaii,6/19/20,27,0,2020,25,6
Iowa,6/19/20,427,3,2020,25,6
Idaho,6/19/20,128,0,2020,25,6
Illinois,6/19/20,692,43,2020,25,6
Indiana,6/19/20,308,25,2020,25,6
Kansas,6/19/20,272,2,2020,25,6
Kentucky,6/19/20,0,0,2020,25,6
Louisiana,6/19/20,-119,22,2020,25,6
Massachusetts,6/19/20,228,30,2020,25,6
Maryland,6/19/20,319,14,2020,25,6
Maine,6/19/20,35,0,2020,25,6
Michigan,6/19/20,299,6,2020,25,6
Minnesota,6/19/20,356,17,2020,25,6
Missouri,6/19/20,293,2,2020,25,6
Northern Mariana Islands,6/19/20,0,0,2020,25,6
Mississippi,6/19/20,0,0,2020,25,6
Montana,6/19/20,11,0,2020,25,6
North Carolina,6/19/20,1652,22,2020,25,6
North Dakota,6/19/20,33,1,2020,25,6
Nebraska,6/19/20,176,4,2020,25,6
New Hampshire,6/19/20,36,6,2020,25,6
New Jersey,6/19/20,389,35,2020,25,6
New Mexico,6/19/20,139,12,2020,25,6
Nevada,6/19/20,410,3,2020,25,6
New York,6/19/20,796,23,2020,25,6
Ohio,6/19/20,609,34,2020,25,6
Oklahoma,6/19/20,352,1,2020,25,6
Oregon,6/19/20,206,1,2020,25,6
Pennsylvania,6/19/20,526,38,2020,25,6
Puerto Rico,6/19/20,84,0,2020,25,6
Rhode Island,6/19/20,68,9,2020,25,6
South Carolina,6/19/20,1083,18,2020,25,6
South Dakota,6/19/20,49,3,2020,25,6
Tennessee,6/19/20,1188,6,2020,25,6
Texas,6/19/20,3454,35,2020,25,6
Utah,6/19/20,586,3,2020,25,6
Virginia,6/19/20,555,16,2020,25,6
Virgin Islands,6/19/20,0,0,2020,25,6
Vermont,6/19/20,9,0,2020,25,6
Washington,6/19/20,409,10,2020,25,6
Wisconsin,6/19/20,323,11,2020,25,6
West Virginia,6/19/20,50,0,2020,25,6
Wyoming,6/19/20,29,2,2020,25,6
Alaska,6/20/20,21,0,2020,25,7
Alabama,6/20/20,547,16,2020,25,7
Arkansas,6/20/20,511,10,2020,25,7
American Samoa,6/20/20,,,2020,25,7
Arizona,6/20/20,3109,26,2020,25,7
California,6/20/20,3893,64,2020,25,7
Colorado,6/20/20,162,4,2020,25,7
Connecticut,6/20/20,158,13,2020,25,7
District of Columbia,6/20/20,32,1,2020,25,7
Delaware,6/20/20,70,1,2020,25,7
Florida,6/20/20,4049,40,2020,25,7
Georgia,6/20/20,1800,6,2020,25,7
Guam,6/20/20,22,0,2020,25,7
Hawaii,6/20/20,14,0,2020,25,7
Iowa,6/20/20,260,1,2020,25,7
Idaho,6/20/20,135,0,2020,25,7
Illinois,6/20/20,634,45,2020,25,7
Indiana,6/20/20,315,20,2020,25,7
Kansas,6/20/20,76,3,2020,25,7
Kentucky,6/20/20,433,4,2020,25,7
Louisiana,6/20/20,870,20,2020,25,7
Massachusetts,6/20/20,286,28,2020,25,7
Maryland,6/20/20,408,22,2020,25,7
Maine,6/20/20,25,0,2020,25,7
Michigan,6/20/20,448,20,2020,25,7
Minnesota,6/20/20,436,11,2020,25,7
Missouri,6/20/20,389,7,2020,25,7
Northern Mariana Islands,6/20/20,0,0,2020,25,7
Mississippi,6/20/20,0,0,2020,25,7
Montana,6/20/20,32,0,2020,25,7
North Carolina,6/20/20,1549,15,2020,25,7
North Dakota,6/20/20,25,0,2020,25,7
Nebraska,6/20/20,116,0,2020,25,7
New Hampshire,6/20/20,32,2,2020,25,7
New Jersey,6/20/20,338,22,2020,25,7
New Mexico,6/20/20,170,2,2020,25,7
Nevada,6/20/20,445,8,2020,25,7
New York,6/20/20,716,15,2020,25,7
Ohio,6/20/20,531,30,2020,25,7
Oklahoma,6/20/20,331,1,2020,25,7
Oregon,6/20/20,178,1,2020,25,7
Pennsylvania,6/20/20,504,20,2020,25,7
Puerto Rico,6/20/20,268,0,2020,25,7
Rhode Island,6/20/20,0,0,2020,25,7
South Carolina,6/20/20,1155,5,2020,25,7
South Dakota,6/20/20,67,0,2020,25,7
Tennessee,6/20/20,429,9,2020,25,7
Texas,6/20/20,4430,25,2020,25,7
Utah,6/20/20,643,0,2020,25,7
Virginia,6/20/20,650,5,2020,25,7
Virgin Islands,6/20/20,0,0,2020,25,7
Vermont,6/20/20,3,0,2020,25,7
Washington,6/20/20,624,10,2020,25,7
Wisconsin,6/20/20,413,14,2020,25,7
West Virginia,6/20/20,32,0,2020,25,7
Wyoming,6/20/20,6,0,2020,25,7
Alaska,6/21/20,12,0,2020,26,1
Alabama,6/21/20,472,1,2020,26,1
Arkansas,6/21/20,419,1,2020,26,1
American Samoa,6/21/20,,,2020,26,1
Arizona,6/21/20,2592,1,2020,26,1
California,6/21/20,4515,71,2020,26,1
Colorado,6/21/20,190,0,2020,26,1
Connecticut,6/21/20,40,9,2020,26,1
District of Columbia,6/21/20,36,2,2020,26,1
Delaware,6/21/20,94,1,2020,26,1
Florida,6/21/20,3494,17,2020,26,1
Georgia,6/21/20,892,1,2020,26,1
Guam,6/21/20,0,0,2020,26,1
Hawaii,6/21/20,11,0,2020,26,1
Iowa,6/21/20,467,4,2020,26,1
Idaho,6/21/20,84,0,2020,26,1
Illinois,6/21/20,658,22,2020,26,1
Indiana,6/21/20,362,4,2020,26,1
Kansas,6/21/20,39,1,2020,26,1
Kentucky,6/21/20,120,2,2020,26,1
Louisiana,6/21/20,393,1,2020,26,1
Massachusetts,6/21/20,125,30,2020,26,1
Maryland,6/21/20,350,14,2020,26,1
Maine,6/21/20,19,0,2020,26,1
Michigan,6/21/20,166,3,2020,26,1
Minnesota,6/21/20,453,8,2020,26,1
Missouri,6/21/20,415,1,2020,26,1
Northern Mariana Islands,6/21/20,0,0,2020,26,1
Mississippi,6/21/20,0,0,2020,26,1
Montana,6/21/20,19,0,2020,26,1
North Carolina,6/21/20,1412,8,2020,26,1
North Dakota,6/21/20,37,1,2020,26,1
Nebraska,6/21/20,103,0,2020,26,1
New Hampshire,6/21/20,26,0,2020,26,1
New Jersey,6/21/20,308,13,2020,26,1
New Mexico,6/21/20,135,3,2020,26,1
Nevada,6/21/20,274,1,2020,26,1
New York,6/21/20,664,16,2020,26,1
Ohio,6/21/20,546,3,2020,26,1
Oklahoma,6/21/20,478,1,2020,26,1
Oregon,6/21/20,187,1,2020,26,1
Pennsylvania,6/21/20,464,4,2020,26,1
Puerto Rico,6/21/20,62,2,2020,26,1
Rhode Island,6/21/20,0,0,2020,26,1
South Carolina,6/21/20,907,9,2020,26,1
South Dakota,6/21/20,72,0,2020,26,1
Tennessee,6/21/20,656,2,2020,26,1
Texas,6/21/20,3866,17,2020,26,1
Utah,6/21/20,394,3,2020,26,1
Virginia,6/21/20,551,4,2020,26,1
Virgin Islands,6/21/20,3,0,2020,26,1
Vermont,6/21/20,12,0,2020,26,1
Washington,6/21/20,455,5,2020,26,1
Wisconsin,6/21/20,289,0,2020,26,1
West Virginia,6/21/20,43,1,2020,26,1
Wyoming,6/21/20,18,0,2020,26,1
Alaska,6/22/20,6,0,2020,26,2
Alabama,6/22/20,433,2,2020,26,2
Arkansas,6/22/20,522,2,2020,26,2
American Samoa,6/22/20,,,2020,26,2
Arizona,6/22/20,2196,3,2020,26,2
California,6/22/20,4230,20,2020,26,2
Colorado,6/22/20,166,4,2020,26,2
Connecticut,6/22/20,27,3,2020,26,2
District of Columbia,6/22/20,38,2,2020,26,2
Delaware,6/22/20,45,0,2020,26,2
Florida,6/22/20,2926,12,2020,26,2
Georgia,6/22/20,1227,5,2020,26,2
Guam,6/22/20,0,0,2020,26,2
Hawaii,6/22/20,2,0,2020,26,2
Iowa,6/22/20,162,1,2020,26,2
Idaho,6/22/20,164,0,2020,26,2
Illinois,6/22/20,462,24,2020,26,2
Indiana,6/22/20,210,13,2020,26,2
Kansas,6/22/20,296,1,2020,26,2
Kentucky,6/22/20,89,0,2020,26,2
Louisiana,6/22/20,461,11,2020,26,2
Massachusetts,6/22/20,149,16,2020,26,2
Maryland,6/22/20,297,8,2020,26,2
Maine,6/22/20,14,0,2020,26,2
Michigan,6/22/20,246,7,2020,26,2
Minnesota,6/22/20,307,4,2020,26,2
Missouri,6/22/20,138,5,2020,26,2
Northern Mariana Islands,6/22/20,0,0,2020,26,2
Mississippi,6/22/20,1265,35,2020,26,2
Montana,6/22/20,23,1,2020,26,2
North Carolina,6/22/20,804,3,2020,26,2
North Dakota,6/22/20,25,0,2020,26,2
Nebraska,6/22/20,147,5,2020,26,2
New Hampshire,6/22/20,14,0,2020,26,2
New Jersey,6/22/20,273,25,2020,26,2
New Mexico,6/22/20,129,0,2020,26,2
Nevada,6/22/20,330,2,2020,26,2
New York,6/22/20,552,17,2020,26,2
Ohio,6/22/20,729,4,2020,26,2
Oklahoma,6/22/20,218,0,2020,26,2
Oregon,6/22/20,146,2,2020,26,2
Pennsylvania,6/22/20,456,3,2020,26,2
Puerto Rico,6/22/20,39,0,2020,26,2
Rhode Island,6/22/20,122,9,2020,26,2
South Carolina,6/22/20,1008,6,2020,26,2
South Dakota,6/22/20,29,0,2020,26,2
Tennessee,6/22/20,451,5,2020,26,2
Texas,6/22/20,3280,10,2020,26,2
Utah,6/22/20,444,0,2020,26,2
Virginia,6/22/20,471,9,2020,26,2
Virgin Islands,6/22/20,0,0,2020,26,2
Vermont,6/22/20,4,0,2020,26,2
Washington,6/22/20,190,6,2020,26,2
Wisconsin,6/22/20,263,1,2020,26,2
West Virginia,6/22/20,28,1,2020,26,2
Wyoming,6/22/20,33,0,2020,26,2
Alaska,6/23/20,17,0,2020,26,3
Alabama,6/23/20,643,23,2020,26,3
Arkansas,6/23/20,595,10,2020,26,3
American Samoa,6/23/20,,,2020,26,3
Arizona,6/23/20,3593,42,2020,26,3
California,6/23/20,5019,65,2020,26,3
Colorado,6/23/20,188,14,2020,26,3
Connecticut,6/23/20,117,14,2020,26,3
District of Columbia,6/23/20,36,2,2020,26,3
Delaware,6/23/20,27,69,2020,26,3
Florida,6/23/20,3286,67,2020,26,3
Georgia,6/23/20,1750,40,2020,26,3
Guam,6/23/20,3,0,2020,26,3
Hawaii,6/23/20,3,0,2020,26,3
Iowa,6/23/20,293,2,2020,26,3
Idaho,6/23/20,148,0,2020,26,3
Illinois,6/23/20,601,36,2020,26,3
Indiana,6/23/20,238,16,2020,26,3
Kansas,6/23/20,106,2,2020,26,3
Kentucky,6/23/20,302,11,2020,26,3
Louisiana,6/23/20,1356,17,2020,26,3
Massachusetts,6/23/20,229,16,2020,26,3
Maryland,6/23/20,404,18,2020,26,3
Maine,6/23/20,23,0,2020,26,3
Michigan,6/23/20,240,12,2020,26,3
Minnesota,6/23/20,242,9,2020,26,3
Missouri,6/23/20,434,5,2020,26,3
Northern Mariana Islands,6/23/20,0,0,2020,26,3
Mississippi,6/23/20,611,11,2020,26,3
Montana,6/23/20,3,0,2020,26,3
North Carolina,6/23/20,848,28,2020,26,3
North Dakota,6/23/20,7,1,2020,26,3
Nebraska,6/23/20,135,7,2020,26,3
New Hampshire,6/23/20,13,4,2020,26,3
New Jersey,6/23/20,319,54,2020,26,3
New Mexico,6/23/20,144,7,2020,26,3
Nevada,6/23/20,462,3,2020,26,3
New York,6/23/20,597,28,2020,26,3
Ohio,6/23/20,590,31,2020,26,3
Oklahoma,6/23/20,295,2,2020,26,3
Oregon,6/23/20,191,0,2020,26,3
Pennsylvania,6/23/20,510,38,2020,26,3
Puerto Rico,6/23/20,121,0,2020,26,3
Rhode Island,6/23/20,74,3,2020,26,3
South Carolina,6/23/20,912,14,2020,26,3
South Dakota,6/23/20,27,2,2020,26,3
