region,NAME,MMWRyear,MMWRweek,start_date,detail,detail_date,cases,cases_pc,deaths,deaths_pc,bar_visits,bar_per,rest_visits,rest_per,total_devices,population,shutdown_baseline,bars_reopen_baseline,rest_reopen_baseline,reclosed_baseline,reopened_again_baseline
MI,Michigan,2020,10,2020-03-01,,,0,0,0,0,13150,0.0987700433147575,744216,5.589828635401944,133137534,9986857,-3,-14,-13,,
MI,Michigan,2020,11,2020-03-08,,,33,0.03,0,0,10346,0.08390774508064688,638728,5.180188111334953,123302086,9986857,-2,-13,-12,,
MI,Michigan,2020,12,2020-03-15,,,742,0.74,5,0.05,3197,0.028021959750158067,271343,2.378343016730416,114089094,9986857,-1,-12,-11,,
MI,Michigan,2020,13,2020-03-22,shut down,2020-03-24,3863,3.87,106,1.06,1720,0.015322766367607545,177541,1.581639106785704,112251271,9986857,0,-11,-10,,
MI,Michigan,2020,14,2020-03-29,,,9575,9.59,429,4.3,1421,0.012031197122740478,161481,1.3672130489635854,118109610,9986857,1,-10,-9,,
MI,Michigan,2020,15,2020-04-05,,,9768,9.78,852,8.53,1372,0.01171712863325143,154728,1.321405159741784,117093534,9986857,2,-9,-8,,
MI,Michigan,2020,16,2020-04-12,,,6798,6.81,916,9.17,1356,0.012866984229404285,149261,1.4163266468031808,105386000,9986857,3,-8,-7,,
MI,Michigan,2020,17,2020-04-19,,,6412,6.42,966,9.67,1605,0.014453629047799602,174736,1.5735634425522187,111044776,9986857,4,-7,-6,,
MI,Michigan,2020,18,2020-04-26,,,6004,6.01,746,7.47,1893,0.01725497313757085,204247,1.861741414912537,109707502,9986857,5,-6,-5,,
MI,Michigan,2020,19,2020-05-03,,,3549,3.55,506,5.07,1956,0.01714209198357167,219784,1.9261541638636586,114105093,9986857,6,-5,-4,,
MI,Michigan,2020,20,2020-05-10,,,3748,3.75,354,3.54,2212,0.019648244722902945,235773,2.0942701641288406,112580031,9986857,7,-4,-3,,
MI,Michigan,2020,21,2020-05-17,,,3861,3.87,343,3.43,2517,0.022530169346849763,251173,2.248299652505481,111716870,9986857,8,-3,-2,,
MI,Michigan,2020,22,2020-05-24,,,2519,2.52,240,2.4,3220,0.029052803623970933,274474,2.4764718080390677,110832677,9986857,9,-2,-1,,
MI,Michigan,2020,23,2020-05-31,restaurants reopen,2020-06-01,7153,7.16,428,4.29,3601,0.03028628546581009,325941,2.741333565957125,118898701,9986857,10,-1,0,,
MI,Michigan,2020,24,2020-06-07,bars reopen,2020-06-08,1853,1.86,122,1.22,6194,0.05303851477293466,450727,3.859523837271637,116783059,9986857,11,0,1,,
MI,Michigan,2020,25,2020-06-14,,,1709,1.71,74,0.74,7089,0.06264912307400344,504379,4.457455501049905,113154018,9986857,12,1,2,,
MI,Michigan,2020,26,2020-06-21,,,2134,2.14,66,0.66,7413,0.06332904948863223,549521,4.694542372054859,117055286,9986857,13,2,3,,
MI,Michigan,2020,27,2020-06-28,,,2902,2.91,65,0.65,6522,0.05813024313602554,500357,4.459655637045742,112196331,9986857,14,3,4,,
MI,Michigan,2020,28,2020-07-05,,,3789,3.79,95,0.95,6508,0.0573360280561713,514876,4.536100919091773,113506293,9986857,15,4,5,,
MI,Michigan,2020,29,2020-07-12,,,4968,4.97,51,0.51,6881,0.05954861011198748,525768,4.550029594733241,115552655,9986857,16,5,6,,
MI,Michigan,2020,30,2020-07-19,,,4284,4.29,36,0.36,7384,0.06294175207112589,546599,4.659249558548935,117314815,9986857,17,6,7,,
MN,Minnesota,2020,9,2020-02-23,,,0,0,0,0,7749,0.05553336641590247,435439,3.120582467256957,139537732,5639632,-4,-15,-15,,
MN,Minnesota,2020,10,2020-03-01,,,1,0,0,0,6954,0.052231701993218534,405656,3.046894349117207,133137534,5639632,-3,-14,-14,,
MN,Minnesota,2020,11,2020-03-08,,,20,0.04,0,0,6192,0.05021812850757448,357488,2.899285905025159,123302086,5639632,-2,-13,-13,,
MN,Minnesota,2020,12,2020-03-15,,,116,0.21,1,0.02,2416,0.02117643251685389,162047,1.420354867573933,114089094,5639632,-1,-12,-12,,
MN,Minnesota,2020,13,2020-03-22,shut down,2020-03-27,304,0.54,4,0.07,1527,0.013603409443800419,118471,1.0554089850795543,112251271,5639632,0,-11,-11,,
MN,Minnesota,2020,14,2020-03-29,,,424,0.75,19,0.34,1176,0.0099568527912335,102317,0.8662885263951002,118109610,5639632,1,-10,-10,,
MN,Minnesota,2020,15,2020-04-05,,,562,1,40,0.71,1117,0.009539382422260823,103453,0.8835073677082801,117093534,5639632,2,-9,-9,,
MN,Minnesota,2020,16,2020-04-12,,,786,1.39,57,1.01,1048,0.009944394891162014,96681,0.9173988954889644,105386000,5639632,3,-8,-8,,
MN,Minnesota,2020,17,2020-04-19,,,1233,2.19,123,2.18,1299,0.01169798388354622,118879,1.0705501355597313,111044776,5639632,4,-7,-7,,
MN,Minnesota,2020,18,2020-04-26,,,2766,4.9,150,2.66,1614,0.014711847144236316,126812,1.1559100124255859,109707502,5639632,5,-6,-6,,
MN,Minnesota,2020,19,2020-05-03,,,4561,8.09,164,2.91,1447,0.012681291973531805,129842,1.1379159035434114,114105093,5639632,6,-5,-5,,
MN,Minnesota,2020,20,2020-05-10,,,4196,7.44,142,2.52,1699,0.015091486340059721,134749,1.1969174177967672,112580031,5639632,7,-4,-4,,
MN,Minnesota,2020,21,2020-05-17,,,4876,8.65,152,2.7,1794,0.01605845204936372,143790,1.2870929878361252,111716870,5639632,8,-3,-3,,
MN,Minnesota,2020,22,2020-05-24,,,4345,7.7,174,3.09,1976,0.01782867700651136,147003,1.3263507115324842,110832677,5639632,9,-2,-2,,
MN,Minnesota,2020,23,2020-05-31,,,3311,5.87,144,2.55,3102,0.026089435577601475,197780,1.6634328073945905,118898701,5639632,10,-1,-1,,
MN,Minnesota,2020,24,2020-06-07,restaurants reopen,2020-06-10,2671,4.74,113,2,3724,0.031888186795997524,226420,1.938808607505306,116783059,5639632,11,0,0,,
MN,Minnesota,2020,24,2020-06-07,bars reopen,2020-06-10,2671,4.74,113,2,3724,0.031888186795997524,226420,1.938808607505306,116783059,5639632,11,0,0,,
MN,Minnesota,2020,25,2020-06-14,,,2295,4.07,89,1.58,4050,0.035791923889083636,252280,2.2295275453674126,113154018,5639632,12,1,1,,
MN,Minnesota,2020,26,2020-06-21,,,2566,4.55,45,0.8,4329,0.03698252465078766,272346,2.32664418076771,117055286,5639632,13,2,2,,
MN,Minnesota,2020,27,2020-06-28,,,2591,4.59,49,0.87,3746,0.03338790107138174,247336,2.204492765454157,112196331,5639632,14,3,3,,
MN,Minnesota,2020,28,2020-07-05,,,3947,7,33,0.59,4385,0.038632219272635396,264659,2.331668077645704,113506293,5639632,15,4,4,,
MN,Minnesota,2020,29,2020-07-12,,,3899,6.91,39,0.69,4731,0.04094237384679737,274030,2.3714729877907175,115552655,5639632,16,5,5,,
MN,Minnesota,2020,30,2020-07-19,,,4821,8.55,33,0.59,4859,0.04141846875861331,278682,2.375505600038665,117314815,5639632,17,6,6,,
MS,Mississippi,2020,9,2020-02-23,,,0,0,0,0,3125,0.022395376183984416,355453,2.5473611682322597,139537732,2976149,-5,-10,-10,,
MS,Mississippi,2020,10,2020-03-01,,,0,0,0,0,2707,0.020332357966011298,351086,2.637017446935738,133137534,2976149,-4,-9,-9,,
MS,Mississippi,2020,11,2020-03-08,,,5,0.02,0,0,2468,0.020015881969750293,324425,2.631139589966061,123302086,2976149,-3,-8,-8,,
MS,Mississippi,2020,12,2020-03-15,,,134,0.45,1,0.03,1078,0.00944875589949027,168858,1.4800538253025306,114089094,2976149,-2,-7,-7,,
MS,Mississippi,2020,13,2020-03-22,,,523,1.76,12,0.4,487,0.004338480942456322,109600,0.9763809266801087,112251271,2976149,-1,-6,-6,,
MS,Mississippi,2020,14,2020-03-29,shut down,2020-04-03,792,2.66,22,0.74,438,0.003708419662041048,103674,0.8777778539781819,118109610,2976149,0,-5,-5,,
MS,Mississippi,2020,15,2020-04-05,,,1187,3.99,58,1.95,369,0.003151326870021704,95719,0.8174576061561178,117093534,2976149,1,-4,-4,,
MS,Mississippi,2020,16,2020-04-12,,,1332,4.48,59,1.98,441,0.004184616552483252,106446,1.0100582620082363,105386000,2976149,2,-3,-3,,
MS,Mississippi,2020,17,2020-04-19,,,1744,5.86,69,2.32,584,0.0052591397906012255,119521,1.0763315871788512,111044776,2976149,3,-2,-2,,
MS,Mississippi,2020,18,2020-04-26,,,1723,5.79,70,2.35,666,0.006070687855056622,137990,1.2577991248036984,109707502,2976149,4,-1,-1,,
MS,Mississippi,2020,19,2020-05-03,restaurants reopen,2020-05-07,1937,6.51,130,4.37,807,0.007072427520829416,162194,1.4214440016275172,114105093,2976149,5,0,0,,
MS,Mississippi,2020,19,2020-05-03,bars reopen,2020-05-07,1937,6.51,130,4.37,807,0.007072427520829416,162194,1.4214440016275172,114105093,2976149,5,0,0,,
MS,Mississippi,2020,20,2020-05-10,,,1745,5.86,89,2.99,1076,0.009557645263039588,203022,1.8033571157925867,112580031,2976149,6,1,1,,
MS,Mississippi,2020,21,2020-05-17,,,1882,6.32,106,3.56,1441,0.012898678597064167,229735,2.056403835875459,111716870,2976149,7,2,2,,
MS,Mississippi,2020,22,2020-05-24,,,2224,7.47,107,3.6,1646,0.01485121576554539,244321,2.204413054103169,110832677,2976149,8,3,3,,
MS,Mississippi,2020,23,2020-05-31,,,1805,6.06,88,2.96,1758,0.01478569559813778,275193,2.314516455482554,118898701,2976149,9,4,4,,
MS,Mississippi,2020,24,2020-06-07,,,2314,7.78,78,2.62,1911,0.016363674803209258,281172,2.4076437319560196,116783059,2976149,10,5,5,,
MS,Mississippi,2020,25,2020-06-14,,,1674,5.62,54,1.81,2067,0.01826713745153972,296035,2.616212886050586,113154018,2976149,11,6,6,,
MS,Mississippi,2020,26,2020-06-21,,,4509,15.15,92,3.09,2000,0.017085943474607377,292954,2.5026977423300645,117055286,2976149,12,7,7,,
MS,Mississippi,2020,27,2020-06-28,,,5143,17.28,72,2.42,1841,0.016408736217942813,263738,2.3506829291948947,112196331,2976149,13,8,8,,
MS,Mississippi,2020,28,2020-07-05,,,4745,15.94,123,4.13,1698,0.014959522993143648,273753,2.4117869834758854,113506293,2976149,14,9,9,,
MS,Mississippi,2020,29,2020-07-12,,,6637,22.3,116,3.9,1905,0.016485990737296344,278032,2.4061065494341087,115552655,2976149,15,10,10,,
MS,Mississippi,2020,30,2020-07-19,,,9224,30.99,134,4.5,1745,0.014874506685280968,276232,2.354621622171079,117314815,2976149,16,11,11,,
MO,Missouri,2020,9,2020-02-23,,,0,0,0,0,11975,0.08581908153702829,625806,4.484851452222256,139537732,6137428,-6,-10,-10,,
MO,Missouri,2020,10,2020-03-01,,,0,0,0,0,11237,0.08440144309718099,632311,4.749306833338223,133137534,6137428,-5,-9,-9,,
MO,Missouri,2020,11,2020-03-08,,,4,0.01,0,0,9598,0.0778413432518895,589462,4.7806328272499785,123302086,6137428,-4,-8,-8,,
MO,Missouri,2020,12,2020-03-15,,,85,0.14,3,0.05,3926,0.03441170283988757,306858,2.6896348217122314,114089094,6137428,-3,-7,-7,,
MO,Missouri,2020,13,2020-03-22,,,748,1.22,7,0.11,1954,0.017407375280409965,194575,1.7333879453356034,112251271,6137428,-2,-6,-6,,
MO,Missouri,2020,14,2020-03-29,,,1453,2.37,14,0.23,1744,0.01476594495570682,183789,1.5560884503809638,118109610,6137428,-1,-5,-5,,
MO,Missouri,2020,15,2020-04-05,shut down,2020-04-06,1733,2.82,85,1.38,1643,0.014031517743755176,172623,1.474231702666007,117093534,6137428,0,-4,-4,,
MO,Missouri,2020,16,2020-04-12,,,1493,2.43,66,1.08,1634,0.01550490577496062,176122,1.6712086994477444,105386000,6137428,1,-3,-3,,
MO,Missouri,2020,17,2020-04-19,,,1309,2.13,98,1.6,1907,0.017173252706637908,201270,1.8125120987231313,111044776,6137428,2,-2,-2,,
MO,Missouri,2020,18,2020-04-26,,,1157,1.89,78,1.27,2184,0.01990748089405955,225307,2.0537064092481114,109707502,6137428,3,-1,-1,,
MO,Missouri,2020,19,2020-05-03,restaurants reopen,2020-05-04,1512,2.46,121,1.97,2914,0.025537860961210558,293297,2.570411120912894,114105093,6137428,4,0,0,,
MO,Missouri,2020,19,2020-05-03,bars reopen,2020-05-04,1512,2.46,121,1.97,2914,0.025537860961210558,293297,2.570411120912894,114105093,6137428,4,0,0,,
MO,Missouri,2020,20,2020-05-10,,,1009,1.64,117,1.91,3550,0.031533123312072996,336688,2.990654710336685,112580031,6137428,5,1,1,,
MO,Missouri,2020,21,2020-05-17,,,1077,1.75,87,1.42,4531,0.04055788530416221,388537,3.4778722318303403,111716870,6137428,6,2,2,,
MO,Missouri,2020,22,2020-05-24,,,1270,2.07,95,1.55,4629,0.041765660861913495,411393,3.711838522135489,110832677,6137428,7,3,3,,
MO,Missouri,2020,23,2020-05-31,,,1420,2.31,38,0.62,5174,0.04351603471260801,449265,3.778552635322736,118898701,6137428,8,4,4,,
MO,Missouri,2020,24,2020-06-07,,,1368,2.23,70,1.14,6023,0.05157426129760824,474574,4.0637229754360185,116783059,6137428,9,5,5,,
MO,Missouri,2020,25,2020-06-14,,,1780,2.9,76,1.24,6625,0.058548517472883733,499752,4.4165643326956365,113154018,6137428,10,6,6,,
MO,Missouri,2020,26,2020-06-21,,,2671,4.35,41,0.67,6942,0.0593053098003622,520206,4.4441051555758015,117055286,6137428,11,7,7,,
MO,Missouri,2020,27,2020-06-28,,,2954,4.81,31,0.51,5817,0.0518466151981387,472954,4.215414138631681,112196331,6137428,12,8,8,,
MO,Missouri,2020,28,2020-07-05,,,3918,6.38,42,0.68,5893,0.05191782626536839,490019,4.3171086558169955,113506293,6137428,13,9,9,,
MO,Missouri,2020,29,2020-07-12,,,5113,8.33,61,0.99,6146,0.05318787352830621,495450,4.2876557012039225,115552655,6137428,14,10,10,,
MO,Missouri,2020,30,2020-07-19,,,8462,13.79,52,0.85,6351,0.05413638507634351,500788,4.268753268715464,117314815,6137428,15,11,11,,
MT,Montana,2020,9,2020-02-23,,,0,0,0,0,1295,0.00928064389064314,51236,0.36718383813204014,139537732,1068778,-4,-10,-10,,
MT,Montana,2020,10,2020-03-01,,,0,0,0,0,1255,0.009426342536883701,48038,0.3608148548102145,133137534,1068778,-3,-9,-9,,
MT,Montana,2020,11,2020-03-08,,,7,0.07,0,0,1089,0.008831967368337953,44876,0.3639516690739522,123302086,1068778,-2,-8,-8,,
MT,Montana,2020,12,2020-03-15,,,20,0.19,0,0,550,0.004820793826270546,22785,0.19971234060286253,114089094,1068778,-1,-7,-7,,
MT,Montana,2020,13,2020-03-22,shut down,2020-03-28,120,1.12,1,0.09,275,0.002449860901797718,16794,0.14961077812651224,112251271,1068778,0,-6,-6,,
MT,Montana,2020,14,2020-03-29,,,134,1.25,5,0.47,249,0.0021082111777356643,14391,0.12184444601925279,118109610,1068778,1,-5,-5,,
MT,Montana,2020,15,2020-04-05,,,87,0.81,0,0,297,0.0025364338222125912,14771,0.12614701679428345,117093534,1068778,2,-4,-4,,
MT,Montana,2020,16,2020-04-12,,,49,0.46,4,0.37,262,0.0024860987227905036,14600,0.13853832577382197,105386000,1068778,3,-3,-3,,
MT,Montana,2020,17,2020-04-19,,,19,0.18,4,0.37,370,0.0033319892508946124,17836,0.16061989264582782,111044776,1068778,4,-2,-2,,
MT,Montana,2020,18,2020-04-26,,,10,0.09,2,0.19,489,0.004457306848532564,20710,0.18877469291024418,109707502,1068778,5,-1,-1,,
MT,Montana,2020,19,2020-05-03,restaurants reopen,2020-05-04,3,0.03,0,0,775,0.006791984298194297,27790,0.24354741115718648,114105093,1068778,6,0,0,,
MT,Montana,2020,19,2020-05-03,bars reopen,2020-05-04,3,0.03,0,0,775,0.006791984298194297,27790,0.24354741115718648,114105093,1068778,6,0,0,,
MT,Montana,2020,20,2020-05-10,,,10,0.09,0,0,848,0.007532419315109266,31701,0.2815863498918383,112580031,1068778,7,1,1,,
MT,Montana,2020,21,2020-05-17,,,11,0.1,0,0,948,0.0084857372033427,34044,0.30473463855548405,111716870,1068778,8,2,2,,
MT,Montana,2020,22,2020-05-24,,,26,0.24,1,0.09,1043,0.009410582043416672,36135,0.3260320058857732,110832677,1068778,9,3,3,,
MT,Montana,2020,23,2020-05-31,,,36,0.34,1,0.09,1140,0.009587993732580813,41942,0.3527540641507934,118898701,1068778,10,4,4,,
MT,Montana,2020,24,2020-06-07,,,47,0.44,0,0,1177,0.010078516610872473,43963,0.37645014933201915,116783059,1068778,11,5,5,,
MT,Montana,2020,25,2020-06-14,,,110,1.03,2,0.19,1171,0.01034872663558443,47650,0.4211074502011939,113154018,1068778,12,6,6,,
MT,Montana,2020,26,2020-06-21,,,154,1.44,2,0.19,1351,0.011541554817097283,51896,0.44334606127911214,117055286,1068778,13,7,7,,
MT,Montana,2020,27,2020-06-28,,,315,2.95,1,0.09,1333,0.011880958923692432,49894,0.44470259905379617,112196331,1068778,14,8,8,,
MT,Montana,2020,28,2020-07-05,,,510,4.77,6,0.56,1473,0.012977254045288924,55880,0.49230750580498656,113506293,1068778,15,9,9,,
MT,Montana,2020,29,2020-07-12,,,794,7.43,8,0.75,1450,0.01254839189977937,55224,0.47791199605063167,115552655,1068778,16,10,10,,
MT,Montana,2020,30,2020-07-19,,,789,7.38,9,0.84,1482,0.012632675591740054,55644,0.47431349569958403,117314815,1068778,17,11,11,,
NE,Nebraska,2020,9,2020-02-23,,,0,0,0,0,3706,0.026559124524110796,189140,1.35547566446042,139537732,1934408,-3,-14,-10,,
NE,Nebraska,2020,10,2020-03-01,,,1,0.01,0,0,3557,0.026716733389398666,181967,1.3667595796088579,133137534,1934408,-2,-13,-9,,
NE,Nebraska,2020,11,2020-03-08,,,13,0.07,0,0,2932,0.023778997542669312,158051,1.281819352188413,123302086,1934408,-1,-12,-8,,
NE,Nebraska,2020,12,2020-03-15,shut down,2020-03-19,24,0.12,0,0,1192,0.010447974983480893,80064,0.7017673398300455,114089094,1934408,0,-11,-7,,
NE,Nebraska,2020,13,2020-03-22,,,67,0.35,2,0.1,809,0.007207045343834014,66720,0.5943807977016136,112251271,1934408,1,-10,-6,,
NE,Nebraska,2020,14,2020-03-29,,,215,1.11,6,0.31,783,0.006629435149265161,61779,0.5230649732904884,118109610,1934408,2,-9,-5,,
NE,Nebraska,2020,15,2020-04-05,,,381,1.97,9,0.47,666,0.005687760692234295,59077,0.5045282859085968,117093534,1934408,3,-8,-4,,
NE,Nebraska,2020,16,2020-04-12,,,583,3.01,11,0.57,603,0.005721822632987304,56245,0.5337046666540147,105386000,1934408,4,-7,-3,,
NE,Nebraska,2020,17,2020-04-19,,,1445,7.47,25,1.29,704,0.006339784953053532,66581,0.5995869630103086,111044776,1934408,5,-6,-2,,
NE,Nebraska,2020,18,2020-04-26,,,2594,13.41,23,1.19,795,0.007246541808963986,69559,0.6340405052700954,109707502,1934408,6,-5,-1,,
NE,Nebraska,2020,19,2020-05-03,restaurants reopen,2020-05-04,2908,15.03,20,1.03,883,0.007738480174587825,80718,0.7074005013956739,114105093,1934408,7,-4,0,,
NE,Nebraska,2020,20,2020-05-10,,,1986,10.27,27,1.4,957,0.008500619439339113,88670,0.7876174772060597,112580031,1934408,8,-3,1,,
NE,Nebraska,2020,21,2020-05-17,,,1769,9.14,24,1.24,1081,0.009676246747693523,96240,0.8614634477317527,111716870,1934408,9,-2,2,,
NE,Nebraska,2020,22,2020-05-24,,,1916,9.9,23,1.19,1036,0.00934742377466891,98338,0.8872654045882153,110832677,1934408,10,-1,3,,
NE,Nebraska,2020,23,2020-05-31,bars reopen,2020-06-01,1638,8.47,18,0.93,1397,0.011749497582820522,110509,0.929438245082257,118898701,1934408,11,0,4,,
NE,Nebraska,2020,24,2020-06-07,,,1090,5.63,28,1.45,1579,0.013520796710762647,119452,1.0228538370449776,116783059,1934408,12,1,5,,
NE,Nebraska,2020,25,2020-06-14,,,1074,5.55,28,1.45,1824,0.016119622018194706,129387,1.1434591743794729,113154018,1934408,13,2,6,,
NE,Nebraska,2020,26,2020-06-21,,,1068,5.52,23,1.19,1904,0.01626581818782622,135499,1.1575641274329123,117055286,1934408,14,3,7,,
NE,Nebraska,2020,27,2020-06-28,,,1052,5.44,17,0.88,1737,0.015481789685261633,125622,1.1196622820045692,112196331,1934408,15,4,8,,
NE,Nebraska,2020,28,2020-07-05,,,1171,6.05,1,0.05,1994,0.0175673079200992,139083,1.225332942553238,113506293,1934408,16,5,9,,
NE,Nebraska,2020,29,2020-07-12,,,1483,7.67,16,0.83,2231,0.01930721539890191,140216,1.2134381507720442,115552655,1934408,17,6,10,,
NE,Nebraska,2020,30,2020-07-19,,,1914,9.89,15,0.78,2192,0.01868476713704062,144175,1.2289581669629706,117314815,1934408,18,7,11,,
NV,Nevada,2020,9,2020-02-23,,,0,0,0,0,15887,0.11385450925918733,315891,2.2638392890032066,139537732,3080156,-5,-13,-10,,
NV,Nevada,2020,10,2020-03-01,,,4,0.01,0,0,15317,0.11504644512944036,286875,2.1547267053932364,133137534,3080156,-4,-12,-9,,
NV,Nevada,2020,11,2020-03-08,,,41,0.13,0,0,12846,0.10418315226232264,263023,2.1331593692583595,123302086,3080156,-3,-11,-8,,
NV,Nevada,2020,12,2020-03-15,,,118,0.38,2,0.06,3512,0.030782959850658466,119363,1.0462262063366023,114089094,3080156,-2,-10,-7,,
NV,Nevada,2020,13,2020-03-22,,,467,1.52,12,0.39,901,0.008026635172799067,68699,0.6120108876094597,112251271,3080156,-1,-9,-6,,
NV,Nevada,2020,14,2020-03-29,shut down,2020-04-01,1121,3.64,32,1.04,866,0.007332172208510383,64686,0.5476777037871854,118109610,3080156,0,-8,-5,,
NV,Nevada,2020,15,2020-04-05,,,958,3.11,65,2.11,910,0.007771564909809622,60135,0.5135637976389029,117093534,3080156,1,-7,-4,,
NV,Nevada,2020,16,2020-04-12,,,926,3.01,44,1.43,787,0.007467785094794375,62436,0.5924506101379691,105386000,3080156,2,-6,-3,,
NV,Nevada,2020,17,2020-04-19,,,913,2.96,49,1.59,1002,0.009023387106476759,68434,0.616273925393843,111044776,3080156,3,-5,-2,,
NV,Nevada,2020,18,2020-04-26,,,772,2.51,50,1.62,1029,0.009379486190470365,72352,0.6594991106442293,109707502,3080156,4,-4,-1,,
NV,Nevada,2020,19,2020-05-03,restaurants reopen,2020-05-09,717,2.33,47,1.53,1073,0.009403611808983846,76984,0.6746762828544384,114105093,3080156,5,-3,0,,
NV,Nevada,2020,20,2020-05-10,,,634,2.06,48,1.56,1276,0.011334159252452151,95660,0.8497066411360288,112580031,3080156,6,-2,1,,
NV,Nevada,2020,21,2020-05-17,,,1103,3.58,43,1.4,1390,0.012442167418403326,106302,0.9515304179216622,111716870,3080156,7,-1,2,,
NV,Nevada,2020,22,2020-05-24,bars reopen,2020-05-29,730,2.37,23,0.75,1584,0.014291813956636633,111329,1.0044781287742421,110832677,3080156,8,0,3,,
NV,Nevada,2020,23,2020-05-31,,,965,3.13,22,0.71,2889,0.024297994643356115,147051,1.2367754968155622,118898701,3080156,9,1,4,,
NV,Nevada,2020,24,2020-06-07,,,1486,4.82,26,0.84,4381,0.0375140027801464,178203,1.5259319418923596,116783059,3080156,10,2,5,,
NV,Nevada,2020,25,2020-06-14,,,1985,6.44,23,0.75,4869,0.04302984627554277,185771,1.641753455012088,113154018,3080156,11,3,6,,
NV,Nevada,2020,26,2020-06-21,,,3408,11.06,14,0.45,6137,0.05242821755183273,192502,1.6445391453744345,117055286,3080156,12,4,7,,
NV,Nevada,2020,27,2020-06-28,,,5236,17,30,0.97,7871,0.070153809218592,190026,1.6936917482622493,112196331,3080156,13,5,8,,
NV,Nevada,2020,28,2020-07-05,,,5263,17.09,62,2.01,9100,0.08017176633545771,191136,1.6839242560762688,113506293,3080156,14,6,9,,
NV,Nevada,2020,29,2020-07-12,,,7639,24.8,54,1.75,8640,0.07477110759592673,187455,1.6222474507400977,115552655,3080156,15,7,10,,
NV,Nevada,2020,30,2020-07-19,,,7339,23.83,86,2.79,8959,0.07636716641457432,197321,1.6819785293102154,117314815,3080156,16,8,11,,
NH,New Hampshire,2020,9,2020-02-23,,,0,0,0,0,1197,0.00857832489351339,86021,0.6164712495112075,139537732,1359711,-4,-16,-16,,
NH,New Hampshire,2020,10,2020-03-01,,,2,0.01,0,0,1078,0.008096890242837154,80377,0.6037140510654193,133137534,1359711,-3,-15,-15,,
NH,New Hampshire,2020,11,2020-03-08,,,5,0.04,0,0,924,0.007493790494347354,72142,0.5850833699601806,123302086,1359711,-2,-14,-14,,
NH,New Hampshire,2020,12,2020-03-15,,,58,0.43,0,0,460,0.004031936654699002,34896,0.30586622065734,114089094,1359711,-1,-13,-13,,
NH,New Hampshire,2020,13,2020-03-22,shut down,2020-03-27,149,1.1,2,0.15,278,0.0024765866570900566,27487,0.244870278573505,112251271,1359711,0,-12,-12,,
NH,New Hampshire,2020,14,2020-03-29,,,407,2.99,7,0.51,198,0.0016764088883199258,22731,0.1924568204060618,118109610,1359711,1,-11,-11,,
NH,New Hampshire,2020,15,2020-04-05,,,308,2.27,14,1.03,193,0.0016482549753772057,23570,0.20129207134528881,117093534,1359711,2,-10,-10,,
NH,New Hampshire,2020,16,2020-04-12,,,413,3.04,16,1.18,155,0.0014707835955440002,22211,0.2107585447782438,105386000,1359711,3,-9,-9,,
NH,New Hampshire,2020,17,2020-04-19,,,445,3.27,22,1.62,176,0.001584946238263383,26449,0.23818319918084213,111044776,1359711,4,-8,-8,,
NH,New Hampshire,2020,18,2020-04-26,,,642,4.72,24,1.77,187,0.0017045324758192015,27219,0.2481051842744537,109707502,1359711,5,-7,-7,,
NH,New Hampshire,2020,19,2020-05-03,,,582,4.28,47,3.46,215,0.0018842279020797083,28835,0.25270563514636457,114105093,1359711,6,-6,-6,,
NH,New Hampshire,2020,20,2020-05-10,,,545,4.01,40,2.94,228,0.0020252259479303218,32627,0.28981160966281844,112580031,1359711,7,-5,-5,,
NH,New Hampshire,2020,21,2020-05-17,,,533,3.92,37,2.72,302,0.0027032622736387086,40875,0.365880282897292,111716870,1359711,8,-4,-4,,
NH,New Hampshire,2020,22,2020-05-24,,,456,3.35,34,2.5,384,0.0034646821713058503,45130,0.4071903812266485,110832677,1359711,9,-3,-3,,
NH,New Hampshire,2020,23,2020-05-31,,,474,3.49,41,3.02,423,0.0035576503060365645,50021,0.42070266183984634,118898701,1359711,10,-2,-2,,
NH,New Hampshire,2020,24,2020-06-07,,,280,2.06,35,2.57,450,0.0038532986192800446,52925,0.4531907320564364,116783059,1359711,11,-1,-1,,
NH,New Hampshire,2020,25,2020-06-14,restaurants reopen,2020-06-15,219,1.61,21,1.54,525,0.004639693837473805,61122,0.5401664128268074,113154018,1359711,12,0,0,,
NH,New Hampshire,2020,25,2020-06-14,bars reopen,2020-06-15,219,1.61,21,1.54,525,0.004639693837473805,61122,0.5401664128268074,113154018,1359711,12,0,0,,
NH,New Hampshire,2020,26,2020-06-21,,,199,1.46,28,2.06,591,0.00504889629674648,66142,0.5650492366487405,117055286,1359711,13,1,1,,
NH,New Hampshire,2020,27,2020-06-28,,,154,1.13,13,0.96,509,0.004536690241680006,62777,0.5595281007896774,112196331,1359711,14,2,2,,
NH,New Hampshire,2020,28,2020-07-05,,,153,1.13,11,0.81,572,0.005039368169657342,68117,0.6001165063156454,113506293,1359711,15,3,3,,
NH,New Hampshire,2020,29,2020-07-12,,,164,1.21,5,0.37,550,0.004759734858537003,69388,0.6004881497530281,115552655,1359711,16,4,4,,
NH,New Hampshire,2020,30,2020-07-19,,,227,1.67,13,0.96,627,0.00534459351958233,72512,0.618097552299767,117314815,1359711,17,5,5,,
