region,NAME,MMWRyear,MMWRweek,start_date,detail,detail_date,cases,cases_pc,deaths,deaths_pc,bar_visits,bar_per,rest_visits,rest_per,total_devices,population,shutdown_baseline,bars_reopen_baseline,rest_reopen_baseline,reclosed_baseline,reopened_again_baseline
NJ,New Jersey,2020,9,2020-02-23,,,0,0,0,0,9918,0.07107754911768238,926697,6.641192935542338,139537732,8882190,-3,,,,
NJ,New Jersey,2020,10,2020-03-01,,,4,0,0,0,9035,0.06786215523565278,895844,6.728711078575332,133137534,8882190,-2,,,,
NJ,New Jersey,2020,11,2020-03-08,,,57,0.06,2,0.02,8465,0.06865252871715406,813562,6.598120327015392,123302086,8882190,-1,,,,
NJ,New Jersey,2020,12,2020-03-15,shut down,2020-03-21,1258,1.42,14,0.16,3169,0.027776537519002473,398947,3.4968022447439195,114089094,8882190,0,,,,
NJ,New Jersey,2020,13,2020-03-22,,,9797,11.03,124,1.4,1875,0.01670359705771171,284100,2.5309290261844786,112251271,8882190,1,,,,
NJ,New Jersey,2020,14,2020-03-29,,,23000,25.89,706,7.95,1952,0.01652702095959846,258706,2.1903890801095693,118109610,8882190,2,,,,
NJ,New Jersey,2020,15,2020-04-05,,,24027,27.05,1337,15.05,1723,0.014714732241320859,251250,2.145720531417217,117093534,8882190,3,,,,
NJ,New Jersey,2020,16,2020-04-12,,,23269,26.2,1887,21.24,1614,0.015315127246503331,241870,2.295086633898241,105386000,8882190,4,,,,
NJ,New Jersey,2020,17,2020-04-19,,,24103,27.14,1793,20.19,1890,0.01702016130862383,274159,2.4689049757730164,111044776,8882190,5,,,,
NJ,New Jersey,2020,18,2020-04-26,,,18194,20.48,1879,21.15,1952,0.0177927668064122,295090,2.689788707430418,109707502,8882190,6,,,,
NJ,New Jersey,2020,19,2020-05-03,,,13368,15.05,1374,15.47,2142,0.018772168215138305,308318,2.7020529223879604,114105093,8882190,7,,,,
NJ,New Jersey,2020,20,2020-05-10,,,8004,9.01,1133,12.76,2680,0.023805287458128342,349510,3.104547022197924,112580031,8882190,8,,,,
NJ,New Jersey,2020,21,2020-05-17,,,8015,9.02,832,9.37,2728,0.024418872458564226,360555,3.2273997651384256,111716870,8882190,9,,,,
NJ,New Jersey,2020,22,2020-05-24,,,6504,7.32,553,6.23,3036,0.02739264341688688,385082,3.474444635132291,110832677,8882190,10,,,,
NJ,New Jersey,2020,23,2020-05-31,,,4285,4.82,472,5.31,3442,0.02894901265573961,414809,3.48875973001589,118898701,8882190,11,,,,
NJ,New Jersey,2020,24,2020-06-07,,,2712,3.05,483,5.44,3845,0.032924295980292825,448737,3.8424836944885987,116783059,8882190,12,,,,
NJ,New Jersey,2020,25,2020-06-14,,,2229,2.51,268,3.02,5820,0.051434320255423896,533774,4.717234168388081,113154018,8882190,13,,,,
NJ,New Jersey,2020,26,2020-06-21,,,2039,2.3,2091,23.54,6695,0.05719519578124818,608589,5.199158626633913,117055286,8882190,14,,,,
NJ,New Jersey,2020,27,2020-06-28,,,2160,2.43,241,2.71,7624,0.06795231120347421,613918,5.471818860101584,112196331,8882190,15,,,,
NJ,New Jersey,2020,28,2020-07-05,,,1926,2.17,336,3.78,7175,0.06321235422603397,600672,5.291970904203523,113506293,8882190,16,,,,
NJ,New Jersey,2020,29,2020-07-12,,,1855,2.09,174,1.96,8682,0.07513457825785137,670908,5.80608035358426,115552655,8882190,17,,,,
NJ,New Jersey,2020,30,2020-07-19,,,2044,2.3,77,0.87,8596,0.07327292806113192,655622,5.588569525511335,117314815,8882190,18,,,,
NM,New Mexico,2020,9,2020-02-23,,,0,0,0,0,756,0.005417889406429509,135739,0.9727763097081153,139537732,2096829,-4,,-14,-21,
NM,New Mexico,2020,10,2020-03-01,,,0,0,0,0,680,0.005107500338709894,130479,0.9800316716096004,133137534,2096829,-3,,-13,-20,
NM,New Mexico,2020,11,2020-03-08,,,9,0.04,0,0,604,0.004898538375092859,127703,1.0356921293286148,123302086,2096829,-2,,-12,-19,
NM,New Mexico,2020,12,2020-03-15,,,44,0.21,0,0,282,0.002471752470924171,67738,0.5937289676434805,114089094,2096829,-1,,-11,-18,
NM,New Mexico,2020,13,2020-03-22,shut down,2020-03-24,139,0.66,0,0,105,9.354014352318559e-4,42730,0.38066384121387814,112251271,2096829,0,,-10,-17,
NM,New Mexico,2020,14,2020-03-29,,,335,1.6,10,0.48,129,0.0010922057908751032,40878,0.34610223503405013,118109610,2096829,1,,-9,-16,
NM,New Mexico,2020,15,2020-04-05,,,631,3.01,9,0.43,117,9.992012026898086e-4,37068,0.31656743744705834,117093534,2096829,2,,-8,-15,
NM,New Mexico,2020,16,2020-04-12,,,624,2.98,31,1.48,66,6.262691439090581e-4,35765,0.3393714535137494,105386000,2096829,3,,-7,-14,
NM,New Mexico,2020,17,2020-04-19,,,862,4.11,42,2,93,8.375000009005376e-4,41127,0.3703641133014668,111044776,2096829,4,,-6,-13,
NM,New Mexico,2020,18,2020-04-26,,,1072,5.11,46,2.19,105,9.570904275990168e-4,42347,0.38599912702414824,109707502,2096829,5,,-5,-12,
NM,New Mexico,2020,19,2020-05-03,,,1046,4.99,52,2.48,86,7.536911608318833e-4,44573,0.3906311175785992,114105093,2096829,6,,-4,-11,
NM,New Mexico,2020,20,2020-05-10,,,1069,5.1,68,3.24,128,0.0011369689532240402,47336,0.4204653310141654,112580031,2096829,7,,-3,-10,
NM,New Mexico,2020,21,2020-05-17,,,948,4.52,49,2.34,129,0.0011547047460244814,50525,0.4522593588595885,111716870,2096829,8,,-2,-9,
NM,New Mexico,2020,22,2020-05-24,,,829,3.95,43,2.05,148,0.00133534625352413,53444,0.4822043592793486,110832677,2096829,9,,-1,-8,
NM,New Mexico,2020,23,2020-05-31,restaurants reopen,2020-06-01,1176,5.61,41,1.96,206,0.001732567288518989,73295,0.6164491233592199,118898701,2096829,10,,0,-7,
NM,New Mexico,2020,24,2020-06-07,,,821,3.92,39,1.86,210,0.0017982060223306875,77135,0.6604981977737028,116783059,2096829,11,,1,-6,
NM,New Mexico,2020,25,2020-06-14,,,809,3.86,35,1.67,263,0.002324265674772592,79002,0.6981811286630581,113154018,2096829,12,,2,-5,
NM,New Mexico,2020,26,2020-06-21,,,1189,5.67,25,1.19,229,0.0019563405278425444,83956,0.7172337351770683,117055286,2096829,13,,3,-4,
NM,New Mexico,2020,27,2020-06-28,,,1444,6.89,22,1.05,203,0.0018093283282142264,79927,0.7123851492077757,112196331,2096829,14,,4,-3,
NM,New Mexico,2020,28,2020-07-05,,,1670,7.96,30,1.43,224,0.001973458863642036,78986,0.6958733116233476,113506293,2096829,15,,5,-2,
NM,New Mexico,2020,29,2020-07-12,,,2003,9.55,26,1.24,200,0.001730812675831637,68759,0.5950447438875377,115552655,2096829,16,,6,-1,
NM,New Mexico,2020,30,2020-07-19,restaurants reclosed,2020-07-24,2052,9.79,38,1.81,214,0.0018241515361891846,71300,0.607766376309761,117314815,2096829,17,,7,0,
NY,New York,2020,9,2020-02-23,,,0,0,0,0,34149,0.2447295044182028,2347216,16.821371297621493,139537732,19453561,-4,,-15,,
NY,New York,2020,10,2020-03-01,,,71,0.04,0,0,32571,0.24464175519429407,2230232,16.751339257943595,133137534,19453561,-3,,-14,,
NY,New York,2020,11,2020-03-08,,,542,0.28,3,0.02,26678,0.21636292511709818,2016085,16.350777715147498,123302086,19453561,-2,,-13,,
NY,New York,2020,12,2020-03-15,,,11647,5.99,92,0.47,12523,0.10976509288433828,1136348,9.960180768899786,114089094,19453561,-1,,-12,,
NY,New York,2020,13,2020-03-22,shut down,2020-03-22,40058,20.59,855,4.4,8243,0.07343346695824941,786228,7.004179043994967,112251271,19453561,0,,-11,,
NY,New York,2020,14,2020-03-29,,,61386,31.56,3823,19.65,6790,0.057488971473193415,658708,5.577090636401221,118109610,19453561,1,,-10,,
NY,New York,2020,15,2020-04-05,,,66754,34.31,6684,34.36,6261,0.053470074615734116,626559,5.350927404753195,117093534,19453561,2,,-9,,
NY,New York,2020,16,2020-04-12,,,56274,28.93,6159,31.66,6142,0.05828098608923386,620463,5.8875277551097875,105386000,19453561,3,,-8,,
NY,New York,2020,17,2020-04-19,,,45411,23.34,4292,22.06,7403,0.06666680114695354,709960,6.393456996121997,111044776,19453561,4,,-7,,
NY,New York,2020,18,2020-04-26,,,30834,15.85,2127,10.93,7328,0.06679579669948185,750637,6.842166545729936,109707502,19453561,5,,-6,,
NY,New York,2020,19,2020-05-03,,,20145,10.36,2563,13.17,7268,0.06369566694100148,760008,6.660596648389744,114105093,19453561,6,,-5,,
NY,New York,2020,20,2020-05-10,,,15110,7.77,700,3.6,8284,0.07358320944146834,839538,7.457255008217221,112580031,19453561,7,,-4,,
NY,New York,2020,21,2020-05-17,,,11694,6.01,719,3.7,8888,0.0795582618811286,888596,7.9540001433982175,111716870,19453561,8,,-3,,
NY,New York,2020,22,2020-05-24,,,9734,5,558,2.87,9299,0.08390124872649246,922173,8.320407166561537,110832677,19453561,9,,-2,,
NY,New York,2020,23,2020-05-31,,,7656,3.94,339,1.74,9951,0.08369309266044883,950844,7.997093256721113,118898701,19453561,10,,-1,,
NY,New York,2020,24,2020-06-07,restaurants reopen,2020-06-12,5314,2.73,301,1.55,12162,0.10414181735040867,1064347,9.113881834521905,116783059,19453561,11,,0,,
NY,New York,2020,25,2020-06-14,,,4642,2.39,176,0.9,13426,0.11865243707033012,1150221,10.165091972253252,113154018,19453561,12,,1,,
NY,New York,2020,26,2020-06-21,,,4651,2.39,101,0.52,14577,0.12453089901467586,1255860,10.728776486010208,117055286,19453561,13,,2,,
NY,New York,2020,27,2020-06-28,,,4675,2.4,8,0.04,14883,0.13265139659513464,1228595,10.950402647302255,112196331,19453561,14,,3,,
NY,New York,2020,28,2020-07-05,,,4431,2.28,85,0.44,14630,0.1288915320316205,1234772,10.87844530346877,113506293,19453561,15,,4,,
NY,New York,2020,29,2020-07-12,,,5276,2.71,67,0.34,16614,0.1437786089813341,1346013,11.648481811170846,115552655,19453561,16,,5,,
NY,New York,2020,30,2020-07-19,,,4895,2.52,78,0.4,16523,0.1408432515535229,1356139,11.559827290355443,117314815,19453561,17,,6,,
NC,North Carolina,2020,9,2020-02-23,,,0,0,0,0,16548,0.11859157922962371,1047389,7.506134613109521,139537732,10488084,-5,,-12,,
NC,North Carolina,2020,10,2020-03-01,,,2,0,0,0,15214,0.114272809048724,1019978,7.6610852654068236,133137534,10488084,-4,,-11,,
NC,North Carolina,2020,11,2020-03-08,,,18,0.02,0,0,14032,0.11380180542930961,925857,7.508851066801903,123302086,10488084,-3,,-10,,
NC,North Carolina,2020,12,2020-03-15,,,161,0.15,0,0,5763,0.05051315421963119,468597,4.107290044743453,114089094,10488084,-2,,-9,,
NC,North Carolina,2020,13,2020-03-22,,,751,0.72,4,0.04,3825,0.03407533799773189,354722,3.160071122936327,112251271,10488084,-1,,-8,,
NC,North Carolina,2020,14,2020-03-29,shut down,2020-03-30,1467,1.4,20,0.19,3208,0.027161210675405667,322637,2.7316744166710905,118109610,10488084,0,,-7,,
NC,North Carolina,2020,15,2020-04-05,,,1910,1.82,56,0.53,3113,0.02658558413652457,322802,2.756787578039962,117093534,10488084,1,,-6,,
NC,North Carolina,2020,16,2020-04-12,,,1828,1.74,84,0.8,2787,0.02644563794052341,335816,3.1865333156206708,105386000,10488084,2,,-5,,
NC,North Carolina,2020,17,2020-04-19,,,2483,2.37,125,1.19,3329,0.02997889788169774,366519,3.3006415358071415,111044776,10488084,3,,-4,,
NC,North Carolina,2020,18,2020-04-26,,,2886,2.75,131,1.25,3764,0.034309413042692374,402376,3.6677163609103047,109707502,10488084,4,,-3,,
NC,North Carolina,2020,19,2020-05-03,,,2851,2.72,124,1.18,3768,0.033022189465285304,428220,3.752856149900338,114105093,10488084,5,,-2,,
NC,North Carolina,2020,20,2020-05-10,,,3622,3.45,108,1.03,4143,0.03680048729068124,448354,3.9825357660454013,112580031,10488084,6,,-1,,
NC,North Carolina,2020,21,2020-05-17,restaurants reopen,2020-05-22,4743,4.52,85,0.81,4516,0.040423617310438434,478452,4.2827193422085665,111716870,10488084,7,,0,,
NC,North Carolina,2020,22,2020-05-24,,,4948,4.72,140,1.33,6225,0.05616574613640344,616245,5.560138189209307,110832677,10488084,8,,1,,
NC,North Carolina,2020,23,2020-05-31,,,6952,6.63,115,1.1,7417,0.06238083290750166,699388,5.882217333896692,118898701,10488084,9,,2,,
NC,North Carolina,2020,24,2020-06-07,,,8051,7.68,112,1.07,7600,0.06507793223672964,728086,6.234517285593624,116783059,10488084,10,,3,,
NC,North Carolina,2020,25,2020-06-14,,,8713,8.31,108,1.03,7322,0.06470826338663467,725655,6.412984822156294,113154018,10488084,11,,4,,
NC,North Carolina,2020,26,2020-06-21,,,9148,8.72,106,1.01,7698,0.06576379643376379,741887,6.337919673273021,117055286,10488084,12,,5,,
NC,North Carolina,2020,27,2020-06-28,,,11117,10.6,77,0.73,7323,0.06526951402715656,698439,6.2251500898010645,112196331,10488084,13,,6,,
NC,North Carolina,2020,28,2020-07-05,,,12139,11.57,104,0.99,8087,0.07124715102800512,730956,6.439783915769323,113506293,10488084,14,,7,,
NC,North Carolina,2020,29,2020-07-12,,,14165,13.51,130,1.24,8607,0.07448552350441451,753210,6.518327077815737,115552655,10488084,15,,8,,
NC,North Carolina,2020,30,2020-07-19,,,13134,12.52,149,1.42,8656,0.07378437241707282,768868,6.553886651059374,117314815,10488084,16,,9,,
ND,North Dakota,2020,9,2020-02-23,,,0,0,0,0,1083,0.0077613415703216395,58327,0.4180016341386429,139537732,762062,-3,-9,-9,,
ND,North Dakota,2020,10,2020-03-01,,,0,0,0,0,1040,0.007811471106262191,55835,0.41937835501745135,133137534,762062,-2,-8,-8,,
ND,North Dakota,2020,11,2020-03-08,,,1,0.01,0,0,1026,0.008321027107359725,53089,0.4305604367471934,123302086,762062,-1,-7,-7,,
ND,North Dakota,2020,12,2020-03-15,shut down,2020-03-19,27,0.35,0,0,497,0.004356244603011749,26468,0.23199412907950695,114089094,762062,0,-6,-6,,
ND,North Dakota,2020,13,2020-03-22,,,57,0.75,1,0.13,235,0.0020935174978998676,17718,0.15784231075655258,112251271,762062,1,-5,-5,,
ND,North Dakota,2020,14,2020-03-29,,,92,1.21,2,0.26,201,0.0017018090229914398,16198,0.1371437938030614,118109610,762062,2,-4,-4,,
ND,North Dakota,2020,15,2020-04-05,,,107,1.4,4,0.52,179,0.0015286924383032115,16189,0.13825699376363515,117093534,762062,3,-3,-3,,
ND,North Dakota,2020,16,2020-04-12,,,235,3.08,2,0.26,187,0.0017744292410756645,15910,0.15096881938777448,105386000,762062,4,-2,-2,,
ND,North Dakota,2020,17,2020-04-19,,,275,3.61,7,0.92,206,0.0018551075288764597,18541,0.16696868297523515,111044776,762062,5,-1,-1,,
ND,North Dakota,2020,18,2020-04-26,restaurants reopen,2020-05-01,350,4.59,8,1.05,294,0.0026798531972772473,22048,0.20097075950193452,109707502,762062,6,0,0,,
ND,North Dakota,2020,18,2020-04-26,bars reopen,2020-05-01,350,4.59,8,1.05,294,0.0026798531972772473,22048,0.20097075950193452,109707502,762062,6,0,0,,
ND,North Dakota,2020,19,2020-05-03,,,311,4.08,11,1.44,432,0.0037859835055741114,28862,0.252942259115463,114105093,762062,7,1,1,,
ND,North Dakota,2020,20,2020-05-10,,,384,5.04,7,0.92,504,0.004476815253319659,33324,0.2960027609159212,112580031,762062,8,2,2,,
ND,North Dakota,2020,21,2020-05-17,,,517,6.78,10,1.31,533,0.004770989376984873,35584,0.31851948591112517,111716870,762062,9,3,3,,
ND,North Dakota,2020,22,2020-05-24,,,189,2.48,8,1.05,520,0.004691757106976673,37754,0.3406396111861486,110832677,762062,10,4,4,,
ND,North Dakota,2020,23,2020-05-31,,,262,3.44,15,1.97,683,0.005744385718730434,42969,0.3613916690309341,118898701,762062,11,5,5,,
ND,North Dakota,2020,24,2020-06-07,,,242,3.18,2,0.26,758,0.0064906674520317205,44708,0.3828294992683828,116783059,762062,12,6,6,,
ND,North Dakota,2020,25,2020-06-14,,,193,2.53,5,0.66,752,0.006645809077676765,46025,0.40674649308520355,113154018,762062,13,7,7,,
ND,North Dakota,2020,26,2020-06-21,,,207,2.72,5,0.66,741,0.006330342057342032,48346,0.41301851161168407,117055286,762062,14,8,8,,
ND,North Dakota,2020,27,2020-06-28,,,321,4.21,2,0.26,605,0.005392333194924173,42983,0.3831052193676458,112196331,762062,15,9,9,,
ND,North Dakota,2020,28,2020-07-05,,,464,6.09,2,0.26,684,0.00602609760147836,46391,0.4087086167107933,113506293,762062,16,10,10,,
ND,North Dakota,2020,29,2020-07-12,,,664,8.71,3,0.39,813,0.007035753527255605,48185,0.41699604392473716,115552655,762062,17,11,11,,
ND,North Dakota,2020,30,2020-07-19,,,829,10.88,9,1.18,728,0.006205524852082834,47982,0.40900205144593205,117314815,762062,18,12,12,,
OH,Ohio,2020,9,2020-02-23,,,0,0,0,0,17684,0.1267327463800257,1026975,7.359837266095166,139537732,11689100,-4,-12,-12,,
OH,Ohio,2020,10,2020-03-01,,,0,0,0,0,16767,0.12593743849874822,987654,7.418298734600267,133137534,11689100,-3,-11,-11,,
OH,Ohio,2020,11,2020-03-08,,,26,0.02,0,0,13599,0.11029010490544337,829327,6.725977044703039,123302086,11689100,-2,-10,-10,,
OH,Ohio,2020,12,2020-03-15,,,221,0.19,3,0.03,4730,0.04145882690592669,364934,3.1986755894476646,114089094,11689100,-1,-9,-9,,
OH,Ohio,2020,13,2020-03-22,shut down,2020-03-23,1159,0.99,22,0.19,3395,0.030244646405830005,285674,2.544951139127859,112251271,11689100,0,-8,-8,,
OH,Ohio,2020,14,2020-03-29,,,2333,2,77,0.66,3221,0.027271277925648894,282866,2.3949448313308292,118109610,11689100,1,-7,-7,,
OH,Ohio,2020,15,2020-04-05,,,2511,2.15,145,1.24,3066,0.02618419561920473,279230,2.384674801940814,117093534,11689100,2,-6,-6,,
OH,Ohio,2020,16,2020-04-12,,,3972,3.4,204,1.75,2927,0.027774087639724443,266961,2.5331732867743346,105386000,11689100,3,-5,-5,,
OH,Ohio,2020,17,2020-04-19,,,5365,4.59,260,2.22,3508,0.031590860249022426,313935,2.827102825620541,111044776,11689100,4,-4,-4,,
OH,Ohio,2020,18,2020-04-26,,,3748,3.21,310,2.65,3767,0.034336758483480924,334239,3.046637594573979,109707502,11689100,5,-3,-3,,
OH,Ohio,2020,19,2020-05-03,,,4362,3.73,310,2.65,3875,0.03395992149097148,351948,3.084419728749531,114105093,11689100,6,-2,-2,,
OH,Ohio,2020,20,2020-05-10,,,3777,3.23,279,2.39,5031,0.04468820940367302,401051,3.562363559839489,112580031,11689100,7,-1,-1,,
OH,Ohio,2020,21,2020-05-17,restaurants reopen,2020-05-21,3934,3.37,346,2.96,6749,0.06041164597611803,485821,4.348680731925268,111716870,11689100,8,0,0,,
OH,Ohio,2020,21,2020-05-17,bars reopen,2020-05-21,3934,3.37,346,2.96,6749,0.06041164597611803,485821,4.348680731925268,111716870,11689100,8,0,0,,
OH,Ohio,2020,22,2020-05-24,,,3626,3.1,193,1.65,8097,0.07305607172151946,578133,5.216268483707202,110832677,11689100,9,1,1,,
OH,Ohio,2020,23,2020-05-31,,,3077,2.63,221,1.89,9361,0.07873088537779736,659853,5.549707393354954,118898701,11689100,10,2,2,,
OH,Ohio,2020,24,2020-06-07,,,2737,2.34,184,1.57,10599,0.09075802681277599,688135,5.892421434173941,116783059,11689100,11,3,3,,
OH,Ohio,2020,25,2020-06-14,,,3414,2.92,143,1.22,11368,0.10046483722743278,709392,6.269260363339462,113154018,11689100,12,4,4,,
OH,Ohio,2020,26,2020-06-21,,,5193,4.44,107,0.92,11875,0.1014477893804813,740630,6.32718115779923,117055286,11689100,13,5,5,,
OH,Ohio,2020,27,2020-06-28,,,6728,5.76,103,0.88,10347,0.09222226705434779,656198,5.848658277426202,112196331,11689100,14,6,6,,
OH,Ohio,2020,28,2020-07-05,,,8031,6.87,129,1.1,10483,0.092356112801604745,683159,6.018688320655491,113506293,11689100,15,7,7,,
OH,Ohio,2020,29,2020-07-12,,,9608,8.22,96,0.82,10931,0.09459756679757812,692281,5.991043650187008,115552655,11689100,16,8,8,,
OH,Ohio,2020,30,2020-07-19,,,9362,8.01,165,1.41,10914,0.0930317283456484,694262,5.91793969073727,117314815,11689100,17,9,9,,
OK,Oklahoma,2020,9,2020-02-23,,,0,0,0,0,4125,0.02956189656285943,495931,3.554099618015864,139537732,3956971,-3,-11,-9,,
OK,Oklahoma,2020,10,2020-03-01,,,1,0,0,0,3860,0.028992575452088512,490394,3.6833640016195583,133137534,3956971,-2,-10,-8,,
OK,Oklahoma,2020,11,2020-03-08,,,3,0.01,0,0,3520,0.028547773311799446,450004,3.649605733353124,123302086,3956971,-1,-9,-7,,
OK,Oklahoma,2020,12,2020-03-15,shut down,2020-03-17,49,0.12,1,0.03,1699,0.014891870383333923,229227,2.00919292075367,114089094,3956971,0,-8,-6,,
OK,Oklahoma,2020,13,2020-03-22,,,324,0.82,14,0.35,1012,0.009015488118615602,157504,1.4031377871881736,112251271,3956971,1,-7,-5,,
OK,Oklahoma,2020,14,2020-03-29,,,782,1.98,27,0.68,793,0.006714102264836875,138695,1.1742905594218793,118109610,3956971,2,-6,-4,,
OK,Oklahoma,2020,15,2020-04-05,,,709,1.79,52,1.31,746,0.006370975189799976,140314,1.1983069876428873,117093534,3956971,3,-5,-3,,
OK,Oklahoma,2020,16,2020-04-12,,,702,1.77,45,1.14,713,0.0067656045395024,144849,1.3744615034255026,105386000,3956971,4,-4,-2,,
OK,Oklahoma,2020,17,2020-04-19,,,623,1.57,55,1.39,848,0.0076365591479963,165247,1.4881114263313027,111044776,3956971,5,-3,-1,,
OK,Oklahoma,2020,18,2020-04-26,restaurants reopen,2020-05-01,658,1.66,44,1.11,1030,0.00938860133739988,204271,1.8619601784388455,109707502,3956971,6,-2,0,,
OK,Oklahoma,2020,19,2020-05-03,,,639,1.61,32,0.81,1403,0.012295682542408514,270985,2.374872083930557,114105093,3956971,7,-1,1,,
OK,Oklahoma,2020,20,2020-05-10,bars reopen,2020-05-15,747,1.89,18,0.45,1765,0.015677735956565866,297235,2.6402106782152157,112580031,3956971,8,0,2,,
OK,Oklahoma,2020,21,2020-05-17,,,723,1.83,23,0.58,2090,0.018708007125512915,330129,2.9550505666691165,111716870,3956971,9,1,3,,
OK,Oklahoma,2020,22,2020-05-24,,,458,1.16,23,0.58,2252,0.020318917317137437,345665,3.1188004238136373,110832677,3956971,10,2,4,,
OK,Oklahoma,2020,23,2020-05-31,,,641,1.62,13,0.33,2658,0.02235516433438579,384785,3.236242252974656,118898701,3956971,11,3,5,,
OK,Oklahoma,2020,24,2020-06-07,,,1014,2.56,12,0.3,2850,0.024404224588773615,394827,3.3808585198988492,116783059,3956971,12,4,6,,
OK,Oklahoma,2020,25,2020-06-14,,,1964,4.96,9,0.23,2765,0.024435720877362038,391459,3.4595236379498253,113154018,3956971,13,5,7,,
OK,Oklahoma,2020,26,2020-06-21,,,2605,6.58,16,0.4,2746,0.023459000390635927,398503,3.4043998662307313,117055286,3956971,14,6,8,,
OK,Oklahoma,2020,27,2020-06-28,,,3003,7.59,14,0.35,2290,0.020410649613845214,354196,3.15693032778407,112196331,3956971,15,7,9,,
OK,Oklahoma,2020,28,2020-07-05,,,4134,10.45,23,0.58,2410,0.02123230295257726,366197,3.2262264084335834,113506293,3956971,16,8,10,,
OK,Oklahoma,2020,29,2020-07-12,,,5277,13.34,30,0.76,2640,0.02284672732097761,370152,3.2033188679221607,115552655,3956971,17,9,11,,
OK,Oklahoma,2020,30,2020-07-19,,,5025,12.7,45,1.14,2511,0.021403946296126367,377143,3.214794312210269,117314815,3956971,18,10,12,,
OR,Oregon,2020,9,2020-02-23,,,1,0,0,0,8389,0.06011993945838248,331719,2.3772709735600404,139537732,4217737,-4,-11,-11,,
OR,Oregon,2020,10,2020-03-01,,,16,0.04,0,0,7021,0.05273494099717965,307363,2.308612686186602,133137534,4217737,-3,-10,-10,,
OR,Oregon,2020,11,2020-03-08,,,22,0.05,0,0,5768,0.04677941944956227,273968,2.221925101899736,123302086,4217737,-2,-9,-9,,
OR,Oregon,2020,12,2020-03-15,,,101,0.24,4,0.09,3033,0.02658448668196103,147354,1.2915695517750365,114089094,4217737,-1,-8,-8,,
OR,Oregon,2020,13,2020-03-22,shut down,2020-03-23,342,0.81,9,0.21,2310,0.020578831575100827,104609,0.9319181784587544,112251271,4217737,0,-7,-7,,
OR,Oregon,2020,14,2020-03-29,,,520,1.23,13,0.31,2073,0.017551493058016194,100130,0.8477718282195665,118109610,4217737,1,-6,-6,,
OR,Oregon,2020,15,2020-04-05,,,448,1.06,25,0.59,2246,0.019181247019156498,101667,0.8682546040501262,117093534,4217737,2,-5,-5,,
OR,Oregon,2020,16,2020-04-12,,,397,0.94,21,0.5,2217,0.021036949879490636,103009,0.9774448218928511,105386000,4217737,3,-4,-4,,
OR,Oregon,2020,17,2020-04-19,,,409,0.97,15,0.36,2397,0.021585887119984826,111317,1.0024514795725286,111044776,4217737,4,-3,-3,,
OR,Oregon,2020,18,2020-04-26,,,382,0.91,22,0.52,2525,0.023015745997023978,116903,1.0655880215010274,109707502,4217737,5,-2,-2,,
OR,Oregon,2020,19,2020-05-03,,,525,1.24,18,0.43,2462,0.021576600441489496,123093,1.0787686751195233,114105093,4217737,6,-1,-1,,
OR,Oregon,2020,20,2020-05-10,restaurants reopen,2020-05-15,452,1.07,10,0.24,2461,0.021860004639721587,128853,1.144545785388885,112580031,4217737,7,0,0,,
OR,Oregon,2020,20,2020-05-10,bars reopen,2020-05-15,452,1.07,10,0.24,2461,0.021860004639721587,128853,1.144545785388885,112580031,4217737,7,0,0,,
OR,Oregon,2020,21,2020-05-17,,,276,0.65,10,0.24,2862,0.02561833320249663,147840,1.3233453461415452,111716870,4217737,8,1,1,,
OR,Oregon,2020,22,2020-05-24,,,297,0.7,6,0.14,3350,0.030225742900715103,161775,1.4596327038099062,110832677,4217737,9,2,2,,
OR,Oregon,2020,23,2020-05-31,,,477,1.13,10,0.24,3763,0.03164878983833474,188035,1.5814722820226605,118898701,4217737,10,3,3,,
OR,Oregon,2020,24,2020-06-07,,,873,2.07,11,0.26,3697,0.03165698887884072,190625,1.63230010955613,116783059,4217737,11,4,4,,
OR,Oregon,2020,25,2020-06-14,,,1215,2.88,15,0.36,3988,0.03524399814065816,197395,1.7444806953297938,113154018,4217737,12,5,5,,
OR,Oregon,2020,26,2020-06-21,,,1344,3.19,13,0.31,4144,0.03540207487938648,213486,1.823804864310015,117055286,4217737,13,6,6,,
OR,Oregon,2020,27,2020-06-28,,,1836,4.35,11,0.26,4170,0.03716699078154347,201176,1.7930711121025875,112196331,4217737,14,7,7,,
OR,Oregon,2020,28,2020-07-05,,,1921,4.55,19,0.45,4351,0.038332676409404014,208119,1.8335459162603434,113506293,4217737,15,8,8,,
OR,Oregon,2020,29,2020-07-12,,,2298,5.45,25,0.59,4536,0.039254831487861526,213960,1.8516234006046854,115552655,4217737,16,9,9,,
OR,Oregon,2020,30,2020-07-19,,,2343,5.56,29,0.69,4491,0.03828161004217583,221456,1.8877070214874396,117314815,4217737,17,10,10,,
PA,Pennsylvania,2020,9,2020-02-23,,,0,0,0,0,16906,0.12115719352526097,1078154,7.726612612565611,139537732,12801989,-5,-13,-13,,
PA,Pennsylvania,2020,10,2020-03-01,,,4,0,0,0,15612,0.11726219895285127,980819,7.366960845166322,133137534,12801989,-4,-12,-12,,
PA,Pennsylvania,2020,11,2020-03-08,,,43,0.03,0,0,12553,0.10180687454063024,880240,7.138889767039302,123302086,12801989,-3,-11,-11,,
